team_id,team_name
1107,Олбани Нью-Йорк
1112,Аризона
1113,Аризона
1124,Бэйлор
1131,Бостон Унив
1142,Cal Poly SLO
1147,Цента
1149,Чарльстон так
1152,Чикаго
1158,Кол Чарльстон
1159,Колгейт
1163,Коннектикут
1166,Крейтон
1173,Дейтон
1187,Восточная Каролина
1196,Флорида
1202,Фурман
1211,Гонзага
1217,Гарвард
1235,Айова
1242,Канзас
1243,Канзас
1246,Кентукки
1257,Луисвилль
1258,Лоуи Мэримаунт
1261,ЛСУ
1272,Мемфис
1273,Мерсер
1276,Мичиган
1277,Мичиган Сент-Мичиган
1279,Миссисипи
1283,"Миссури, Сент-Миссури"
1286,Монтана
1287,Моред св.
1288,Морган Сент
1295,Н-Дакота
1301,Состояние НС
1314,Северная Каролина
1332,Орегон
1338,Питтсбург
1358,Сэм Хьюстон
1361,Сан-Диего
1372,SF Остин
1379,Южная мисс
1387,Сент-Луис
1390,Стэнфорд
1393,Сиракуз
1397,Теннесси
1400,Техас
1407,Трой
1416,УКУ
1417,ОАКЛА
1437,Вильянова
1438,Вирджиния
1451,Вебер-стрит
1455,Вичита Сент
1458,Висконсин
1461,Вайоминг
