season,daynum,wteam,wscore,lteam,lscore,wloc,numot
1987,138,1344,90,1122,87,Н,1
1995,137,1409,68,1228,62,Н,0
1997,136,1314,82,1193,74,Н,0
1996,137,1242,92,1354,54,Н,0
1999,139,1328,85,1150,72,Н,0
2002,137,1166,83,1196,82,Н,2
1991,137,1385,75,1296,68,Н,0
1985,154,1437,66,1207,64,Н,0
1997,139,1390,72,1448,66,Н,0
2012,144,1246,102,1231,90,Н,0
1995,143,1163,99,1268,89,Н,0
1993,137,1462,73,1309,55,Н,0
1996,152,1246,81,1269,74,Н,0
1995,136,1275,71,1112,62,Н,0
1991,136,1234,76,1190,73,Н,0
2009,138,1163,92,1401,66,Н,0
2014,138,1361,63,1295,44,Н,0
2006,137,1314,69,1293,65,Н,0
1991,137,1116,117,1209,76,Н,0
2002,137,1458,80,1385,70,Н,0
2009,136,1345,61,1320,56,Н,0
2011,138,1163,69,1153,58,Н,0
1986,136,1133,83,1431,65,Н,0
1996,137,1257,82,1409,80,Н,1
1993,143,1231,82,1257,69,Н,0
1994,136,1196,64,1241,62,Н,0
1987,136,1276,97,1298,82,Н,0
1990,143,1181,90,1417,81,Н,0
2008,136,1424,71,1245,58,Н,0
2010,137,1281,86,1155,78,Н,0
1995,138,1242,75,1443,70,Н,0
2001,137,1336,69,1344,59,Н,0
1997,145,1246,72,1428,59,Н,0
1993,136,1365,64,1112,61,Н,0
1999,145,1163,67,1211,62,Н,0
1996,137,1130,64,1231,51,Н,0
2001,145,1268,87,1390,73,Н,0
1996,138,1280,63,1343,41,Н,0
2004,139,1329,70,1272,53,Н,0
1990,137,1207,70,1411,52,Н,0
1987,137,1207,75,1137,53,Н,0
2009,136,1181,86,1127,62,Н,0
1999,136,1231,108,1203,88,Н,0
1997,138,1314,73,1160,56,Н,0
1988,136,1276,63,1129,58,Н,0
