hofid,yearid,votedby,ballots,needed,votes,inducted,category
schanwa01h,1958,ББВАА,266.0,200.0,8.0,Н,Игрок
bailobo01h,1991,ББВАА,443.0,333.0,0.0,Н,Игрок
pennohe01h,1947,ББВАА,161.0,121.0,86.0,Н,Игрок
kaatji01h,1993,ББВАА,423.0,318.0,125.0,Н,Игрок
russeje01h,2002,ББВАА,472.0,354.0,0.0,Н,Игрок
bresnro01h,1939,ББВАА,274.0,206.0,67.0,Н,Игрок
mayle01h,1988,ББВАА,427.0,321.0,3.0,Н,Игрок
kellejo01h,1939,ББВАА,274.0,206.0,1.0,Н,Игрок
hackst01h,1958,ББВАА,266.0,200.0,6.0,Н,Игрок
cronijo01h,1947,ББВАА,161.0,121.0,6.0,Н,Игрок
altroni01h,1956,ББВАА,193.0,145.0,1.0,Н,Игрок
cepedor01h,1980,ББВАА,385.0,289.0,48.0,Н,Игрок
burdele01h,1979,ББВАА,432.0,324.0,53.0,Н,Игрок
planked01h,1945,ББВАА,247.0,186.0,33.0,Н,Игрок
faberre01h,1951,ББВАА,226.0,170.0,8.0,Н,Игрок
wanerll01h,1962,ББВАА,160.0,120.0,5.0,Н,Игрок
kellech01h,1960,ББВАА,269.0,202.0,7.0,Н,Игрок
jackstr01h,1955,ББВАА,251.0,189.0,5.0,Н,Игрок
marquru01h,1949,ББВАА,153.0,115.0,4.0,Н,Игрок
lombaer01h,1950,ББВАА,168.0,126.0,3.0,Н,Игрок
schalra01h,1955,ББВАА,251.0,189.0,113.0,Н,Игрок
pascuca02h,1977,ББВАА,383.0,288.0,3.0,Н,Игрок
santoro01h,1994,ББВАА,456.0,342.0,150.0,Н,Игрок
chancfr01h,1939,ББВАА,274.0,206.0,158.0,Н,Игрок
torrejo01h,1991,ББВАА,443.0,333.0,41.0,Н,Игрок
mcmilro01h,1973,ББВАА,380.0,285.0,5.0,Н,Игрок
barnero01h,1936,Ветераны,78.0,59.0,3.0,Н,Игрок
johnsde01h,1982,ББВАА,415.0,312.0,0.0,Н,Игрок
torremi01h,1990,ББВАА,444.0,333.0,1.0,Н,Игрок
kellech01h,1970,ББВАА,300.0,225.0,7.0,Н,Игрок
selkige01h,1953,ББВАА,264.0,198.0,1.0,Н,Игрок
pennohe01h,1948,ББВАА,121.0,91.0,94.0,Y,Игрок
deandi01h,1951,ББВАА,226.0,170.0,145.0,Н,Игрок
johnsba99h,1937,Столетие,,,,Y,Пионер/Исполнительный
johnto01h,1997,ББВАА,473.0,353.0,97.0,Н,Игрок
clarkjo01h,1936,Ветераны,78.0,59.0,5.0,Н,Игрок
sainjo01h,1971,ББВАА,360.0,270.0,11.0,Н,Игрок
vanceda01h,1938,ББВАА,262.0,197.0,10.0,Н,Игрок
suttodo01h,1995,ББВАА,460.0,345.0,264.0,Н,Игрок
hodgegi01h,1973,ББВАА,380.0,285.0,218.0,Н,Игрок
suttebr01h,2000,ББВАА,499.0,375.0,192.0,Н,Игрок
thomsbo01h,1969,ББВАА,340.0,255.0,6.0,Н,Игрок
grimmch01h,1952,ББВАА,234.0,176.0,6.0,Н,Игрок
spahnwa01h,1973,ББВАА,380.0,285.0,316.0,Y,Игрок
nichoki01h,1938,ББВАА,262.0,197.0,3.0,Н,Игрок
stewaji01h,1979,ББВАА,432.0,324.0,0.0,Н,Игрок
slaugen01h,1985,Ветераны,,,,Y,Игрок
mcginjo01h,1939,ББВАА,274.0,206.0,32.0,Н,Игрок
boudrlo01h,1966,ББВАА,302.0,227.0,115.0,Н,Игрок
kremera01h,1958,ББВАА,266.0,200.0,2.0,Н,Игрок
bondsbo01h,1988,ББВАА,427.0,321.0,27.0,Н,Игрок
durocle01h,1956,ББВАА,193.0,145.0,1.0,Н,Менеджер
staubru01h,1991,ББВАА,443.0,333.0,28.0,Н,Игрок
ehmkeho01h,1952,ББВАА,234.0,176.0,1.0,Н,Игрок
jonesfi01h,1958,ББВАА,266.0,200.0,5.0,Н,Игрок
bartedi01h,1960,ББВАА,269.0,202.0,1.0,Н,Игрок
raineti01h,2011,ББВАА,581.0,436.0,218.0,Н,Игрок
faberre01h,1952,ББВАА,234.0,176.0,9.0,Н,Игрок
ricesa01h,1955,ББВАА,251.0,189.0,28.0,Н,Игрок
alexado01h,1995,ББВАА,460.0,345.0,0.0,Н,Игрок
odoulle01h,1962,ББВАА,160.0,120.0,13.0,Н,Игрок
boonebo01h,1996,ББВАА,470.0,353.0,36.0,Н,Игрок
ashburi01h,1981,ББВАА,401.0,301.0,142.0,Н,Игрок
adamsba01h,1954,ББВАА,252.0,189.0,13.0,Н,Игрок
kinerra01h,1974,ББВАА,365.0,274.0,215.0,Н,Игрок
willicy01h,1949,ББВАА,153.0,115.0,2.0,Н,Игрок
staubru01h,1997,ББВАА,473.0,353.0,18.0,Н,Игрок
ruffire01h,1960,ББВАА,269.0,202.0,86.0,Н,Игрок
