targetid,raceid,driverid,win
17590,319,87,0
52855,689,389,0
10618,255,89,0
3797,73,23,0
55711,600,319,0
11958,134,17,0
50096,753,418,0
18615,367,129,0
4607,206,25,0
52848,689,385,0
257,30,18,0
6936,294,57,0
10798,213,81,0
4420,198,56,0
12006,136,23,0
48201,742,430,0
67746,955,836,0
10212,241,71,1
54792,605,197,0
65208,870,13,0
55568,597,316,0
46271,796,642,0
58286,556,265,0
17915,8,4,0
54901,609,334,0
11155,180,64,0
57186,528,233,0
50148,753,537,0
48506,733,453,0
57755,543,237,0
9601,284,71,1
52023,806,683,0
11087,177,48,0
53872,677,361,0
55676,600,224,0
65345,873,155,0
63829,340,808,0
55893,603,323,0
3277,168,30,0
43813,828,427,0
18965,371,164,0
56516,561,182,1
19878,401,171,0
5203,232,77,0
19418,385,165,0
67684,953,826,0
46682,788,586,0
67802,958,20,0
46627,787,627,0
53442,641,312,0
43894,830,642,0
49002,766,479,0
19930,403,145,0
44051,832,642,0
46751,789,496,0
11182,182,22,0
5314,237,56,0
52813,688,322,0
11223,184,49,0
58563,515,203,1
17332,312,133,0
19458,386,102,1
51890,805,518,0
67827,959,13,0
56071,580,199,0
49716,747,456,0
