constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
10733,467,25,0.0,4,4,0
21632,652,187,30.0,5,5,0
6354,56,3,8.0,6,6,0
9754,409,34,1.0,8,8,0
10945,479,27,15.0,7,7,0
131,30,4,36.0,5,5,0
1671,79,18,7.0,9,9,0
22725,583,1,26.5,3,3,2
5722,150,3,43.0,3,3,2
8411,314,29,0.0,17,17,0
26149,927,131,76.0,1,1,1
8799,357,27,0.0,11,11,0
17808,771,105,6.0,5,5,0
6450,65,6,142.0,2,2,5
25224,888,6,180.0,3,3,2
11089,486,56,0.0,13,13,0
21013,673,170,0.0,15,15,0
21927,623,1,19.0,1,1,1
10454,450,32,45.0,3,3,0
3420,299,18,0.0,12,12,0
21785,642,180,21.0,5,5,0
10026,425,51,0.0,10,10,0
26147,926,1,0.0,8,8,0
22368,600,77,0.0,13,13,0
10136,431,21,9.0,8,8,0
25824,44,4,31.0,3,3,0
2570,238,6,64.0,3,3,3
17832,773,95,0.0,7,7,0
24224,526,4,26.0,6,6,1
22376,601,26,1.0,11,11,0
8939,364,27,3.0,12,12,0
7829,331,46,0.0,12,12,0
11469,508,45,0.0,15,15,0
24096,519,57,0.0,14,14,0
26549,957,3,92.0,4,4,0
2175,202,24,5.0,6,6,0
26119,917,1,161.0,5,5,0
9970,424,6,37.0,1,1,1
22292,596,26,1.0,11,11,0
25674,268,18,5.0,10,10,0
7723,326,34,2.0,6,6,0
11128,488,54,0.0,14,14,0
8513,320,1,139.0,1,1,8
8281,307,35,4.0,6,6,0
8432,315,27,0.0,14,14,0
26124,917,15,0.0,10,10,0
9946,422,45,0.0,10,10,0
20118,714,94,0.0,8,8,0
9304,380,18,1.0,10,10,0
11265,495,21,10.0,8,8,0
9782,410,6,13.0,5,5,0
21779,641,201,0.0,10,10,0
22043,607,1,12.0,3,3,0
10584,458,27,0.0,12,12,0
9144,371,49,0.0,19,19,0
25616,264,15,10.0,6,6,0
8452,316,35,5.0,7,7,0
23701,541,25,36.0,4,4,1
24046,516,57,0.0,13,13,0
19078,751,32,19.0,2,2,1
6270,103,16,83.0,3,3,0
20092,712,6,6.0,5,5,0
8288,308,25,5.0,6,6,0
40,22,1,42.0,3,3,1
24987,870,3,53.0,7,7,1
23474,529,34,14.0,2,2,0
7666,323,34,2.0,6,6,0
22835,589,25,25.0,5,5,1
5824,126,15,3.0,6,6,0
24340,345,6,165.0,3,3,1
21684,633,1,3.0,6,6,0
26467,950,15,0.0,10,10,0
7744,327,33,1.0,9,9,0
20911,689,90,0.0,19,19,0
10090,428,51,0.0,10,10,0
8714,12,7,38.5,5,5,0
689,83,18,7.0,10,10,0
7823,331,41,7.0,6,6,0
6067,116,19,9.0,8,8,0
25680,268,30,0.0,14,14,0
10903,477,25,11.0,8,8,0
25592,262,27,0.0,12,12,0
22699,582,202,2.5,8,8,0
23495,530,21,1.0,10,10,0
21907,621,63,2.0,6,6,0
6008,111,1,51.0,1,1,2
26722,968,131,765.0,1,1,19
25650,266,1,17.0,4,4,0
24058,517,4,0.0,13,13,0
3437,300,36,0.0,14,14,0
5051,241,30,0.0,8,8,0
5242,256,27,24.0,5,5,0
9117,370,25,16.0,5,5,0
23534,532,55,0.0,18,18,0
7911,336,3,57.0,4,4,2
20463,706,172,54.0,1,1,6
26202,932,15,21.0,6,6,0
23344,555,67,1.0,12,12,0
690,83,16,20.0,7,7,0
20434,704,170,8.0,5,5,0
11246,494,27,34.0,4,4,1
24215,526,1,15.0,7,7,0
9575,397,6,17.0,4,4,0
24501,355,3,69.0,6,6,0
23186,546,63,0.0,11,11,0
1637,34,5,34.0,6,6,1
10842,473,6,26.0,2,2,1
24014,514,59,0.0,10,10,0
11271,496,3,86.0,1,1,3
11368,502,25,5.0,9,9,0
24628,849,5,17.0,7,7,0
9425,387,21,23.0,5,5,0
20875,687,184,0.0,14,14,0
26265,938,10,63.0,5,5,0
2508,232,27,12.0,5,5,1
2429,225,1,5.0,4,4,0
