qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
107,22,21,10,21,19,1:27.807,,
6169,912,828,207,9,22,1:28.562,,
4798,851,817,164,22,23,1:26.479,,
2499,253,71,3,5,2,1:18.972,,
5217,870,815,15,15,14,1:22.110,1:21.895,
1164,78,11,16,4,6,1:15.729,,
7043,964,826,5,26,13,1:32.645,1:32.623,
5153,867,37,164,22,21,1:42.171,,
6565,940,1,131,44,2,1:32.844,1:32.789,1:32.660
6895,957,825,4,20,16,1:32.729,1:37.060,
6730,950,20,6,5,4,1:37.001,1:36.183,1:36.246
4427,71,2,3,8,7,1:39.717,1:29.413,
6915,958,821,210,21,15,1:38.959,1:26.189,
15,18,17,9,10,15,1:26.914,,
4365,105,23,3,4,5,1:34.891,,
2749,263,101,31,31,24,1:19.771,,
4957,859,155,15,16,16,1:14.571,1:14.129,
4179,94,45,17,19,19,1:20.607,,
3392,339,4,6,8,19,1:53.044,,
5687,892,13,6,4,4,1:24.950,1:24.479,1:24.132
1538,160,41,16,23,14,1:26.814,,
6187,913,813,208,13,18,1:49.063,,
269,31,20,5,15,1,1:35.464,1:35.837,1:37.555
3427,341,30,131,3,6,1:22.528,1:21.557,1:21.294
5024,862,20,9,1,11,1:36.911,1:36.031,
4214,96,17,19,14,14,1:31.797,,
1398,89,38,18,20,20,1:39.460,,
936,61,26,5,21,18,1:17.016,,
5344,875,10,206,24,22,1:41.371,,
2900,269,105,18,24,19,1:23.364,,
4604,843,5,205,20,19,1:37.894,,
6631,943,815,10,11,9,1:20.966,1:20.669,1:20.716
4918,857,10,166,24,24,1:34.046,,
4445,72,23,7,17,5,1:33.106,1:35.901,
2033,224,57,1,7,5,1:34.054,,
6928,959,20,6,5,6,1:15.927,1:15.630,1:15.315
4470,73,21,4,6,10,1:30.445,1:33.320,
4383,106,17,19,14,3,1:34.571,,
4490,74,22,6,2,10,1:20.892,1:24.351,
4024,121,8,1,6,4,1:21.466,,
5276,873,813,3,18,2,1:49.494,1:47.602,1:46.804
3149,9,20,9,15,4,1:31.430,1:39.504,1:32.480
383,36,25,3,17,15,1:27.479,1:27.393,
3563,346,810,166,25,22,1:35.212,,
647,48,21,4,3,15,1:23.559,1:23.325,
2667,259,83,32,11,22,1:25.295,,
3570,347,18,1,1,5,1:15.823,1:14.716,1:14.427
4948,859,13,6,6,7,1:14.269,1:13.291,1:13.068
2079,226,14,1,8,9,1:32.001,,
1126,70,30,6,5,10,1:11.565,1:10.313,
2959,271,89,31,32,26,1:45.004,,
1312,85,17,3,7,14,1:22.560,,
4405,107,18,16,9,5,1:11.092,,
5049,863,155,15,14,12,1:34.131,1:33.806,
743,53,30,6,5,1,1:33.310,1:32.025,1:31.431
1215,80,39,17,19,17,1:17.857,,
880,59,15,7,8,6,1:14.883,1:14.211,1:15.857
4717,848,155,15,16,14,1:40.131,1:39.525,
4992,861,30,131,7,3,1:37.517,1:37.017,1:36.391
103,22,10,7,12,15,1:26.614,1:27.806,
2782,265,79,25,3,5,1:44.718,,
2335,246,44,27,26,6,1:19.047,,
4292,100,44,7,17,12,1:20.335,,
6083,909,822,3,77,2,1:18.215,1:17.353,1:16.759
257,30,7,5,14,9,1:46.777,1:46.544,1:48.951
46,20,13,6,2,2,1:31.937,1:31.188,1:33.123
4312,101,17,19,14,12,1:14.802,,
1824,207,75,20,15,16,1:33.989,,
801,55,3,3,10,15,1:28.351,1:29.422,
7374,980,838,1,2,15,1:45.441,,
2994,1,8,6,4,9,1:25.899,1:25.380,1:27.163
3975,118,21,17,11,15,1:23.574,,
6300,918,818,5,25,10,1:42.413,1:42.207,
183,26,6,3,8,15,1:21.407,1:21.112,
4849,855,1,1,3,3,1:32.843,1:31.139,1:30.617
5558,885,815,1,6,7,1:24.682,1:17.748,1:15.138
1785,201,75,18,22,20,1:46.713,,
1978,214,64,21,2,16,1:16.536,,
3909,115,43,7,21,9,1:16.826,,
683,50,17,9,15,7,1:25.970,1:25.535,1:26.914
2515,253,69,18,24,18,1:23.760,,
1882,210,57,1,9,8,1:24.812,,
5643,890,3,131,9,4,1:20.350,1:19.778,1:19.720
5903,901,828,207,9,22,2:04.407,,
4135,92,2,17,18,15,1:33.506,,
1369,88,39,17,19,11,1:48.718,,
3834,111,43,7,21,13,1:23.838,,
168,25,16,10,20,20,1:17.053,,
1145,77,22,6,2,7,1:31.249,,
7002,962,828,15,9,16,1:46.427,1:47.827,
5942,853,155,15,16,17,1:24.879,1:25.065,
2608,257,94,18,23,15,1:18.659,,
1974,214,22,24,22,12,1:15.876,,
2641,258,44,27,26,22,1:14.106,,
5304,874,815,15,15,6,1:32.147,1:32.169,1:32.022
7354,979,154,210,8,15,1:19.085,1:18.771,
1803,203,50,24,19,17,1:53.149,,
4118,91,45,17,19,18,1:39.902,,
7244,974,817,9,3,5,1:13.219,1:13.011,1:12.998
6968,961,20,6,5,3,1:23.077,1:22.275,1:21.972
6153,912,18,1,22,6,1:26.328,1:25.630,1:25.379
4728,849,17,9,2,1,1:32.670,1:31.673,1:30.399
7328,978,838,1,2,9,1:40.011,1:30.105,1:29.418
