driverid,driverref,number,code,forename,surname,dob,nationality,url
2,heidfeld,,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld
3,rosberg,6.0,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg
22,barrichello,,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello
27,albers,,ALB,Christijan,Albers,1979-04-16,Dutch,http://en.wikipedia.org/wiki/Christijan_Albers
31,montoya,,MON,Juan,Pablo Montoya,1975-09-20,Colombian,http://en.wikipedia.org/wiki/Juan_Pablo_Montoya
81,morbidelli,,,Gianni,Morbidelli,1968-01-13,Italian,http://en.wikipedia.org/wiki/Gianni_Morbidelli
100,comas,,,Érik,Comas,1963-09-28,French,http://en.wikipedia.org/wiki/%C3%89rik_Comas
108,belmondo,,,Paul,Belmondo,1963-04-23,French,http://en.wikipedia.org/wiki/Paul_Belmondo
128,poele,,,Eric,van de Poele,1961-09-30,Belgian,http://en.wikipedia.org/wiki/Eric_van_de_Poele
150,gary_brabham,,,Gary,Brabham,1961-03-29,Australian,http://en.wikipedia.org/wiki/Gary_Brabham
199,reutemann,,,Carlos,Reutemann,1942-04-12,Argentine,http://en.wikipedia.org/wiki/Carlos_Reutemann
258,neve,,,Patrick,Nève,1949-10-13,Belgian,http://en.wikipedia.org/wiki/Patrick_Neve
265,edwards,,,Guy,Edwards,1942-12-30,British,http://en.wikipedia.org/wiki/Guy_Edwards
275,lombardi,,,Lella,Lombardi,1941-03-26,Italian,http://en.wikipedia.org/wiki/Lella_Lombardi
287,hasemi,,,Masahiro,Hasemi,1945-11-13,Japanese,http://en.wikipedia.org/wiki/Masahiro_Hasemi
304,hulme,,,Denny,Hulme,1936-06-18,New Zealander,http://en.wikipedia.org/wiki/Denny_Hulme
307,ganley,,,Howden,Ganley,1941-12-24,New Zealander,http://en.wikipedia.org/wiki/Howden_Ganley
355,Cannoc,,,John,Cannon,1933-06-21,Canadian,http://en.wikipedia.org/wiki/John_Cannon_(auto_racer)
367,westbury,,,Peter,Westbury,1938-05-26,British,http://en.wikipedia.org/wiki/Peter_Westbury
375,scarfiotti,,,Ludovico,Scarfiotti,1933-10-18,Italian,http://en.wikipedia.org/wiki/Ludovico_Scarfiotti
382,solana,,,Moisés,Solana,1935-12-26,Mexican,http://en.wikipedia.org/wiki/Mois%C3%A9s_Solana
394,baghetti,,,Giancarlo,Baghetti,1934-12-25,Italian,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
416,clapham,,,David,Clapham,1931-05-18,South African,http://en.wikipedia.org/wiki/David_Clapham
429,andre_pilette,,,André,Pilette,1918-10-06,Belgian,http://en.wikipedia.org/wiki/Andr%C3%A9_Pilette
431,barth,,,Edgar,Barth,1917-01-26,German,http://en.wikipedia.org/wiki/Edgar_Barth
435,mairesse,,,Willy,Mairesse,1928-10-01,Belgian,http://en.wikipedia.org/wiki/Willy_Mairesse
484,naylor,,,Brian,Naylor,1923-03-24,British,http://en.wikipedia.org/wiki/Brian_Naylor
515,tingelstad,,,Bud,Tingelstad,1928-04-04,American,http://en.wikipedia.org/wiki/Bud_Tingelstad
545,gamble,,,Fred,Gamble,1932-03-17,American,http://en.wikipedia.org/wiki/Fred_Gamble_(racing_driver)
566,shelby,,,Carroll,Shelby,1923-01-11,American,http://en.wikipedia.org/wiki/Carroll_Shelby
568,fontes,,,Azdrubal,Fontes,1922-12-26,Uruguayan,http://en.wikipedia.org/wiki/Azdrubal_Fontes
570,bill_moss,,,Bill,Moss,1933-09-04,British,http://en.wikipedia.org/wiki/Bill_Moss_(racing_driver)
572,blanchard,,,Harry,Blanchard,1929-06-13,American,http://en.wikipedia.org/wiki/Harry_Blanchard
575,said,,,Bob,Said,1932-05-05,American,http://en.wikipedia.org/wiki/Bob_Said
599,bisch,,,Art,Bisch,1926-11-10,American,http://en.wikipedia.org/wiki/Art_Bisch
603,guelfi,,,André,Guelfi,1919-05-06,French,http://en.wikipedia.org/wiki/Andr%C3%A9_Guelfi
619,gerard,,,Bob,Gerard,1914-01-19,British,http://en.wikipedia.org/wiki/Bob_Gerard
634,scotti,,,Piero,Scotti,1909-11-11,Italian,http://en.wikipedia.org/wiki/Piero_Scotti
642,farina,,,Nino,Farina,1906-10-30,Italian,http://en.wikipedia.org/wiki/Nino_Farina
653,davies,,,Jimmy,Davies,1929-08-08,American,http://en.wikipedia.org/wiki/Jimmy_Davies
661,peter_walker,,,Peter,Walker,1912-10-07,British,http://en.wikipedia.org/wiki/Peter_Walker_(driver)
689,alan_brown,,,Alan,Brown,1919-11-20,British,http://en.wikipedia.org/wiki/Alan_Brown_(racing_driver)
695,galvez,,,Oscar,Gálvez,1913-08-17,Argentine,http://en.wikipedia.org/wiki/%C3%93scar_Alfredo_G%C3%A1lvez
698,cruz,,,Adolfo,Cruz,1923-06-28,Argentine,http://en.wikipedia.org/wiki/Adolfo_Schewelm_Cruz
722,carini,,,Piero,Carini,1921-03-06,Italian,http://en.wikipedia.org/wiki/Piero_Carini
728,james,,,Joe,James,1925-05-23,American,http://en.wikipedia.org/wiki/Joe_James_(racing_driver)
730,fonder,,,George,Fonder,1917-06-22,American,http://en.wikipedia.org/wiki/George_Fonder
740,comotti,,,Franco,Comotti,1906-07-24,Italian,http://en.wikipedia.org/wiki/Franco_Comotti
758,lof,,,Dries,van der Lof,1919-08-23,Dutch,http://en.wikipedia.org/wiki/Dries_van_der_Lof
768,rose,,,Mauri,Rose,1906-05-26,American,http://en.wikipedia.org/wiki/Mauri_Rose
819,pic,,PIC,Charles,Pic,1990-02-15,French,http://en.wikipedia.org/wiki/Charles_Pic
