constructorid,constructorref,name,nationality,url
1,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
2,bmw_sauber,BMW Sauber,German,http://en.wikipedia.org/wiki/BMW_Sauber
4,renault,Renault,French,http://en.wikipedia.org/wiki/Renault_F1
5,toro_rosso,Toro Rosso,Italian,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso
7,toyota,Toyota,Japanese,http://en.wikipedia.org/wiki/Toyota_Racing
10,force_india,Force India,Indian,http://en.wikipedia.org/wiki/Force_India
12,spyker,Spyker,Dutch,http://en.wikipedia.org/wiki/Spyker_F1
13,mf1,MF1,Russian,http://en.wikipedia.org/wiki/Midland_F1_Racing
14,spyker_mf1,Spyker MF1,Dutch,http://en.wikipedia.org/wiki/Midland_F1_Racing
24,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
26,lola,Lola,British,http://en.wikipedia.org/wiki/MasterCard_Lola
29,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
30,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
31,simtek,Simtek,British,http://en.wikipedia.org/wiki/Simtek
33,larrousse,Larrousse,French,http://en.wikipedia.org/wiki/Larrousse
34,brabham,Brabham,British,http://en.wikipedia.org/wiki/Brabham
35,dallara,Dallara,Italian,http://en.wikipedia.org/wiki/Dallara
36,fondmetal,Fondmetal,Italian,http://en.wikipedia.org/wiki/Fondmetal
38,moda,Andrea Moda,Italian,http://en.wikipedia.org/wiki/Andrea_Moda_Formula
39,ags,AGS,French,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives
40,lambo,Lambo,Italian,http://en.wikipedia.org/wiki/Modena_(racing_team)
46,onyx,Onyx,British,http://en.wikipedia.org/wiki/Onyx_(racing_team)
47,life,Life,Italian,http://en.wikipedia.org/wiki/Life_(Racing_Team)
48,rial,Rial,German,http://en.wikipedia.org/wiki/Rial_%28racing_team%29
50,ram,RAM,British,http://en.wikipedia.org/wiki/RAM_Racing
59,wolf,Wolf,Canadian,http://en.wikipedia.org/wiki/Walter_Wolf_Racing
60,merzario,Merzario,Italian,http://en.wikipedia.org/wiki/Merzario
61,kauhsen,Kauhsen,German,http://en.wikipedia.org/wiki/Kauhsen
62,rebaque,Rebaque,Mexican,http://en.wikipedia.org/wiki/Rebaque
63,surtees,Surtees,British,http://en.wikipedia.org/wiki/Surtees
66,brm,BRM,British,http://en.wikipedia.org/wiki/BRM
67,penske,Penske,American,http://en.wikipedia.org/wiki/Penske_Racing
69,mcguire,McGuire,Australian,http://en.wikipedia.org/wiki/McGuire_(Formula_One)
71,apollon,Apollon,Swiss,http://en.wikipedia.org/wiki/Apollon_(Formula_One)
72,kojima,Kojima,Japanese,http://en.wikipedia.org/wiki/Kojima_Engineering
73,parnelli,Parnelli,American,http://en.wikipedia.org/wiki/Parnelli
76,lyncar,Lyncar,British,http://en.wikipedia.org/wiki/Lyncar
78,amon,Amon,New Zealand,http://en.wikipedia.org/wiki/Amon_(Formula_One_team)
79,token,Token,British,http://en.wikipedia.org/wiki/Token_(Racing_team)
80,iso_marlboro,Iso Marlboro,British,http://en.wikipedia.org/wiki/Iso_Marlboro
81,tecno,Tecno,Italian,http://en.wikipedia.org/wiki/Tecno
86,tomaso,De Tomaso,Italian,http://en.wikipedia.org/wiki/De_Tomaso
89,lds,LDS,South African,http://en.wikipedia.org/wiki/LDS_(automobile)
93,re,RE,Rhodesian,http://en.wikipedia.org/wiki/RE_%28automobile%29
