year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1946,NHL,MTL,MTL,,,1,F,60,34,16,10.0,,78,,,189,138,Montreal Canadiens,561,,,,,,,
1997,NHL,COL,COL,WC,PC,1,CQF,82,39,26,17.0,,95,,,231,205,Colorado Avalanche,1729,24,74,425,12,53,410,8
1976,WHA,CAC,CAC,,WW,5,,81,31,43,7.0,,69,,,252,296,Calgary Cowboys,832,8,38,258,10,47,228,8
2008,NHL,NYI,NYI,EC,AT,5,,82,26,47,,9,61,3,5,201,279,New York Islanders,1216,18,54,320,5,73,361,12
1925,WCHL,POR,POR,,,4,,30,12,16,2.0,,26,,,84,110,Portland Rosebuds,,,,,,,,
1967,NHL,BOS,BOS,,ED,3,QF,74,37,27,10.0,,84,,,259,216,Boston Bruins,1031,,45,236,4,50,288,10
1975,WHA,IND,IND,,EW,1,AVQF,80,35,39,6.0,,76,,,245,247,Indianapolis Racers,1301,,59,254,9,52,252,6
1913,NHA,QU1,BKN,,,3,,20,12,8,0.0,,24,,,111,73,Quebec Bulldogs,,,,,,,,
1934,NHL,BOS,BOS,,AM,1,SF,48,26,16,6.0,,58,,,129,112,Boston Bruins,379,,,,,,,
1926,NHL,NYA,BKN,,CA,4,,44,17,25,2.0,,36,,,82,91,New York Americans,359,,,,,,,
1916,NHA,MOC,MTL,,,2,F,20,10,10,0.0,,20,,,89,80,Montreal Canadiens,,,,,,,,
2010,NHL,TOR,TOR,EC,NE,4,,82,37,34,,11,85,5,6,218,251,Toronto Maple Leafs,985,18,52,326,8,62,275,5
2003,NHL,PHO,PHO,WC,PC,5,,82,22,36,18.0,6,68,,,188,245,Phoenix Coyotes,1300,24,51,358,8,71,398,9
1986,NHL,CHI,CHI,CC,NO,3,DSF,80,29,37,14.0,,72,,,290,310,Chicago Blackhawks,1692,16,55,324,9,81,341,5
2001,NHL,NYR,NYR,EC,AT,4,,82,36,38,4.0,4,80,,,227,258,New York Rangers,1753,10,48,326,5,80,398,8
1959,NHL,MTL,MTL,,,1,SC,70,40,18,12.0,,92,,,255,178,Montreal Canadiens,756,,,,,,,
2005,NHL,OTT,OTT,EC,NE,1,CSF,82,52,21,,9,113,2,6,314,211,Ottawa Senators,1462,20,102,490,11,73,476,25
2005,NHL,SJS,SJS,WC,PC,2,CSF,82,44,27,,11,99,1,7,266,242,San Jose Sharks,1058,14,91,500,11,77,399,10
2011,NHL,CAL,CAL,WC,NW,2,,82,37,29,,16,90,3,9,202,226,Calgary Flames,885,20,46,260,6,42,268,3
1985,NHL,WAS,WAS,WA,PT,2,DF,80,50,23,7.0,,107,,,315,272,Washington Capitals,1418,12,82,360,6,67,348,13
1989,NHL,VAN,VAN,CC,SM,5,,80,25,41,14.0,,64,,,245,306,Vancouver Canucks,1644,22,64,374,8,86,342,8
2011,NHL,TOR,TOR,EC,NE,4,,82,35,37,,10,80,4,5,231,264,Toronto Maple Leafs,824,16,49,267,6,55,242,5
1922,WCHL,CAT,CAT,,,3,,30,12,18,0.0,,24,,,91,106,Calgary Tigers,,,,,,,,
1960,NHL,MTL,MTL,,,1,SF,70,41,19,10.0,,92,,,254,188,Montreal Canadiens,811,,,,,,,
1952,NHL,BOS,BOS,,,3,F,70,28,29,13.0,,69,,,152,172,Boston Bruins,528,,,,,,,
1980,NHL,WIN,PHO,CC,SM,6,,80,9,57,14.0,,32,,,246,400,Winnipeg Jets,1191,30,60,345,15,67,261,8
2001,NHL,WAS,WAS,EC,SE,2,,82,36,33,11.0,2,85,,,228,240,Washington Capitals,1043,6,58,299,8,58,325,2
1927,NHL,BOS,BOS,,AM,1,SF,44,20,13,11.0,,51,,,77,70,Boston Bruins,557,,,,,,,
1938,NHL,MTL,MTL,,,6,QF,48,15,24,9.0,,39,,,115,146,Montreal Canadiens,288,,,,,,,
1954,NHL,MTL,MTL,,,2,F,70,41,18,11.0,,93,,,228,157,Montreal Canadiens,890,,,,,,,
1986,NHL,LAK,LAK,CC,SM,4,DSF,80,31,41,8.0,,70,,,318,341,Los Angeles Kings,2038,18,97,389,16,92,346,9
2006,NHL,ATL,WPG,EC,SE,1,CQF,82,43,28,,11,97,7,4,246,245,Atlanta Thrashers,1097,26,67,407,10,79,391,9
1972,WHA,HOU,HOU,,WW,2,AVSF,78,39,35,4.0,,82,,,284,269,Houston Aeros,1363,0,50,188,2,63,330,10
1951,NHL,CHI,CHI,,,6,,70,17,44,9.0,,43,,,158,241,Chicago Black Hawks,629,,,,,,,
2011,NHL,DET,DET,WC,CE,3,CQF,82,48,28,,6,102,9,3,248,203,Detroit Red Wings,699,24,48,298,11,50,274,2
1981,NHL,TOR,TOR,CC,NO,5,,80,20,44,16.0,,56,,,298,380,Toronto Maple Leafs,1888,10,58,292,6,99,363,10
2008,NHL,CAR,CAR,EC,SE,2,CF,82,45,30,,7,97,3,5,239,226,Carolina Hurricanes,802,16,70,374,9,59,301,8
1994,NHL,VAN,VAN,WC,PC,2,CSF,48,18,18,12.0,,48,,,153,148,Vancouver Canucks,1093,6,47,238,10,39,236,7
2009,NHL,WAS,WAS,EC,SE,1,CQF,82,54,15,,13,121,5,6,318,233,Washington Capitals,940,20,79,313,8,67,316,4
1915,NHA,TBS,TBS,,,5,,24,9,14,1.0,,19,,,97,98,Toronto Blueshirts,,,,,,,,
1986,NHL,QUE,COL,WA,AD,4,DF,80,31,39,10.0,,72,,,267,276,Quebec Nordiques,1741,12,76,354,12,52,311,8
1981,NHL,BUF,BUF,WA,AD,3,DSF,80,39,26,15.0,,93,,,307,273,Buffalo Sabres,1425,18,63,301,10,57,281,4
2002,NHL,MIN,MIN,WC,NW,3,CF,82,42,29,10.0,1,95,,,198,178,Minnesota Wild,1063,28,52,366,5,43,308,9
2000,NHL,FLO,FLO,EC,SE,3,,82,22,38,13.0,9,66,,,200,246,Florida Panthers,1509,10,46,353,13,64,398,8
1997,NHL,PHO,PHO,WC,CE,4,CQF,82,35,35,12.0,,82,,,224,227,Phoenix Coyotes,1602,20,57,384,6,66,408,10
1939,NHL,TOR,TOR,,,3,F,48,25,17,6.0,,56,,,134,110,Toronto Maple Leafs,474,,,,,,,
1953,NHL,DET,DET,,,1,SC,70,37,19,14.0,,88,,,191,132,Detroit Red Wings,814,,,,,,,
2001,NHL,DET,DET,WC,CE,1,SC,82,51,17,10.0,4,116,,,251,187,Detroit Red Wings,1053,10,73,359,7,48,343,9
2006,NHL,VAN,VAN,WC,NW,1,CSF,82,49,26,,7,105,5,4,222,201,Vancouver Canucks,1206,16,70,407,8,57,436,5
1998,NHL,VAN,VAN,WC,NW,4,,82,23,47,12.0,,58,,,192,258,Vancouver Canucks,1764,16,57,358,9,77,450,17
1980,NHL,PHI,PHI,CC,PT,2,QF,80,41,24,15.0,,97,,,313,249,Philadelphia Flyers,2621,40,75,278,4,85,432,10
1917,NHL,OTS,STE,,,3,,22,9,13,0.0,,18,,,102,114,Ottawa Senators,333,,,,,,,
1980,NHL,HAR,CAR,WA,NO,4,,80,21,41,18.0,,60,,,292,372,Hartford Whalers,1584,34,60,318,15,80,328,13
2007,NHL,TBL,TBL,EC,SE,5,,82,31,42,,9,71,2,1,223,267,Tampa Bay Lightning,1038,16,57,296,7,56,312,7
1921,WCHL,CAT,CAT,,,3,WSF,24,14,10,0.0,,28,,,75,62,Calgary Tigers,,,,,,,,
1995,NHL,MTL,MTL,EC,NE,3,CQF,82,40,32,10.0,,90,,,265,248,Montreal Canadiens,1847,34,77,405,11,68,382,15
1909,NHA,LES,TBS,,,7,,12,2,10,0.0,,4,,,59,100,Les Canadiens,,,,,,,,
2003,NHL,OTT,OTT,EC,NE,3,CQF,82,43,23,10.0,6,102,,,262,189,Ottawa Senators,1270,20,80,370,8,57,347,6
2000,NHL,NJD,NJD,EC,AT,1,F,82,48,19,12.0,3,111,,,295,195,New Jersey Devils,1235,18,71,310,6,49,320,9
1996,NHL,COL,COL,WC,PC,1,CF,82,49,24,9.0,,107,,,277,205,Colorado Avalanche,1361,24,83,403,12,42,339,14
1996,NHL,OTT,OTT,EC,NE,3,CQF,82,31,36,15.0,,77,,,226,234,Ottawa Senators,1087,10,56,336,12,48,265,9
1950,NHL,MTL,MTL,,,3,F,70,25,30,15.0,,65,,,173,184,Montreal Canadiens,835,,,,,,,
2001,NHL,PIT,PIT,EC,AT,5,,82,28,41,8.0,5,69,,,198,249,Pittsburgh Penguins,1248,16,47,335,10,57,352,5
2008,NHL,DET,DET,WC,CE,1,F,82,51,21,,10,112,6,4,295,244,Detroit Red Wings,824,14,90,353,4,71,327,6
1974,WHA,PHR,PHR,,WW,4,AVQF,78,39,31,8.0,,86,,,300,265,Phoenix Roadrunners,1388,,50,304,6,76,315,7
1992,NHL,STL,STL,CC,NO,4,DF,84,37,36,11.0,,85,,,282,278,St. Louis Blues,1889,30,93,425,15,70,429,14
1986,NHL,TOR,TOR,CC,NO,4,DF,80,32,42,6.0,,70,,,286,319,Toronto Maple Leafs,1827,14,52,303,10,71,323,17
1994,NHL,CHI,CHI,WC,CE,3,CF,48,24,19,5.0,,53,,,156,115,Chicago Blackhawks,1123,8,52,212,3,36,228,7
1998,NHL,STL,STL,WC,CE,2,CSF,82,37,32,13.0,,87,,,237,209,St. Louis Blues,1308,6,61,301,4,47,387,7
1948,NHL,DET,DET,,,1,F,60,34,19,7.0,,75,,,195,145,Detroit Red Wings,621,,,,,,,
2005,NHL,BUF,BUF,EC,NE,2,CF,82,52,24,,6,110,5,5,281,239,Buffalo Sabres,1164,20,101,477,17,59,439,10
1997,NHL,ANA,ANA,WC,PC,6,,82,26,43,13.0,,65,,,205,261,Mighty Ducks of Anaheim,1843,10,46,392,10,72,396,9
1972,NHL,TOR,TOR,,ED,6,,78,27,41,10.0,,64,,,247,279,Toronto Maple Leafs,716,2,44,274,8,51,239,3
1964,NHL,DET,DET,,,1,SF,70,40,23,7.0,,87,,,224,175,Detroit Red Wings,1121,,55,316,7,52,312,10
1911,PCHA,VML,VMR,,,2,,15,7,8,0.0,,14,,,102,94,Vancouver Millionaires,,,,,,,,
1926,NHL,NYR,NYR,,AM,1,SF,44,25,13,6.0,,56,,,95,72,New York Rangers,385,,,,,,,
1974,NHL,VAN,VAN,CC,SM,1,QF,80,38,32,10.0,,86,,,271,254,Vancouver Canucks,965,14,70,337,5,59,300,5
1971,NHL,BOS,BOS,,ED,1,SC,78,54,13,11.0,,119,,,330,204,Boston Bruins,1112,6,74,256,2,51,290,18
1987,NHL,DET,DET,CC,NO,1,CF,80,41,28,11.0,,93,,,322,269,Detroit Red Wings,2391,22,72,383,8,73,453,20
1913,NHA,MOC,MTL,,,2,NHAF,20,13,7,0.0,,26,,,85,65,Montreal Canadiens,,,,,,,,
1980,NHL,MNS,DAL,WA,AD,3,F,80,35,28,17.0,,87,,,291,263,Minnesota North Stars,1624,44,88,408,13,64,304,7
1999,NHL,ANA,ANA,WC,PC,5,,82,34,33,12.0,3,83,,,217,227,Mighty Ducks of Anaheim,926,8,55,332,8,62,296,4
1976,WHA,SDM,SDM,,WW,3,AVQF,81,40,37,4.0,,84,,,284,283,San Diego Mariners,834,6,69,257,6,43,204,11
1920,NHL,HAM,BKN,,,4,,24,6,18,0.0,,12,,,92,132,Hamilton Tigers,183,,,,,,,
1930,NHL,OTS,STE,,CA,5,,44,10,30,4.0,,24,,,91,142,Ottawa Senators,486,,,,,,,
1969,NHL,BOS,BOS,,ED,2,SC,76,40,17,19.0,,99,,,277,216,Boston Bruins,1196,12,81,279,4,80,360,13
1963,NHL,CHI,CHI,,,2,SF,70,36,22,12.0,,84,,,218,169,Chicago Black Hawks,1116,,51,279,2,43,301,8
1986,NHL,PHI,PHI,WA,PT,1,F,80,46,26,8.0,,100,,,310,245,Philadelphia Flyers,2082,14,68,355,5,71,402,22
1998,NHL,NJD,NJD,EC,AT,1,CQF,82,47,24,11.0,,105,,,248,196,New Jersey Devils,1355,14,60,304,5,47,325,7
1948,NHL,NYR,NYR,,,6,,60,18,31,11.0,,47,,,133,172,New York Rangers,413,,,,,,,
