year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2011,CQF,E,LAK,NHL,VAN,NHL,4,1,0,12,8,
1999,CQF,E,SJS,NHL,STL,NHL,4,3,0,20,22,
1967,SCF,G,MTL,NHL,STL,NHL,4,0,0,11,7,
1963,SCF,C,TOR,NHL,DET,NHL,4,3,0,22,17,
1951,SCF,C,DET,NHL,MTL,NHL,4,0,0,11,2,
1991,SCF,O,PIT,NHL,CHI,NHL,4,0,0,15,10,
2003,CF,N,CAL,NHL,SJS,NHL,4,2,0,16,12,
1931,QF,C,MTM,NHL,DTF,NHL,1,0,1,3,1,TG
2003,CQF,D,TOR,NHL,OTT,NHL,4,3,0,14,11,
1957,SCF,C,MTL,NHL,BOS,NHL,4,2,0,16,14,
1992,CF,M,MTL,NHL,NYI,NHL,4,1,0,16,11,
2008,CQF,H,CHI,NHL,CAL,NHL,4,2,0,21,16,
1968,SCF,G,MTL,NHL,STL,NHL,4,0,0,12,3,
1959,SCF,C,MTL,NHL,TOR,NHL,4,0,0,15,5,
1973,SF,E,BOS,NHL,CHI,NHL,4,2,0,28,20,
1972,QF,C,CHI,NHL,STL,NHL,4,1,0,22,9,
2005,CQF,G,ANA,NHL,CAL,NHL,4,3,0,17,16,
1938,QF,C,DET,NHL,MTL,NHL,2,1,0,8,5,
2000,CSF,J,PIT,NHL,BUF,NHL,4,3,0,17,17,
1999,CF,N,DAL,NHL,COL,NHL,4,3,0,14,13,
1923,SCF,,MTL,NHL,CAT,WCHL,2,0,0,9,1,
1973,DSF,,CHC,WHA,NEW,WHA,4,3,0,24,23,
2006,CSF,L,AND,NHL,VAN,NHL,4,1,0,14,8,
1977,SF,J,BOS,NHL,PHI,NHL,4,1,0,21,15,
2009,CQF,A,MTL,NHL,WAS,NHL,4,3,0,20,22,
1966,SF,B,MTL,NHL,NYR,NHL,4,0,0,14,8,
2006,CQF,F,AND,NHL,MIN,NHL,4,1,0,12,9,
2002,CQF,F,ANA,NHL,DET,NHL,4,0,0,10,6,
1974,Pre,C,PIT,NHL,STL,NHL,2,0,0,9,6,
2006,CQF,B,NJD,NHL,TBL,NHL,4,2,0,19,14,
1975,QF,E,MTL,NHL,CHI,NHL,4,0,0,13,3,
1970,QF,A,MTL,NHL,BOS,NHL,4,3,0,28,26,
1943,SF,B,CHI,NHL,DET,NHL,4,1,0,17,8,
1989,DSF,B,MTL,NHL,BUF,NHL,4,2,0,17,13,
1933,SCF,E,CHI,NHL,DET,NHL,3,1,0,9,7,
1951,SF,A,DET,NHL,TOR,NHL,4,0,0,13,3,
1976,Pre,D,TOR,NHL,PIT,NHL,2,1,0,13,10,
2005,CSF,J,CAR,NHL,NJD,NHL,4,1,0,17,10,
1993,SCF,O,NYR,NHL,VAN,NHL,4,3,0,21,19,
2011,CQF,D,PHI,NHL,PIT,NHL,4,2,0,30,26,
1920,SCF,,OTS,NHL,VML,PCHA,3,2,0,12,11,
1976,Pre,B,BUF,NHL,MNS,NHL,2,0,0,11,3,
2005,CQF,D,BUF,NHL,PHI,NHL,4,2,0,27,14,
1967,QF,C,STL,NHL,PHI,NHL,4,3,0,17,17,
1985,DSF,F,STL,NHL,MNS,NHL,3,2,0,18,20,
1988,DSF,E,CHI,NHL,DET,NHL,4,2,0,25,18,
1983,DF,K,MNS,NHL,STL,NHL,4,3,0,19,17,
1964,SCF,C,MTL,NHL,CHI,NHL,4,3,0,18,12,
2000,CSF,L,STL,NHL,DAL,NHL,4,0,0,13,6,
1985,DSF,A,HAR,NHL,QUE,NHL,3,0,0,16,7,
1998,CQF,G,DET,NHL,ANA,NHL,4,0,0,17,6,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
1996,CSF,J,PHI,NHL,BUF,NHL,4,1,0,21,13,
1968,QF,B,BOS,NHL,TOR,NHL,4,0,0,24,5,
1974,SF,I,PHI,NHL,NYI,NHL,4,3,0,19,16,
1986,DSF,H,WIN,NHL,CAL,NHL,4,2,0,22,15,
1968,QF,D,LAK,NHL,OAK,NHL,4,3,0,23,25,
1979,SCF,O,NYI,NHL,PHI,NHL,4,2,0,26,25,
1983,DF,L,EDM,NHL,CAL,NHL,4,3,0,33,27,
2011,CQF,C,NJD,NHL,FLO,NHL,4,3,0,18,17,
1974,QF,,HOU,WHA,CLC,WHA,4,1,0,24,14,
1962,SF,B,DET,NHL,CHI,NHL,4,2,0,25,19,
1994,CQF,F,SJS,NHL,CAL,NHL,4,3,0,26,35,
1974,QF,,SDM,WHA,TOT,WHA,4,2,0,29,27,
1974,Pre,D,NYI,NHL,NYR,NHL,2,1,0,10,13,
1936,QF,C,NYR,NHL,TOR,NHL,2,0,0,5,1,
2009,CQF,G,VAN,NHL,LAK,NHL,4,2,0,25,18,
1994,CF,N,DET,NHL,CHI,NHL,4,1,0,13,12,
1989,DSF,D,WAS,NHL,NJD,NHL,4,2,0,21,18,
1992,DSF,D,NYI,NHL,WAS,NHL,4,2,0,23,22,
2008,SCF,O,PIT,NHL,DET,NHL,4,3,0,14,17,
2001,CQF,D,TOR,NHL,NYI,NHL,4,3,0,22,21,
1974,QF,F,BUF,NHL,CHI,NHL,4,1,0,20,10,
1975,QF,H,NYI,NHL,BUF,NHL,4,2,0,21,18,
1972,DSF,,NEW,WHA,OTN,WHA,4,1,0,24,17,
2001,CSF,K,DET,NHL,STL,NHL,4,1,0,14,11,
1976,DSF,,QUN,WHA,NEW,WHA,4,1,0,23,14,
1984,DSF,F,CHI,NHL,DET,NHL,3,0,0,23,8,
2011,CSF,L,PHO,NHL,NAS,NHL,4,1,0,12,9,
2009,CQF,E,SJS,NHL,COL,NHL,4,2,0,19,11,
1971,QF,A,BOS,NHL,TOR,NHL,4,1,0,18,10,
1946,SF,A,MTL,NHL,BOS,NHL,4,1,0,16,10,
