year,hofid,name,category
1961,conacch01h,Charlie Conacher,Player
1963,dandule01h,Leo Dandurand,Builder
2010,develji01h,Jim Devellano,Builder
1963,gormato01h,Tommy Gorman,Builder
1969,hextabr01h,Bryan Hextall,Player
1971,jacksbu01h,Busher Jackson,Player
1945,mcgeefr01h,Frank McGee,Player
1998,murraat01h,Athol Murray,Builder
1978,tuttwi01h,William Tutt,Builder
1990,barbebi01h,Bill Barber,Player
1974,mooredi01h,Dickie Moore,Player
1987,giacoed01h,Ed Giacomin,Player
2008,chynoed01h,Ed Chynoweth,Builder
1975,bucklfr01h,Frank Buckland,Builder
1967,colvine01h,Neil Colville,Player
1962,hernri01h,Riley Hern,Player
1952,mackami01h,Mickey MacKay,Player
1962,walshma01h,Marty Walsh,Player
1961,halljo01h,Joe Hall,Player
1965,lockhth01h,Tommy Lockhart,Builder
1966,prattba01h,Babe Pratt,Player
1972,smithho01h,Hooley Smith,Player
1962,smithfr01h,Frank Smith,Builder
1962,westwha01h,Harry Westwick,Player
2007,messima01h,Mark Messier,Player
1969,abelsi01h,Sid Abel,Player
1975,hallgl01h,Glenn Hall,Player
1966,brimsfr01h,Frank Brimsek,Player
1973,smithto01h,Tommy Smith,Player
2010,granaca01h,Cammi Granato,Player
1993,pagefr01h,Fred Page,Builder
1995,robinla01h,Larry Robinson,Player
1987,laperja01h,Jacques Laperriere,Player
1965,mosiebi01h,Bill Mosienko,Player
1958,dudlege01h,George Dudley,Builder
1964,siebeba01h,Babe Siebert,Player
1962,ahearfr01h,Frank Ahearn,Builder
1997,sathegl01h,Glen Sather,Builder
1947,northwi01h,William Northey,Builder
1988,esposto01h,Tony Esposito,Player
1995,torrebi01h,Bill Torrey,Builder
1989,sittlda01h,Darryl Sittler,Player
1962,wilsoph01h,Phat Wilson,Player
1949,bainda01h,Dan Bain,Player
1947,nighbfr01h,Frank Nighbor,Player
1990,perregi01h,Gilbert Perreault,Player
1973,raynech01h,Chuck Rayner,Player
2003,ilitcmi01h,Mike Illitch,Builder
1984,milfoja01h,Jake Milford,Builder
1965,marshja02h,Jack Marshall,Player
1960,selkefr01h,Frank Selke,Builder
1962,ruttaja01h,Jack Ruttan,Player
1975,armstge01h,George Armstrong,Player
1962,noblere01h,Reg Noble,Player
1990,poilebu01h,Bud Poile,Builder
1993,damicjo01h,John D'Amico,Referee/Linesman
2004,coffepa01h,Paul Coffey,Player
2004,murphla01h,Larry Murphy,Player
1992,johnsbo02h,Bob Johnson,Builder
1966,reardke01h,Ken Reardon,Player
2009,yzermst01h,Steve Yzerman,Player
1958,smythco01h,Conn Smythe,Builder
1945,gerared01h,Eddie Gerard,Player
1981,ashlejo01h,John Ashley,Referee/Linesman
1961,loicqpa01h,Paul Loicq,Builder
1958,moranpa01h,Paddy Moran,Player
1962,humefr01h,Fred Hume,Builder
1960,bouchge01h,Georges Boucher,Player
1985,olmstbe01h,Bert Olmstead,Player
1966,bentlma01h,Max Bentley,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
2008,larioig01h,Igor Larionov,Player
1992,gainebo01h,Bob Gainey,Player
1998,stastpe01h,Peter Stastny,Player
1945,stanlfr01h,Frederick Stanley,Builder
1959,thompti01h,Tiny Thompson,Player
1984,lemaija01h,Jacques Lemaire,Player
1962,darraja01h,Jack Darragh,Player
1974,tarasan01h,Anatoli Tarasov,Builder
1970,gadsbbi01h,Bill Gadsby,Player
1972,howego01h,Gordie Howe,Player
1950,griffsi01h,Si Griffis,Player
1979,howelha01h,Harry Howell,Player
1991,bossymi01h,Mike Bossy,Player
1945,vezinge01h,Georges Vezina,Player
1992,mcdonla01h,Lanny McDonald,Player
1971,sawchte01h,Terry Sawchuk,Player
1962,whitcfr01h,Fred Whitcroft,Player
1950,davidal01h,Scotty Davidson,Player
1958,mcnamge02h,George McNamara,Player
1993,shuttst01h,Steve Shutt,Player
1974,coultar01h,Art Coulter,Player
1997,lemiema01h,Mario Lemieux,Player
1988,parkbr01h,Brad Park,Player
1988,hayesge01h,George Hayes,Referee/Linesman
2008,scapira01h,Ray Scapinello,Referee/Linesman
1979,orrbo01h,Bobby Orr,Player
1947,bowieru01h,Russell Bowie,Player
