playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
bouchbo01,1923,MTL,NHL,F,3,0,0,0,0
skinnal01,1920,VML,PCHA,R,3,4,0,4,14
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
darraja01,1920,OTS,NHL,R/L,5,5,0,5,12
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
cleghod01,1924,MTL,NHL,R/C,4,0,0,0,0
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
duforan01,1914,OT1,NHA,C,2,0,1,1,0
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
duncaar01,1921,VML,PCHA,D,5,0,1,1,9
mackami01,1917,VML,PCHA,C,5,5,5,10,12
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
frasego01,1924,VIC,WCHL,D,4,2,1,3,6
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
stuarbi01,1921,TRS,NHL,D,5,0,2,2,6
desirsy01,1920,VML,PCHA,D,4,0,0,0,6
wilsocu01,1916,SEA,PCHA,R,4,1,2,3,0
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
rileyji01,1919,SEA,PCHA,L,5,0,1,1,0
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
poulisk01,1913,VA1,PCHA,L,3,2,0,2,17
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
dennecy01,1922,OTS,NHL,L,6,1,1,2,8
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
duttore01,1923,CAT,WCHL,D,2,0,0,0,9
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
hitchli01,1922,OTS,NHL,D,5,1,0,1,4
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
morenho01,1924,MTL,NHL,C,4,4,1,5,4
haldeha01,1925,VIC,WCHL,D,4,1,0,1,8
foystfr01,1916,SEA,PCHA,L,4,7,2,9,3
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
duncaar01,1922,VAM,PCHA,D,4,2,2,4,0
halljo01,1918,MTL,NHL,D,5,0,0,0,6
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
patrile01,1912,VA1,PCHA,D,3,4,0,4,4
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
kerral02,1913,VA1,PCHA,R,3,1,0,1,3
cookll01,1917,VML,PCHA,D,5,2,0,2,12
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
rowebo01,1913,VA1,PCHA,D,3,0,0,0,3
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
smailwa01,1912,VA1,PCHA,L,1,0,0,0,0
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
dundeto01,1915,PO1,PCHA,C,5,1,0,1,9
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
morenho01,1923,MTL,NHL,C,4,4,2,6,4
cleghod01,1918,MTL,NHL,C,5,2,0,2,9
