playerid,award,year,lgid,note,pos
potvide01,Second Team All-Star,1983,NHL,,D
esposph01,Art Ross,1972,NHL,,
rafalbr01,All-Rookie,1999,NHL,,D
bouchfr01,First Team All-Star,1933,NHL,,C
leyri01,Second Team All-Star,1977,WHA,,D
bentlma01,Art Ross,1946,NHL,,
gravead01,Masterton,2000,NHL,,
schneco01,Jennings,2010,NHL,shared,
smithbi01,Vezina,1981,NHL,,
ovechal01,First Team All-Star,2008,NHL,,LW
drillgo01,First Team All-Star,1937,NHL,tie,RW
staplpa01,First Team All-Star,1973,WHA,,D
smithcl01,Lady Byng,1938,NHL,,
robinla01,Norris,1976,NHL,,
lemiecl01,Conn Smythe,1994,NHL,,
samsose01,All-Rookie,1997,NHL,,F
mikitst01,Lady Byng,1966,NHL,,
laflegu01,Art Ross,1976,NHL,,
howema01,First Team All-Star,1978,WHA,,LW
prattba01,First Team All-Star,1943,NHL,,D
stamkst01,Second Team All-Star,2011,NHL,,C
schmimi01,First Team All-Star,1946,NHL,,C
pietral01,Second Team All-Star,2011,NHL,,D
sedinda01,Lindsay,2010,NHL,,
delveal01,Second Team All-Star,1952,NHL,,C
parenbe01,First Team All-Star,1974,NHL,,G
hullde01,Second Team All-Star,1972,NHL,,LW
bouchfr01,Lady Byng,1930,NHL,,
neelyca01,Second Team All-Star,1993,NHL,,RW
belivje01,First Team All-Star,1960,NHL,,C
raynech01,Hart,1949,NHL,,
bourqra01,Second Team All-Star,1988,NHL,,D
quackbi01,First Team All-Star,1947,NHL,,D
kovalal01,Second Team All-Star,2007,NHL,,RW
esposph01,First Team All-Star,1970,NHL,,C
bentlma01,Art Ross,1945,NHL,,
jagrja01,First Team All-Star,1997,NHL,,RW
bergepa01,Selke,2011,NHL,,
bourqra01,First Team All-Star,1993,NHL,,D
kellyre01,First Team All-Star,1954,NHL,,D
hejdumi01,All-Rookie,1998,NHL,,F
leetcbr01,Norris,1991,NHL,,
litzeed01,Calder,1954,NHL,,
olmstbe01,Second Team All-Star,1952,NHL,,LW
barrato01,First Team All-Star,1983,NHL,,G
sakicjo01,First Team All-Star,2001,NHL,,C
blakero01,Norris,1997,NHL,,
larocmi01,Vezina,1980,NHL,shared,
selante01,First Team All-Star,1996,NHL,,RW
niedesc01,First Team All-Star,2006,NHL,,D
pilotpi01,First Team All-Star,1962,NHL,,D
coffepa01,Second Team All-Star,1983,NHL,,D
quickjo01,Second Team All-Star,2011,NHL,,G
richabr01,Lady Byng,2003,NHL,,
savarse01,Masterton,1978,NHL,,
iginlja01,First Team All-Star,2007,NHL,,RW
clarkbo01,Hart,1975,NHL,,
lemiema01,Art Ross,1996,NHL,,
nabokev01,Calder,2000,NHL,,
messima01,First Team All-Star,1982,NHL,,LW
gardich01,First Team All-Star,1931,NHL,,G
lapraed01,Lady Byng,1949,NHL,,
essenbo01,All-Rookie,1989,NHL,,G
ftorero01,First Team All-Star,1978,WHA,,C
coffepa01,First Team All-Star,1994,NHL,,D
plantja01,First Team All-Star,1961,NHL,,G
forsbpe01,Plus-Minus,2002,NHL,tie,
thompti01,Second Team All-Star,1930,NHL,,G
yorkmi01,All-Rookie,1999,NHL,,F
shoreed01,Second Team All-Star,1933,NHL,,D
thomati01,Jennings,2008,NHL,shared,
hasekdo01,Vezina,1997,NHL,,
belfoed01,Second Team All-Star,1994,NHL,,G
rollial01,Vezina,1950,NHL,,
raynech01,Second Team All-Star,1949,NHL,,G
gueribi01,Second Team All-Star,2001,NHL,,RW
orrbo01,Art Ross,1969,NHL,,
johnsch01,First Team All-Star,1932,NHL,,D
langwro01,Norris,1983,NHL,,
hullbo01,First Team All-Star,1969,NHL,,LW
storrja01,All-Rookie,1998,NHL,,G
nilssul01,Playoff MVP,1975,WHA,,
selante01,Calder,1992,NHL,,
middlri01,Lady Byng,1981,NHL,,
ovechal01,Pearson,2008,NHL,,
gretzwa01,Hart,1988,NHL,,
ovechal01,Calder,2005,NHL,,
caronse01,All-Rookie,2002,NHL,,G
lindste01,Second Team All-Star,1948,NHL,,LW
lumleha01,First Team All-Star,1953,NHL,,G
visnolu01,All-Rookie,2000,NHL,,D
sauvebo01,Jennings,1984,NHL,shared,
leclajo01,First Team All-Star,1994,NHL,,LW
prongch01,Plus-Minus,1997,NHL,,
mogilal01,Lady Byng,2002,NHL,,
cechmro01,Jennings,2002,NHL,shared,
rolosdw01,Crozier,2003,NHL,,
hullbo01,Art Ross,1959,NHL,,
malkiev01,Lindsay,2011,NHL,,
garrejo01,First Team All-Star,1976,WHA,,G
cainhe01,Art Ross,1943,NHL,,
vachoro01,Vezina,1967,NHL,shared,
tayloda01,Masterton,1990,NHL,,
bourqra01,Norris,1986,NHL,,
quackbi01,Second Team All-Star,1952,NHL,,D
bossymi01,Calder,1977,NHL,,
gretzwa01,Hart,1984,NHL,,
cournyv01,Second Team All-Star,1968,NHL,,RW
brodema01,First Team All-Star,2006,NHL,,G
gretzwa01,Pearson,1982,NHL,,
lundpe01,Calder,1948,NHL,,
