playerid,year,stint,tmid,w,l,sa,ga
masonst01,2009,1,CBS,0,7,28,12
ellisda01,2008,1,NAS,1,3,11,6
emeryra01,2007,1,OTT,1,3,15,7
brodema01,2011,1,NJD,7,2,26,7
dubiewa01,2005,1,NYI,1,0,3,0
hedbejo01,2007,1,ATL,5,3,31,7
fernama01,2008,1,BOS,0,2,9,4
millery01,2008,1,BUF,8,2,40,9
clemmsc01,2011,1,FLO,2,3,20,7
quickjo01,2008,1,LAK,4,1,14,4
sabouda01,2008,1,PIT,3,2,19,5
rolosdw01,2007,1,EDM,5,4,37,10
niemian02,2010,1,SJS,3,5,28,8
bironma01,2006,2,PHI,0,1,3,2
quickjo01,2010,1,LAK,10,0,44,8
josepcu01,2006,1,PHO,2,1,13,2
hedbejo01,2008,1,ATL,3,0,13,1
bironma01,2008,1,PHI,2,3,17,5
theodjo01,2010,1,MIN,2,1,15,7
bironma01,2011,1,NYR,0,2,7,3
macdojo01,2010,1,DET,1,2,9,2
dipieri01,2005,1,NYI,8,3,41,12
labarja01,2011,1,PHO,0,2,11,7
fernama01,2005,1,MIN,4,2,19,4
auldal01,2006,1,FLO,0,3,8,6
vokouto01,2009,1,FLO,4,9,49,19
thibajo01,2007,1,BUF,0,2,10,3
toivoha01,2007,1,STL,1,2,9,2
hardijo01,2006,1,MIN,0,1,3,1
niittan01,2006,1,PHI,1,4,23,6
josepcu01,2005,1,PHO,3,2,19,6
thomati01,2008,1,BOS,4,4,28,9
markkju01,2005,1,EDM,1,3,16,8
budajpe01,2009,1,COL,0,1,5,1
backsni01,2009,1,MIN,2,7,38,14
aebisda01,2005,1,COL,2,1,10,2
lalimpa01,2006,1,CHI,2,1,8,4
vokouto01,2005,1,NAS,4,3,20,8
eschero01,2005,1,PHI,1,2,8,4
garonma01,2011,1,TBL,1,1,6,1
howarji01,2011,1,DET,7,2,27,5
labarja01,2009,1,PHO,6,1,27,8
lehtoka01,2010,1,DAL,3,7,33,14
johnsch02,2009,1,NYR,0,1,5,2
kiprumi01,2011,1,CAL,3,8,40,15
turcoma01,2009,1,DAL,4,8,53,15
thibajo01,2006,1,PIT,1,1,5,3
gerbema01,2007,1,OTT,2,2,16,5
niittan01,2010,1,SJS,2,0,4,0
lehtoka01,2006,1,ATL,7,4,30,10
bironma01,2005,1,BUF,2,3,12,5
fernama01,2007,1,BOS,1,0,3,0
nabokev01,2011,1,NYI,5,1,18,4
dubiewa01,2009,1,MIN,1,0,2,0
shielst01,2005,1,ATL,0,1,2,1
masonst01,2011,1,CBS,2,2,10,4
niittan01,2007,1,PHI,1,0,3,0
sabouda01,2007,1,PIT,4,1,26,6
hardijo01,2011,1,MIN,5,3,23,5
bryzgil01,2007,2,PHO,5,4,26,8
budajpe01,2010,1,COL,3,0,14,1
johnsbr02,2011,1,PIT,0,1,3,2
pavelon01,2009,1,ATL,0,4,11,6
johnsbr02,2006,1,WAS,0,5,20,7
rasktu01,2011,1,BOS,2,2,14,6
labarja01,2005,1,LAK,2,0,5,0
auldal01,2009,1,DAL,2,2,15,2
brodema01,2008,1,NJD,2,1,10,3
holtbbr01,2010,1,WAS,1,1,7,3
burkese01,2006,1,LAK,2,2,22,11
cassifr01,2006,1,WAS,0,1,3,2
andercr01,2009,1,COL,7,4,51,16
denisma01,2005,1,CBS,3,1,18,4
hedbejo01,2009,1,ATL,4,2,21,5
kolziol01,2006,1,WAS,1,5,17,9
divisre01,2005,1,STL,0,1,3,2
norrefr01,2007,1,CBS,0,4,10,4
theodjo01,2006,1,COL,2,0,6,0
danisya01,2009,1,NJD,0,1,3,3
garonma01,2009,1,CBS,2,3,18,8
pavelon01,2010,1,ATL,3,5,24,9
auldal01,2005,1,VAN,4,3,22,7
bryzgil01,2010,1,PHO,4,5,32,11
huetcr01,2007,2,WAS,2,0,5,0
priceca01,2010,1,MTL,3,2,24,6
