name,id,award,year,lgid,note
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Cammi Granato,,Patrick,2006,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Jim Devellano,,Patrick,2008,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Ted Lindsay,lindste01,Patrick,2007,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Bruce McNall,,Patrick,1992,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Tony Rossi,,Patrick,2010,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Murray Armstrong,armstmu01,Patrick,1976,NHL,
John Halligan,,Patrick,2006,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Dan Kelly,kellyda01,Patrick,1988,NHL,
John Mayasich,,Patrick,1997,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Jack Riley,rileyja01,Patrick,1985,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Bob Naegele,,Patrick,2007,NHL,
Jerry York,,Patrick,2009,NHL,
Art Berglund,,Patrick,1991,NHL,
Fred Cusick,,Patrick,1987,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jack Parker,,Patrick,2009,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Larry Pleau,pleaula01,Patrick,2001,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Jeff Sauer,,Patrick,2010,NHL,
Charles M. Schulz,,Patrick,1980,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Gary Bettman,,Patrick,2000,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
David Poile,,Patrick,2000,NHL,
Donald Clark,,Patrick,1974,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
George Leader,,Patrick,1975,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Robert Ridder,,Patrick,1993,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Stan Fischler,,Patrick,2006,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
