coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
duttore01c,1936,NYA,NHL,1,,48,15,29,4,,,,
mckenke01c,1921,EDE,WCHL,1,,24,15,9,0,2,0,1,1
crawfma01c,1994,QUE,NHL,1,,48,30,13,5,6,2,4,0
suttebr01c,1998,CAL,NHL,1,,82,30,40,12,,,,
yeomi01c,2011,MIN,NHL,1,,82,35,36,11,,,,
muckljo01c,1991,BUF,NHL,2,,52,22,22,8,7,3,4,0
crispte01c,1996,TBL,NHL,1,,82,32,40,10,,,,
martija02c,2011,MTL,NHL,1,,32,13,12,7,,,,
francem01c,1969,NYR,NHL,1,,76,38,22,16,6,2,4,0
boondi01c,1916,MOW,NHA,1,,20,5,15,0,,,,
gardihe01c,1924,CAT,WCHL,1,,28,17,11,0,2,0,1,1
mauripa01c,2011,CAR,NHL,1,,25,8,13,4,,,,
cassibr01c,2002,WAS,NHL,1,,82,39,35,8,6,2,4,0
johnsbo02c,1986,CAL,NHL,1,,80,46,31,3,6,2,4,0
gerared01c,1931,NYA,NHL,1,,48,16,24,8,,,,
campbco01c,1995,NYR,NHL,1,,82,41,27,14,11,5,6,0
keenami01c,1989,CHI,NHL,1,,80,41,33,6,20,10,10,0
gerared01c,1933,MTM,NHL,1,,48,19,18,11,4,1,2,1
robinla01c,2000,NJD,NHL,1,,82,48,22,12,25,15,10,0
marshbe01c,1981,COR,NHL,1,,24,3,17,4,,,,
suttedu01c,2001,FLO,NHL,1,,26,6,18,2,,,,
hartce01c,1931,MTL,NHL,1,,48,25,16,7,4,1,3,0
vachoro01c,1994,LAK,NHL,2,,7,3,2,2,,,,
schoeji01c,1996,WAS,NHL,1,,82,33,40,9,,,,
patrile01c,1915,VA1,PCHA,1,,18,5,13,0,,,,
quennjo01c,2011,CHI,NHL,1,,82,45,26,11,6,2,4,0
gerared01c,1917,OTS,NHL,1,,22,9,13,0,,,,
muldope01c,1925,POR,WCHL,1,,30,12,16,2,,,,
playfji01c,2006,CAL,NHL,1,,82,43,29,10,6,2,4,0
crawfma01c,1999,VAN,NHL,1,,82,30,37,15,,,,
neilsro01c,2001,OTT,NHL,2,interim,2,1,1,0,,,,
mcleljo01c,1971,TOR,NHL,1,,78,33,31,14,5,1,4,0
dineebi01c,1977,HOU,WHA,1,,80,42,34,4,6,2,4,0
ruffli01c,2008,BUF,NHL,1,,82,41,32,9,,,,
baunbo01c,1975,TOT,WHA,1,,55,15,35,5,,,,
patrifr01c,1922,VAM,PCHA,1,,30,17,12,1,6,2,4,0
ruffli01c,2000,BUF,NHL,1,,82,46,31,5,13,7,6,0
pulfobo01c,1984,CHI,NHL,2,,27,16,7,4,15,9,6,0
mckenjo01c,1973,VAB,WHA,1,,7,3,4,0,,,,
vigneal01c,2008,VAN,NHL,1,,82,45,27,10,10,6,4,0
ruffli01c,2002,BUF,NHL,1,,82,27,45,10,,,,
brophjo01c,1987,TOR,NHL,1,,80,21,49,10,6,2,4,0
haydo01c,2000,CAL,NHL,1,,68,23,32,13,,,,
arboual01c,1975,NYI,NHL,1,,80,42,21,17,13,7,6,0
nykolmi01c,1981,TOR,NHL,1,,80,20,44,16,,,,
bowneri01c,1988,WIN,NHL,2,,28,8,17,3,,,,
renneto01c,2010,EDM,NHL,1,,82,25,45,12,,,,
kennege01c,1910,MOC,NHA,1,,16,8,8,0,,,,
arboual01c,1988,NYI,NHL,2,,53,21,29,3,,,,
esposph01c,1988,NYR,NHL,2,,2,0,2,0,4,0,4,0
murrate01c,1993,WAS,NHL,1,,47,20,23,4,,,,
clancki01c,1937,MTM,NHL,1,,18,6,11,1,,,,
perrydo01c,1983,LAK,NHL,1,,50,14,27,9,,,,
bowmasc01c,1991,PIT,NHL,1,,80,39,32,9,21,16,5,0
gilbegr01c,2002,CAL,NHL,1,,25,6,16,3,,,,
bergemi03c,1980,QUE,NHL,2,,74,29,29,16,5,2,3,0
talboje01c,1975,DOT,WHA,1,,41,14,26,1,,,,
suttebr01c,1999,CAL,NHL,1,,82,31,41,10,,,,
gerared01c,1916,OT1,NHA,1,,20,15,5,0,,,,
wilsoro02c,2002,SJS,NHL,3,,57,19,31,7,,,,
patricr01c,1996,PIT,NHL,2,,20,7,10,3,5,1,4,0
murrate01c,1999,FLO,NHL,1,,82,43,33,6,4,0,4,0
allenke01c,1968,PHI,NHL,1,,76,20,35,21,4,0,4,0
sullire01c,1965,NYR,NHL,1,,20,5,10,5,,,,
sutteda01c,2002,CAL,NHL,3,,46,19,19,8,,,,
murrabr01c,1988,WAS,NHL,1,,80,41,29,10,6,2,4,0
bowmasc01c,2000,DET,NHL,1,,82,49,24,9,6,2,4,0
bouchgu01c,2010,TBL,NHL,1,,82,46,25,11,18,11,7,0
murrate01c,2000,FLO,NHL,1,,36,6,23,7,,,,
arboual01c,1993,NYI,NHL,1,,84,36,36,12,4,0,4,0
