playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
malongr01,1978,1,PIT,NHL,C,80,35,30,65,52,6,8,,0,,5,0,198,7,0,1,1,10,,0,,0,,0,
mcelmji01,1972,1,MNS,NHL,D,7,0,1,1,2,1,0,,0,,0,0,0,,,,,,,,,,,,
wilsomu01,1978,1,LAK,NHL,C,58,11,15,26,14,-7,1,,0,,2,0,107,1,0,0,0,0,,0,,0,,0,
leclajo01,2001,1,PHI,NHL,L,82,25,26,51,30,5,4,4,0,0,6,1,220,5,0,0,0,2,-2,0,0,0,0,0,7
wallbo01,1972,1,ALB,WHA,D,78,16,29,45,20,,5,,2,,,,,,,,,,,,,,,,
kulakst01,1982,1,VAN,NHL,R,4,1,1,2,0,1,0,,0,,0,0,2,,,,,,,,,,,,
howego01,1968,1,DET,NHL,R,76,44,59,103,58,45,9,,0,,6,1,283,,,,,,,,,,,,
adamscr01,2006,1,CAR,NHL,R,82,7,7,14,54,-9,0,0,1,1,1,,71,,,,,,,,,,,,
josepcu01,2005,1,PHO,NHL,G,60,0,1,1,18,0,0,0,0,0,0,,0,,,,,,,,,,,,
laroupi01,1987,1,NYR,NHL,C,10,3,9,12,13,-3,2,4,0,0,0,0,30,,,,,,,,,,,,
grahate01,1933,1,MTM,NHL,D,19,2,1,3,10,,,,,,,,,,,,,,,,,,,,
germyca01,2005,1,CAL,NHL,C,2,0,0,0,0,-1,0,0,0,0,0,,2,,,,,,,,,,,,
sorrejo01,1935,1,DET,NHL,L,48,13,15,28,8,,,,,,,,,7,3,4,7,0,,,,,,,
oatesad01,2001,2,PHI,NHL,C,14,3,7,10,6,-2,0,4,0,0,0,0,17,5,0,2,2,0,-1,0,1,0,0,0,4
reddewa01,1998,1,OTT,NHL,D,72,8,21,29,54,7,3,10,0,1,1,1,127,4,1,2,3,2,-1,1,1,0,0,0,11
preslwa01,1990,1,CHI,NHL,R,71,15,19,34,122,11,1,7,0,0,3,0,141,6,0,1,1,38,0,0,1,0,0,0,11
smithbi01,1973,1,NYI,NHL,G,46,0,0,0,11,0,0,,0,,0,0,0,,,,,,,,,,,,
kaspada01,1993,1,NYI,NHL,D,76,1,10,11,142,-6,0,1,0,2,0,0,81,4,0,0,0,8,-6,0,0,0,0,0,3
strikfr01,1912,1,TO1,NHA,,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,
myhrebr01,2002,1,BOS,NHL,L,1,0,0,0,31,0,0,0,0,0,0,0,0,,,,,,,,,,,,
berrybr01,1989,1,WIN,NHL,D,12,1,2,3,6,-2,0,0,0,0,0,0,7,1,0,0,0,0,-1,0,0,0,0,0,1
potvife01,1991,1,TOR,NHL,G,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
stewara01,1974,1,NYI,NHL,C,70,16,24,40,12,-9,6,,1,,2,2,145,13,3,3,6,2,,1,,0,,0,
sillimi01,1992,1,DET,NHL,C,51,4,17,21,16,0,0,0,0,0,0,0,47,,,,,,,,,,,,
kopecto01,2008,1,DET,NHL,R,79,6,13,19,46,-7,1,2,1,0,2,,110,8,0,1,1,7,0,0,0,0,0,0,13
cloutre01,1974,1,QUN,WHA,R,63,26,27,53,36,16,5,,0,,,,154,12,4,3,7,2,,,,,,0,
tambest01,1980,1,NYI,NHL,C,61,19,17,36,17,-12,2,,0,,4,1,112,,,,,,,,,,,,
yakusdm01,1999,1,TOR,NHL,D,2,0,0,0,2,0,0,0,0,0,0,0,1,,,,,,,,,,,,
potteco01,2009,1,NYR,NHL,D,3,0,0,0,2,0,0,0,0,0,0,,2,,,,,,,,,,,,
anderro01,1968,1,DET,NHL,R,7,0,0,0,8,-3,0,,0,,0,0,4,,,,,,,,,,,,
cairner01,1999,1,NYI,NHL,D,67,2,7,9,196,-5,0,0,0,2,0,0,55,,,,,,,,,,,,
tanabda01,2005,2,BOS,NHL,D,54,4,12,16,48,0,0,5,0,0,1,,82,,,,,,,,,,,,
kozlovy01,1995,1,DET,NHL,L,82,36,37,73,70,33,9,11,0,0,7,0,237,19,5,7,12,10,3,2,1,0,0,1,38
eaglemi01,1986,1,QUE,NHL,L,73,13,19,32,55,-15,0,,2,,2,0,95,4,1,0,1,10,-1,0,,0,,0,4
dwyergo01,2002,1,NYR,NHL,L,17,0,1,1,50,-1,0,1,0,0,0,0,8,,,,,,,,,,,,
gervabr01,2005,1,NYI,NHL,D,27,3,4,7,8,-1,1,1,0,0,0,,21,,,,,,,,,,,,
quackbi01,1952,1,BOS,NHL,D,69,2,16,18,6,,,,,,,,,11,0,4,4,4,,,,,,,
leetcbr01,1996,1,NYR,NHL,D,82,20,58,78,40,31,9,21,0,2,2,0,256,15,2,8,10,6,5,1,3,0,0,1,56
reichro01,2002,1,TOR,NHL,C,81,12,30,42,26,7,1,9,1,0,1,0,111,7,2,1,3,0,-4,0,1,0,0,0,16
vishniv01,2009,1,DAL,NHL,D,2,0,0,0,0,-2,0,0,0,0,0,,4,,,,,,,,,,,,
goulemi01,1980,1,QUE,NHL,R,76,32,39,71,45,0,3,,2,,3,2,265,4,3,4,7,7,,0,,0,,1,
doansh01,2002,1,PHO,NHL,L,82,21,37,58,86,3,7,13,0,1,2,0,225,,,,,,,,,,,,
leflech01,1970,1,MTL,NHL,L,1,0,0,0,0,-1,0,,0,,0,0,1,1,0,0,0,0,,0,,0,,0,
jablopa01,1991,1,STL,NHL,G,10,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,
warrerh01,2006,1,CAL,NHL,D,62,4,6,10,67,6,1,0,1,1,1,,31,6,0,0,0,10,-3,0,0,0,0,0,2
emmsha01,1935,1,NYA,NHL,L/D,32,1,5,6,12,,,,,,,,,,,,,,,,,,,,
langwro01,1985,1,WAS,NHL,D,71,1,17,18,61,27,1,,0,,0,0,54,9,1,2,3,6,4,1,,0,,0,17
melocgi01,1985,1,PIT,NHL,G,34,0,1,1,2,0,0,,0,,0,0,0,,,,,,,,,,,,
jackmba01,2007,1,STL,NHL,D,78,2,14,16,93,-12,1,2,0,1,0,,80,,,,,,,,,,,,
hospoed01,1984,1,PHI,NHL,D,50,3,4,7,130,7,0,,0,,0,0,51,18,1,1,2,69,4,0,,0,,0,11
martira01,2009,1,NYI,NHL,D,16,2,1,3,12,-1,0,0,1,0,0,,24,,,,,,,,,,,,
legacma01,2003,1,DET,NHL,G,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0
barnest01,1996,2,PIT,NHL,C,62,17,22,39,16,-20,4,3,0,1,3,2,132,5,0,1,1,0,0,0,0,0,0,0,4
antroni01,2001,1,TOR,NHL,R,11,1,1,2,4,-1,0,0,0,0,0,0,12,,,,,,,,,,,,
anderjo03,1922,1,VC1,PCHA,L,25,1,5,6,10,,,,,,,,,2,0,0,0,0,,,,,,,
rheaupa01,2001,1,CHI,NHL,C,19,0,2,2,4,-1,0,0,0,0,0,0,19,,,,,,,,,,,,
lindetr01,2005,1,VAN,NHL,C,82,7,9,16,15,3,1,0,1,1,0,,55,,,,,,,,,,,,
morgaga01,2003,1,DAL,NHL,C,6,0,0,0,21,0,0,0,0,0,0,0,7,,,,,,,,,,,,
blakero01,1992,1,LAK,NHL,D,76,16,43,59,152,18,10,22,0,2,4,1,243,23,4,6,10,46,3,1,2,1,0,0,60
kullmar01,1949,1,BOS,NHL,C,12,0,1,1,11,,,,,,,,,,,,,,,,,,,,
baronmu01,2003,1,STL,NHL,D,80,1,5,6,61,-6,0,0,0,0,0,0,57,5,0,0,0,6,0,0,0,0,0,0,6
lapraed01,1952,1,NYR,NHL,C,11,2,1,3,2,,,,,,,,,,,,,,,,,,,,
weinrer01,2002,1,PHI,NHL,D,81,2,18,20,40,16,1,3,1,0,0,0,103,13,2,3,5,12,-2,1,3,0,0,0,16
dowdji01,1992,1,NJD,NHL,R,1,0,0,0,0,-1,0,0,0,0,0,0,1,,,,,,,,,,,,
cyrpa01,1985,1,BUF,NHL,L,71,20,31,51,120,4,4,,1,,2,0,151,,,,,,,,,,,,
maclepa01,1983,1,WIN,NHL,R,76,40,31,71,155,-15,13,,0,,5,0,158,3,1,0,1,0,-3,0,,0,,0,10
linseke01,1990,1,EDM,NHL,C,56,7,29,36,94,15,2,1,1,0,0,0,49,2,0,1,1,0,1,0,0,0,0,0,1
rothssa01,1925,1,MTM,NHL,F,33,2,1,3,8,,,,,,,,,4,0,0,0,0,,,,,,,
berrybo01,1968,1,MTL,NHL,L,2,0,0,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,
