playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
kaspalu01,,,Lukas,Kaspar,,,,74,210,L,21280,71292,kaspalu01,2007,2008,,,L,1985,9,23,Czech Republic,,Most,,,,,,
millacr01,,,Craig,Millar,,Craig,,74,212,L,10678,22840,millacr01,1996,2000,,,D,1976,7,12,Canada,MB,Winnipeg,,,,,,
napiema01,,,Mark,Napier,,Mark Robert,,70,182,L,13823,3909,napiema01,1978,1988,1975,1977,R,1957,1,28,Canada,ON,Toronto,,,,,,
vigneal01,vigneal01c,,Alain,Vigneault,,Alain,,71,195,R,14613,7532,vigneal01,1981,1982,,,D,1961,5,14,Canada,QC,Quebec City,,,,,,
nilsoma01,,,Marcus,Nilson,,Marcus,,74,189,R,14911,16605,nilsoma01,1998,2007,,,L,1978,3,1,Sweden,,Balsta,,,,,,
hallde01,,,Del,Hall,,Del Allison,Smoothie,70,170,L,12817,2095,hallde01,1971,1973,1975,1977,C,1949,5,7,Canada,ON,Peterborough,,,,,,
aitkebr01,,,Brad,Aitken,,Bradley E.,,74,200,L,10008,5952,aitkebr01,1987,1990,,,L,1967,10,30,Canada,ON,Scarborough,,,,,,
grisdjo01,,,John,Grisdale,,John Russell,Gris/Grizzy,72,195,R,12786,2042,grisdjo01,1972,1978,,,D,1948,8,23,Canada,ON,Geraldton,,,,,,
lanyote01,,,Ted,Lanyon,,Edward George,,71,175,L,13305,10574,lanyote01,1967,1967,,,D,1939,6,11,Canada,MB,Winnipeg,2008,5,21,Canada,MB,Winnipeg
pronocl01,,,Claude,Pronovost,,Claude,Suitcase,69,190,L,18664,11143,pronocl01,1955,1958,,,G,1935,7,22,Canada,QC,Shawinigan Falls,,,,,,
redahgo01,,,Gord,Redahl,,Gordon Charles,,71,170,L,14088,10593,redahgo01,1958,1958,,,R,1935,8,28,Canada,SK,Kinistino,,,,,,
martiri01,,,Rick,Martin,,Richard Lionel,,71,179,L,13552,3431,martiri01,1971,1981,,,L,1951,7,26,Canada,QC,LaSalle,2011,3,13,USA,NY,Buffalo
chartbr01,,,Brad,Chartrand,,Bradley,,71,185,L,19412,906,chartbr01,1999,2003,,,R,1974,12,14,Canada,MB,Winnipeg,,,,,,
adamdo01,,,Douglas,Adam,,Douglas Patrick,,71,165,L,11809,11560,adamdo01,1949,1949,,,L,1923,9,7,Canada,ON,Toronto,2001,12,24,,,
hextabr01,,hextabr01h,Bryan,Hextall,,Bryan Aldwyn (Sr.),,70,180,L,P196902,13315,hextabr01,1936,1947,,,R,1913,7,31,Canada,SK,Grenfell,1984,7,25,,,
rohlojo01,,,Jon,Rohloff,,Jonathan Richard,,71,220,R,11398,4636,rohlojo01,1994,1996,,,D,1969,10,3,USA,MN,Mankato,,,,,,
domenhn01,,,Hnat,Domenichelli,,Hnat A.,,72,195,L,10632,19325,domenhn01,1996,2002,,,C,1976,2,17,Canada,AB,Edmonton,,,,,,
whitnra01,,,Ray,Whitney,,Raymond,,70,180,R,11738,5710,whitnra01,1991,2011,,,L,1972,5,8,Canada,AB,Fort Saskatchewan,,,,,,
,carpedo01c,,Doug,Carpenter,,Douglas,,,,,,837,carpedo99c,,,,,,1942,7,1,Canada,ON,Cornwall,,,,,,
motzkjo01,,,Joe,Motzko,,,,72,184,R,20437,49589,motzkjo01,2003,2008,,,R,1980,3,14,USA,MN,Bemidji,,,,,,
weinrer01,,,Eric,Weinrich,,Eric John,,73,207,L,11728,5676,weinrer01,1988,2005,,,D,1966,12,19,USA,VA,Roanoke,,,,,,
hostama01,,,Martin,Hostak,,Martin,,75,198,L,10661,2366,hostama01,1990,1991,,,C,1967,11,11,Czech Republic,,Hradec Kralove,,,,,,
caldeky01,,,Kyle,Calder,,Kyle,,71,180,L,13028,28846,caldeky01,1999,2009,,,L,1979,1,5,Canada,AB,Mannville,,,,,,
,gormato01c,gormato01h,Tommy,Gorman,,Thomas Patrick,,,,,B196302,1973,gormato99c,,,,,,1886,6,9,Canada,ON,Ottawa,1961,5,15,,,
fortida01,,,Dave,Fortier,,David Edward,,71,190,L,12630,1744,fortida01,1972,1976,1977,1977,D,1951,6,17,Canada,ON,Sudbury,,,,,,
culhaji01,,,Jim,Culhane,,James,,72,190,L,12379,1182,culhaji01,1989,1989,,,D,1965,3,13,Canada,ON,Haileybury,,,,,,
mannji01,,,Jimmy,Mann,,James Edward,The Ox,72,205,R,13514,3368,mannji01,1979,1987,,,R,1959,4,17,Canada,QC,Montreal,,,,,,
berniar01,,,Art,Bernier,,Arthur,,,,,,,,,,,,,,,,,,,,,,,,
macnebe01,,,Bernie,MacNeil,,Bernard Stephen,,71,190,L,13481,6832,macnebe01,1973,1973,1972,1975,L,1950,3,7,Canada,ON,Sudbury,,,,,,
juckebi01,,,Bing,Juckes,,Winston Bryan,,70,165,L,13143,12105,juckebi01,1947,1949,,,L,1926,6,14,Canada,MB,Hamiota,1990,12,31,USA,MS,Tupelo
yakiwda01,,,Dale,Yakiwchuk,,Dale Alexander,,76,205,L,,6087,yakiwda01,,,1978,1978,C,1958,10,17,Canada,AB,Calgary,,,,,,
gradith01,,,Thomas,Gradin,,Thomas Kjell,,71,176,R,12765,1993,gradith01,1978,1986,,,C,1956,2,18,Sweden,,Solleftea,,,,,,
lamoule01,,,Leo,Lamoureux,,Leonard Peter,,71,175,L,13290,12737,lamoule01,1941,1946,,,D,1916,10,1,Canada,ON,Espanola,1961,1,11,,,
snuggda01,,,Dave,Snuggerud,,Dave W.,,72,190,L,11540,5075,snuggda01,1989,1992,,,R,1966,6,20,USA,MN,Minnetonka,,,,,,
wattji01,,,Jim,Watt,,James Magnus,,71,180,L,18730,8649,wattji01,1973,1973,,,G,1950,5,11,USA,MN,Duluth,,,,,,
semenda01,,,Dave,Semenko,,David John,,75,200,L,14273,4872,semenda01,1979,1987,1977,1978,L,1957,7,12,Canada,MB,Winnipeg,,,,,,
lanego01,,,Gord,Lane,,Gordon T.,,73,190,L,13295,2940,lanego01,1975,1984,,,D,1953,3,31,Canada,MB,Brandon,,,,,,
leepe01,,,Peter,Lee,,Peter John,,69,180,R,13352,3069,leepe01,1977,1982,,,R,1956,1,2,England,,Ellesmere,,,,,,
malta01,,,,Maltais,,,,,,,,,,,,,,,,,,,,,,,,,,
brownfr01,,,Fred,Brown,,Frederick Henry,Baldy,68,155,L,12115,24458,brownfr01,1927,1927,,,L,1900,9,15,Canada,ON,Kingston,9999,,,,,
