year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1996,NHL,CHI,16,21,4.0,,18,14,9.0,,,,,,6,5,2,,6,7,1,,3,8,3,,3,6,2.0,,7,3,1.0,,6,4,3,,3,2,1,
2009,NHL,DET,25,10,,6,19,14,,8,,,,,5,4,,3,8,5,,1,7,5,,2,6,5,,4,2,2,,2,12,2,,1,4,1,,1
2008,NHL,BUF,23,15,,3,18,17,,6,,,,,6,2,,2,5,7,,1,6,6,,2,9,4,,0,5,6,,2,6,5,,1,4,2,,1
2009,NHL,VAN,30,8,,3,19,20,,2,,,,,7,7,,0,7,5,,0,10,4,,1,10,2,,1,3,4,,0,9,4,,2,3,2,,1
1972,NHL,PIT,24,11,4.0,,8,26,5.0,,,,,,5,5,0,,7,5,2,,3,6,4,,6,9,0.0,,6,5,1.0,,4,7,2,,1,0,0,
1925,NHL,MTL,5,12,1.0,,6,12,0.0,,,,,,,,,,0,1,0,,4,5,0,,5,5,0.0,,1,8,1.0,,1,5,0,,,,,
2006,NHL,COL,22,16,,3,22,15,,4,,,,,5,4,,2,7,7,,0,6,7,,0,7,3,,2,5,8,,1,11,1,,2,3,1,,0
2009,NHL,PHO,29,10,,2,21,15,,5,,,,,9,4,,0,6,7,,1,10,2,,3,8,5,,1,4,3,,0,10,4,,1,3,0,,1
1922,NHL,TRS,10,1,1.0,,3,9,0.0,,,,,,,,,,,,,,2,3,0,,4,4,1.0,,5,3,0.0,,2,0,0,,,,,
1942,NHL,MTL,14,4,7.0,,5,15,5.0,,,,,,1,0,0,,2,7,2,,3,5,2,,5,3,4.0,,6,4,0.0,,2,0,4,,,,,
1973,NHL,CLF,11,18,10.0,,2,37,0.0,,,,,,3,6,0,,3,8,1,,1,10,4,,2,11,2.0,,2,7,1.0,,2,10,2,,0,3,0,
1960,NHL,NYR,15,15,5.0,,7,23,5.0,,,,,,4,7,0,,3,6,2,,3,7,3,,4,5,3.0,,5,7,1.0,,3,6,1,,,,,
1937,NHL,NYA,10,9,5.0,,9,9,6.0,,,,,,,,,,4,3,1,,4,5,1,,2,4,4.0,,4,3,3.0,,5,3,2,,,,,
1911,PCHA,VML,3,5,0.0,,4,3,0.0,,,,,,,,,,,,,,,,,,2,3,0.0,,4,2,0.0,,1,3,0,,,,,
1961,NHL,MTL,26,2,7.0,,16,12,7.0,,,,,,7,0,1,,4,5,6,,8,2,2,,8,2,2.0,,8,2,1.0,,7,3,2,,,,,
2008,NHL,NAS,24,13,,4,16,21,,4,,,,,5,4,,1,6,6,,1,6,6,,1,4,8,,0,10,4,,1,7,3,,4,2,3,,0
2011,NHL,BUF,21,12,,8,18,20,,3,,,,,6,4,,0,7,6,,1,4,7,,3,4,7,,1,7,3,,3,10,4,,2,1,1,,1
1924,NHL,MTL,10,5,0.0,,7,6,2.0,,,,,,,,,,1,0,0,,6,1,1,,4,5,1.0,,4,4,0.0,,2,1,0,,,,,
1997,NHL,NYR,14,18,9.0,,11,21,9.0,,,,,,3,6,5,,5,5,4,,4,7,3,,4,4,3.0,,2,3,1.0,,4,9,2,,3,5,0,
1942,NHL,BOS,17,3,5.0,,7,14,4.0,,,,,,0,1,0,,5,4,1,,6,3,4,,8,4,1.0,,3,5,1.0,,2,0,2,,,,,
1988,NHL,NYR,21,17,2.0,,16,18,6.0,,,,,,8,2,1,,6,6,2,,6,6,2,,8,2,3.0,,5,7,0.0,,4,10,0,,0,2,0,
2005,NHL,PIT,12,21,,8,10,25,,6,,,,,1,5,,5,6,7,,1,3,7,,2,2,11,,2,2,4,,1,5,8,,1,3,4,,2
1986,NHL,HAR,26,9,5.0,,17,21,2.0,,,,,,4,3,1,,7,3,2,,8,5,3,,7,9,0.0,,7,4,0.0,,9,4,1,,1,2,0,
2011,NHL,CHI,27,8,,6,18,18,,5,,,,,7,2,,2,7,6,,1,10,2,,1,5,5,,3,5,9,,0,10,2,,2,1,0,,2
1995,NHL,TBL,22,14,5.0,,16,18,7.0,,,,,,2,4,4,,7,6,1,,7,5,1,,5,5,1.0,,7,5,1.0,,6,4,4,,4,3,0,
1994,NHL,PIT,18,5,1.0,,11,11,2.0,,,,,,,,,,,,,,,,,,5,0,0.0,,9,3,2.0,,8,6,0,,7,5,1,
1995,NHL,PIT,32,9,0.0,,17,20,4.0,,,,,,4,2,2,,10,3,1,,10,4,0,,7,7,0.0,,6,5,1.0,,9,5,0,,3,3,0,
1976,NHL,PHI,33,6,1.0,,15,10,15.0,,,,,,7,3,2,,5,4,2,,10,0,4,,7,3,4.0,,9,3,0.0,,9,3,3,,1,0,1,
1924,NHL,OTS,10,4,1.0,,7,8,0.0,,,,,,,,,,0,1,0,,3,4,1,,6,4,0.0,,5,3,0.0,,3,0,0,,,,,
1974,WHA,MFS,26,13,0.0,,16,20,3.0,,,,,,2,4,0,,4,7,0,,10,5,0,,9,4,0.0,,6,7,2.0,,9,3,1,,2,3,0,
1954,NHL,MTL,26,5,4.0,,15,13,7.0,,,,,,7,3,1,,8,4,2,,7,2,3,,7,4,2.0,,7,2,1.0,,5,3,2,,,,,
1984,NHL,WIN,21,13,6.0,,22,14,4.0,,,,,,3,3,1,,8,6,1,,8,5,2,,7,7,1.0,,6,5,2.0,,10,1,2,,1,0,1,
1930,NHL,NYR,10,9,3.0,,9,7,6.0,,,,,,,,,,3,3,2,,5,3,2,,2,6,3.0,,6,2,1.0,,3,2,1,,,,,
1935,NHL,MTM,13,8,3.0,,9,8,7.0,,,,,,,,,,4,2,0,,3,6,2,,6,3,2.0,,4,5,3.0,,5,0,3,,,,,
1987,NHL,MTL,26,8,6.0,,19,14,7.0,,,,,,7,4,2,,9,3,3,,6,2,4,,6,6,1.0,,8,5,0.0,,8,2,2,,1,0,1,
1974,WHA,SDM,26,11,2.0,,17,20,2.0,,,,,,4,1,0,,7,6,0,,4,9,1,,8,4,0.0,,6,7,1.0,,12,3,1,,2,1,1,
1969,NHL,LAK,12,22,4.0,,2,30,6.0,,,,,,2,5,0,,1,10,1,,3,5,4,,3,13,0.0,,0,9,3.0,,4,9,2,,1,1,0,
1995,NHL,DAL,14,18,9.0,,12,24,5.0,,,,,,5,4,2,,3,3,3,,2,10,2,,4,7,4.0,,5,7,1.0,,5,7,1,,2,4,1,
1969,NHL,CHI,26,7,5.0,,19,15,4.0,,,,,,1,6,1,,9,1,2,,5,6,2,,8,4,1.0,,9,3,1.0,,11,1,2,,2,1,0,
1999,NHL,FLO,26,9,4.0,2,17,18,2.0,4,,,,,6,3,1,2,7,3,1,0,7,4,1,1,9,4,1.0,0,5,6,0.0,2,7,6,1,0,2,1,1,1
1953,NHL,NYR,18,12,5.0,,11,19,5.0,,,,,,2,6,1,,5,6,2,,3,8,3,,9,3,1.0,,6,5,1.0,,4,3,2,,,,,
1987,NHL,VAN,15,20,5.0,,10,26,4.0,,,,,,2,6,1,,6,7,1,,4,8,3,,4,9,2.0,,5,8,0.0,,3,8,2,,1,0,0,
2011,NHL,NYR,27,12,,2,24,12,,5,,,,,4,3,,3,9,2,,0,10,4,,1,8,3,,1,9,3,,1,10,6,,1,1,3,,0
1972,WHA,PHB,24,15,0.0,,14,25,0.0,,,,,,1,8,0,,4,8,0,,9,8,0,,8,4,0.0,,7,6,0.0,,8,6,0,,1,0,0,
