playerid,year,ppa,sha
gingrga01,1987,9,
hrdinji01,1990,4,
actonke01,1988,,1
archida01,1989,4,
thibagi01,1989,2,
mcbeawa01,1988,1,
pavesji01,1987,1,
klimape01,1989,11,
mckegto01,1990,7,
bassebo01,1988,,1
quinnda01,1989,15,1
pederba01,1989,7,1
dahlqch01,1990,,1
cunnera01,1989,4,
kaspest01,1988,6,2
krushmi01,1990,3,
charbjo01,1988,1,
gartnmi01,1989,14,1
foligmi01,1990,1,
stastpe01,1989,23,
pederma01,1990,7,
simpscr01,1987,10,1
donnemi01,1987,2,
tuckejo01,1989,6,
vaiveri01,1988,15,
playfla01,1988,,1
manthmo01,1987,15,1
malondo01,1988,2,
bennibr01,1989,5,
lawtobr01,1988,4,
frasecu01,1987,2,
momesse01,1990,1,
hullbr01,1987,10,
konrost01,1988,1,1
maroima01,1988,3,
ledyagr01,1987,5,
bradlbr01,1990,10,
huntema01,1990,4,
chrisda01,1989,7,
carsoji01,1989,5,
laughcr01,1987,3,
ysebapa01,1990,4,1
duguaro01,1987,2,
zezelpe01,1988,17,
cullejo01,1990,29,
ruffli01,1988,1,
brownje02,1989,24,
tantito01,1990,5,
wilsoca01,1990,4,
manthmo01,1988,9,
robergo01,1987,3,
paslagr01,1990,3,1
courtge01,1987,7,
macdepa01,1989,2,
halwado01,1988,1,
ledyagr01,1988,6,
skrikpe01,1990,5,
mcintjo01,1990,,2
sheehne01,1987,1,
nichobe01,1989,37,1
lemiejo01,1989,1,1
huberwi01,1987,14,
norwole01,1990,3,
dineego01,1987,2,
cyrpa01,1987,1,
wilsoca01,1988,19,
broteaa01,1989,3,
crossdo01,1990,21,
petitmi01,1990,16,
grahadi01,1987,7,1
mcdonhu01,1989,1,
iafraal01,1990,11,1
dineego01,1988,2,
gartnmi01,1988,9,
tantito01,1989,9,
hardyma01,1988,5,
linseke01,1989,8,
lawtobr01,1989,1,
hardyma01,1987,10,1
makelmi01,1989,1,
courtru01,1988,2,
murphla01,1990,19,
petitmi01,1987,9,1
joycebo01,1989,3,
bullami01,1988,13,
kurveto01,1990,15,
ferrara01,1990,5,
macivno01,1988,19,
josepch01,1987,6,
wellsja01,1989,3,2
kennede01,1988,,2
fentopa01,1990,2,
poulida02,1989,1,1
mckegto01,1989,3,
wilsoca01,1987,9,3
smaildo01,1990,1,1
allismi01,1987,5,
sanipev01,1989,2,
coxecr01,1987,1,
hunteda01,1987,1,4
zezelpe01,1990,5,1
goulemi01,1989,15,1
franclo01,1990,1,1
brownro01,1990,10,
creigad01,1988,7,
tuckejo01,1990,1,
picarro02,1989,1,1
bodgedo01,1988,25,1
carsoli01,1987,1,1
samueul01,1990,,2
adamsgr01,1988,1,
lawlepa01,1987,3,
