playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
millery01,2007,1,BUF,NHL,76,4474,36,27,10,8,3,197,2104,,,,,,,,,
winklha01,1927,1,BOS,NHL,44,2780,20,13,11,,15,70,,2,120,0,1,1,,0,5,
kerrda01,1935,1,NYR,NHL,47,2980,18,17,12,,8,95,,,,,,,,,,
halakja01,2006,1,MTL,NHL,16,912,10,6,0,2,2,44,469,,,,,,,,,
littmda01,1992,1,TBL,NHL,1,45,0,1,0,0,0,7,21,,,,,,,,,
barrato01,1998,1,PIT,NHL,43,2306,19,16,3,4,4,98,993,13,787,6,7,,1,1,35,350
garonma01,2008,1,EDM,NHL,15,815,6,8,0,1,0,43,408,,,,,,,,,
rhodeda01,2001,1,ATL,NHL,15,769,2,10,1,3,0,47,439,,,,,,,,,
sneddbo01,1970,1,CLF,NHL,5,225,0,2,0,0,0,21,,,,,,,,,,
esposto01,1978,1,CHI,NHL,63,3780,24,28,11,9,4,206,,4,243,0,4,,0,0,14,
markkju01,2005,1,EDM,NHL,37,2016,15,12,6,1,0,105,873,6,360,3,3,,1,1,13,137
garrejo01,1978,1,NEW,WHA,41,2496,20,17,4,4,2,149,1180,8,447,4,3,,1,0,32,
gardnge01,1970,1,VAN,NHL,18,922,6,8,1,1,0,52,,,,,,,,,,
innesga01,1973,1,PIT,NHL,20,1032,7,10,1,1,0,56,,,,,,,,,,
liutmi01,1982,1,STL,NHL,68,3794,21,27,13,4,1,235,1919,4,240,1,3,,1,0,15,
gossema01,1987,1,QUE,NHL,54,3002,20,28,4,3,2,189,1422,,,,,,,,,
wreggke01,1987,1,TOR,NHL,56,3000,12,35,4,3,2,222,1712,2,108,0,1,,0,0,11,62
couturi01,1975,1,CIN,WHA,3,149,0,2,0,1,0,17,81,,,,,,,,,
hebersa01,1917,1,TOA,NHL,2,80,1,0,0,,0,10,,,,,,,,,,
healygl01,1997,1,TOR,NHL,21,1068,4,10,2,4,0,53,453,,,,,,,,,
belfoed01,1992,1,CHI,NHL,71,4106,41,18,11,1,7,177,1880,4,249,0,4,,0,0,13,97
burkese01,2000,1,PHO,NHL,62,3644,25,22,13,5,4,138,1766,,,,,,,,,
theodjo01,2007,1,COL,NHL,53,3028,28,21,3,5,3,123,1367,10,514,4,6,,0,0,27,286
kurtga01,1972,1,NRA,WHA,36,1881,10,21,0,1,0,150,1034,,,,,,,,,
bergeje01,1992,1,TBL,NHL,21,1163,8,10,1,3,0,71,574,,,,,,,,,
gilbegi01,1974,1,BOS,NHL,53,3029,23,17,11,4,3,158,,3,188,1,2,,0,0,12,
storrja01,2002,1,LAK,NHL,39,2027,12,19,2,4,3,86,904,,,,,,,,,
