charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1633605,9195,479,8,1999-09-18T10:46:12,2904.0,29195,
1668410,8232,463,9,1999-10-07T10:48:53,1983.0,28232,
1466461,9521,469,7,1999-09-27T10:48:43,3249.0,29521,
1428366,9777,394,10,1999-07-25T10:45:48,1005.0,9777,
1655725,6754,444,6,1999-07-30T10:47:54,3715.0,6754,
1223775,1995,498,2,1999-08-22T10:45:24,4859.0,11995,
1628921,5813,285,5,1999-07-11T10:45:50,3079.0,5813,
1275392,8734,400,5,1999-07-02T10:49:25,3948.0,8734,
1972400,8083,476,7,1999-09-28T10:49:12,1683.0,28083,
1869668,7066,499,5,1999-08-19T10:48:59,1660.0,17066,
841297,9955,495,7,1999-06-28T10:46:48,2648.0,9955,
1227002,8789,491,5,1999-07-26T10:45:41,1970.0,8789,
1237220,5693,497,2,1999-07-28T10:46:29,3687.0,5693,
1996617,8252,480,9,1999-06-22T10:51:05,1439.0,8252,
97678,9335,407,8,1999-07-16T10:51:09,4045.0,9335,
1359094,6876,348,4,1999-07-29T10:48:09,324.0,6876,
1662490,3503,467,10,1999-09-09T10:48:25,167.0,13503,
750310,6201,449,9,1999-10-03T10:47:29,4031.0,26201,
1054096,7919,492,7,1999-08-24T10:47:47,4229.0,17919,
1211889,8022,499,2,1999-07-09T10:44:30,3887.0,8022,
644311,7618,381,3,1999-07-18T10:47:02,217.0,7618,
1520791,8938,311,8,1999-10-13T10:45:11,4913.0,0,
1624471,7931,500,9,1999-08-12T10:45:29,968.0,7931,
1440322,1283,424,7,1999-07-12T10:46:43,4042.0,1283,
1003248,4816,473,2,1999-09-18T10:43:52,3232.0,24816,
617194,8179,497,5,1999-07-27T10:44:54,4849.0,8179,
977420,7362,319,5,1999-06-22T10:49:35,4040.0,7362,
743118,3747,500,2,1999-09-29T10:46:56,1571.0,23747,
1837770,4702,434,2,1999-10-04T10:46:32,4838.0,24702,
1089070,9524,497,4,1999-07-18T10:50:29,2224.0,9524,
662707,8403,418,8,1999-08-14T10:48:26,1804.0,18403,
54996,9125,497,9,1999-07-28T10:47:51,3299.0,9125,
529920,9296,262,8,1999-09-08T10:45:54,2038.0,19296,
505706,9114,486,4,1999-06-21T10:44:03,1861.0,9114,
866455,8842,498,8,1999-07-04T10:48:43,4840.0,8842,
85097,7865,498,6,1999-10-02T10:50:11,444.0,27865,
1734457,7512,491,6,1999-07-06T10:46:16,897.0,7512,
720420,9777,490,6,1999-07-27T10:45:09,347.0,9777,
578156,9434,498,8,1999-08-29T10:49:38,1281.0,19434,
669356,9942,451,9,1999-09-01T10:48:57,2607.0,19942,
1499542,8165,489,7,1999-09-05T10:51:18,2440.0,18165,
1540930,9690,497,3,1999-10-07T10:46:46,262.0,29690,
1443235,7801,459,5,1999-09-03T10:46:56,1374.0,17801,
1903189,9859,465,6,1999-08-08T10:43:51,1036.0,9859,
787669,3662,471,2,1999-07-10T10:50:22,96.0,3662,
1176781,4064,486,4,1999-06-26T10:49:32,1339.0,4064,
1560368,9081,409,5,1999-07-27T10:48:15,1230.0,9081,
35892,4948,358,2,1999-06-26T10:46:23,1782.0,4948,
86940,8433,456,6,1999-07-03T10:50:19,3805.0,8433,
862988,6911,429,9,1999-07-06T10:48:27,1186.0,6911,
1234182,8599,483,4,1999-09-20T10:46:15,3505.0,28599,
1493491,8807,482,5,1999-07-04T10:50:50,2562.0,8807,
1446939,8174,247,9,1999-07-27T10:47:14,2276.0,8174,
1709431,4626,460,4,1999-10-06T10:44:19,4390.0,24626,
1434340,6494,452,10,1999-09-08T10:46:16,2703.0,16494,
547106,4954,453,3,1999-08-17T10:47:15,722.0,14954,
1075576,7064,500,10,1999-07-24T10:49:26,174.0,7064,
648135,9594,498,10,1999-07-10T10:47:20,1537.0,9594,
1181017,9424,461,9,1999-10-03T10:49:52,974.0,29424,
893175,8863,485,9,1999-09-10T10:50:48,2096.0,18863,
1879427,9434,433,6,1999-06-19T10:49:44,2309.0,9434,
1916827,5106,442,10,1999-08-31T10:44:53,1378.0,15106,
1129779,4580,432,6,1999-08-06T10:45:54,3071.0,4580,
1359134,8207,487,10,1999-08-14T10:48:09,3639.0,18207,
1665738,4102,421,6,1999-08-23T10:48:40,4529.0,14102,
538941,4889,310,6,1999-08-04T10:46:37,557.0,4889,
536255,6701,455,5,1999-09-11T10:46:25,3757.0,16701,
1767119,5119,480,7,1999-07-25T10:48:46,437.0,5119,
1664052,6640,464,4,1999-08-02T10:48:32,2498.0,6640,
1356852,7403,387,4,1999-08-20T10:47:59,2462.0,17403,
