team_id,team_name
1107,Albany NY
1112,Arizona
1113,Arizona St
1124,Baylor
1131,Boston Univ
1142,Cal Poly SLO
1147,Centenary
1149,Charleston So
1152,Chicago St
1158,Col Charleston
1159,Colgate
1163,Connecticut
1166,Creighton
1173,Dayton
1187,East Carolina
1196,Florida
1202,Furman
1211,Gonzaga
1217,Harvard
1235,Iowa St
1242,Kansas
1243,Kansas St
1246,Kentucky
1257,Louisville
1258,Loy Marymount
1261,LSU
1272,Memphis
1273,Mercer
1276,Michigan
1277,Michigan St
1279,Mississippi
1283,Missouri St
1286,Montana St
1287,Morehead St
1288,Morgan St
1295,N Dakota St
1301,NC State
1314,North Carolina
1332,Oregon
1338,Pittsburgh
1358,Sam Houston St
1361,San Diego St
1372,SF Austin
1379,Southern Miss
1387,St Louis
1390,Stanford
1393,Syracuse
1397,Tennessee
1400,Texas
1407,Troy
1416,UCF
1417,UCLA
1437,Villanova
1438,Virginia
1451,Weber St
1455,Wichita St
1458,Wisconsin
1461,Wyoming
