playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
andercr01,2011,1,OTT,NHL,63.0,3492.0,33.0,22.0,6.0,2.0,3.0,165.0,1917.0,7.0,419.0,3.0,4.0,,0.0,1.0,14.0,208.0
hallgl01,1956,1,DET,NHL,70.0,4200.0,38.0,20.0,12.0,,4.0,157.0,,5.0,300.0,1.0,4.0,,,0.0,15.0,
bachry01,1998,1,LAK,NHL,3.0,108.0,0.0,3.0,0.0,0.0,0.0,8.0,66.0,,,,,,,,,
bromlga01,1974,1,BUF,NHL,50.0,2787.0,26.0,11.0,11.0,2.0,4.0,144.0,,,,,,,,,,
vokouto01,2011,1,WAS,NHL,48.0,2583.0,25.0,17.0,2.0,4.0,4.0,108.0,1299.0,,,,,,,,,
landobr01,1972,1,NEW,WHA,30.0,1671.0,15.0,11.0,1.0,0.0,1.0,100.0,888.0,,,,,,,,,
henryji01,1953,1,BOS,NHL,70.0,4200.0,32.0,28.0,10.0,,8.0,181.0,,4.0,240.0,0.0,4.0,,,0.0,16.0,
gamblbr01,1961,1,BOS,NHL,28.0,1680.0,6.0,18.0,4.0,,1.0,123.0,,,,,,,,,,
gustade01,2000,1,MIN,NHL,4.0,239.0,1.0,3.0,0.0,1.0,0.0,10.0,97.0,,,,,,,,,
micalco01,1985,1,DET,NHL,11.0,565.0,1.0,9.0,1.0,0.0,0.0,52.0,342.0,,,,,,,,,
labarja01,2010,1,PHO,NHL,17.0,883.0,7.0,6.0,3.0,0.0,2.0,48.0,529.0,,,,,,,,,
conneal01,1927,1,OTS,NHL,44.0,2760.0,20.0,14.0,10.0,,15.0,57.0,,2.0,120.0,0.0,2.0,0.0,,0.0,3.0,
hanlogl01,1980,1,VAN,NHL,17.0,798.0,5.0,8.0,0.0,1.0,1.0,59.0,,,,,,,,,,
reschgl01,1984,1,NJD,NHL,51.0,2884.0,15.0,27.0,5.0,4.0,0.0,200.0,1401.0,,,,,,,,,
dunhami01,2002,1,NAS,NHL,15.0,819.0,2.0,9.0,2.0,0.0,0.0,43.0,397.0,,,,,,,,,
mooreal01,1937,1,CHI,NHL,,,,,,,,,,1.0,60.0,1.0,0.0,,,0.0,1.0,
melocgi01,1973,1,CLF,NHL,47.0,2800.0,9.0,33.0,5.0,2.0,1.0,198.0,,,,,,,,,,
maracno01,1998,1,DET,NHL,16.0,821.0,6.0,5.0,2.0,1.0,0.0,31.0,379.0,2.0,58.0,0.0,0.0,,0.0,0.0,3.0,22.0
larocmi01,1980,1,MTL,NHL,28.0,1623.0,16.0,9.0,3.0,2.0,1.0,82.0,,,,,,,,,,
currami01,1975,1,MFS,WHA,5.0,240.0,2.0,2.0,0.0,0.0,1.0,22.0,153.0,,,,,,,,,
smithno01,1931,1,MTM,NHL,21.0,1267.0,5.0,12.0,4.0,,0.0,62.0,,,,,,,,,,
reidch01,1921,1,CAT,WCHL,24.0,1476.0,14.0,10.0,0.0,,2.0,62.0,,2.0,120.0,0.0,1.0,1.0,,0.0,2.0,
dadswdo01,1986,1,CAL,NHL,2.0,125.0,0.0,1.0,1.0,1.0,0.0,10.0,73.0,,,,,,,,,
pennest01,1984,1,MTL,NHL,54.0,3252.0,26.0,18.0,8.0,3.0,1.0,167.0,1344.0,12.0,733.0,6.0,6.0,,0.0,1.0,40.0,300.0
saloto01,2003,2,COL,NHL,5.0,304.0,1.0,3.0,1.0,0.0,0.0,12.0,136.0,1.0,27.0,0.0,0.0,,0.0,0.0,0.0,7.0
kolziol01,1995,1,WAS,NHL,18.0,897.0,4.0,8.0,2.0,1.0,0.0,46.0,406.0,5.0,341.0,2.0,3.0,,0.0,0.0,11.0,167.0
binklle01,1972,1,OTN,WHA,30.0,1709.0,10.0,17.0,1.0,1.0,0.0,106.0,900.0,4.0,223.0,1.0,3.0,,0.0,0.0,17.0,146.0
caprifr01,1983,1,VAN,NHL,19.0,1098.0,8.0,8.0,2.0,2.0,1.0,62.0,525.0,,,,,,,,,
liutmi01,1979,1,STL,NHL,64.0,3661.0,32.0,23.0,9.0,1.0,2.0,194.0,,3.0,193.0,0.0,3.0,,0.0,0.0,12.0,
wilsodu01,1977,1,PIT,NHL,21.0,1180.0,5.0,11.0,3.0,0.0,0.0,95.0,,,,,,,,,,
moogan01,1983,1,EDM,NHL,38.0,2212.0,27.0,8.0,1.0,2.0,1.0,139.0,1179.0,7.0,263.0,4.0,0.0,,0.0,0.0,12.0,110.0
cloutja01,1989,1,CHI,NHL,43.0,2178.0,18.0,15.0,2.0,2.0,2.0,112.0,931.0,4.0,175.0,0.0,2.0,,0.0,0.0,8.0,75.0
mcgrato01,1947,1,DET,NHL,1.0,8.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,
puppada01,1993,1,TBL,NHL,63.0,3653.0,22.0,33.0,6.0,4.0,4.0,165.0,1637.0,,,,,,,,,
hoganpa01,1976,2,IND,WHA,11.0,395.0,3.0,2.0,0.0,0.0,0.0,24.0,199.0,5.0,348.0,3.0,2.0,,0.0,1.0,17.0,179.0
mcraego01,1974,1,TOR,NHL,20.0,1063.0,10.0,3.0,6.0,0.0,0.0,57.0,,7.0,441.0,2.0,5.0,,0.0,0.0,21.0,
hrivnji01,1992,1,WAS,NHL,27.0,1421.0,13.0,9.0,2.0,2.0,0.0,83.0,677.0,,,,,,,,,
reidch01,1924,1,VMR,WCHL,17.0,1040.0,5.0,12.0,0.0,,1.0,72.0,,,,,,,,,,
lindbpe01,1984,1,PHI,NHL,65.0,3858.0,40.0,17.0,7.0,3.0,2.0,194.0,1929.0,18.0,1008.0,12.0,6.0,,1.0,3.0,42.0,490.0
plantja01,1959,1,MTL,NHL,69.0,4140.0,40.0,17.0,12.0,,3.0,175.0,,8.0,489.0,8.0,0.0,,,3.0,11.0,
garonma01,2001,1,MTL,NHL,5.0,261.0,1.0,4.0,0.0,0.0,0.0,19.0,147.0,,,,,,,,,
mattsma01,1983,1,LAK,NHL,19.0,1101.0,7.0,8.0,2.0,1.0,1.0,79.0,530.0,,,,,,,,,
laforma01,1988,1,PHI,NHL,17.0,933.0,5.0,7.0,2.0,0.0,0.0,64.0,497.0,,,,,,,,,
worslgu01,1961,1,NYR,NHL,60.0,3531.0,22.0,27.0,9.0,,2.0,174.0,,6.0,384.0,2.0,4.0,,,0.0,22.0,
youngwe01,1985,1,VAN,NHL,22.0,1023.0,4.0,9.0,3.0,1.0,0.0,61.0,536.0,1.0,60.0,0.0,1.0,,0.0,0.0,5.0,32.0
youngwe01,1986,1,VAN,NHL,8.0,420.0,1.0,6.0,1.0,2.0,0.0,35.0,224.0,,,,,,,,,
esposto01,1983,1,CHI,NHL,18.0,1095.0,5.0,10.0,3.0,3.0,1.0,88.0,622.0,,,,,,,,,
labrepa01,1995,1,MTL,NHL,2.0,98.0,0.0,1.0,0.0,0.0,0.0,7.0,47.0,,,,,,,,,
taylobo02,1975,1,PHI,NHL,4.0,240.0,3.0,1.0,0.0,0.0,0.0,15.0,,,,,,,,,,
johnsbr02,2007,1,WAS,NHL,19.0,1032.0,7.0,8.0,2.0,3.0,0.0,46.0,500.0,,,,,,,,,
tugnuro01,1991,2,EDM,NHL,3.0,124.0,1.0,1.0,0.0,0.0,0.0,10.0,73.0,2.0,60.0,0.0,0.0,,0.0,0.0,3.0,34.0
bacasja01,2005,1,STL,NHL,19.0,966.0,4.0,10.0,1.0,5.0,0.0,52.0,515.0,,,,,,,,,
hainsge01,1925,1,SAS,WCHL,30.0,1812.0,18.0,11.0,1.0,,4.0,64.0,,2.0,120.0,0.0,1.0,1.0,,0.0,4.0,
drydeda01,1970,1,BUF,NHL,10.0,409.0,3.0,3.0,0.0,2.0,1.0,23.0,,,,,,,,,,
smithbi01,1978,1,NYI,NHL,40.0,2261.0,25.0,8.0,4.0,0.0,1.0,108.0,,5.0,315.0,4.0,1.0,,0.0,1.0,10.0,
tallaro01,1997,1,BOS,NHL,14.0,788.0,6.0,3.0,3.0,0.0,1.0,24.0,326.0,,,,,,,,,
johnsed01,1966,1,BOS,NHL,34.0,1880.0,8.0,21.0,2.0,1.0,0.0,116.0,,,,,,,,,,
saloto01,1994,1,NYI,NHL,6.0,358.0,1.0,5.0,0.0,0.0,0.0,18.0,189.0,,,,,,,,,
wortero01,1926,1,PIP,NHL,44.0,2711.0,15.0,26.0,3.0,,4.0,108.0,,,,,,,,,,
laskoga01,1982,1,LAK,NHL,46.0,2277.0,15.0,20.0,4.0,3.0,0.0,173.0,1212.0,,,,,,,,,
vanbijo01,2001,1,NJD,NHL,5.0,300.0,2.0,3.0,0.0,2.0,0.0,10.0,117.0,,,,,,,,,
laxtogo01,1978,1,PIT,NHL,1.0,60.0,0.0,1.0,0.0,0.0,0.0,8.0,,,,,,,,,,
muzzaja01,1995,1,HAR,NHL,22.0,1013.0,4.0,8.0,3.0,3.0,1.0,49.0,551.0,,,,,,,,,
villegi01,1970,1,NYR,NHL,34.0,2039.0,22.0,8.0,4.0,1.0,4.0,78.0,,2.0,80.0,0.0,1.0,,0.0,0.0,6.0,
grantdo01,1975,1,DET,NHL,2.0,120.0,1.0,1.0,0.0,0.0,0.0,8.0,,,,,,,,,,
thomati01,2010,1,BOS,NHL,57.0,3364.0,35.0,11.0,9.0,3.0,9.0,112.0,1811.0,25.0,1542.0,16.0,9.0,,2.0,4.0,51.0,849.0
stanied01,1975,1,STL,NHL,11.0,620.0,5.0,3.0,2.0,0.0,0.0,33.0,,3.0,206.0,1.0,2.0,,0.0,0.0,7.0,
evanscl01,1957,1,BOS,NHL,1.0,60.0,0.0,0.0,1.0,,0.0,4.0,,,,,,,,,,
whitmka01,1988,1,HAR,NHL,3.0,180.0,2.0,1.0,0.0,0.0,0.0,10.0,96.0,2.0,135.0,0.0,2.0,,0.0,0.0,10.0,73.0
newtoca01,1972,1,PIT,NHL,11.0,533.0,3.0,4.0,0.0,2.0,0.0,35.0,,,,,,,,,,
robermo01,1925,1,BOS,NHL,2.0,85.0,1.0,1.0,0.0,,0.0,5.0,,,,,,,,,,
snowga01,2003,1,NYI,NHL,39.0,2015.0,14.0,15.0,5.0,0.0,1.0,94.0,932.0,,,,,,,,,
essenbo01,1997,1,EDM,NHL,16.0,825.0,6.0,6.0,1.0,2.0,0.0,35.0,404.0,1.0,27.0,0.0,0.0,,0.0,0.0,1.0,11.0
palmami01,1980,1,WAS,NHL,49.0,2679.0,18.0,19.0,9.0,6.0,2.0,172.0,,,,,,,,,,
enrotjh01,2011,1,BUF,NHL,26.0,1399.0,8.0,11.0,4.0,3.0,1.0,63.0,756.0,,,,,,,,,
melocgi01,1972,1,CLF,NHL,59.0,3473.0,12.0,32.0,14.0,1.0,1.0,235.0,,,,,,,,,,
takkoka01,1990,2,EDM,NHL,11.0,529.0,4.0,4.0,0.0,0.0,0.0,37.0,279.0,,,,,,,,,
trefian01,1993,1,CAL,NHL,11.0,623.0,3.0,4.0,2.0,1.0,2.0,26.0,305.0,,,,,,,,,
garnety01,1998,1,CAL,NHL,3.0,139.0,0.0,2.0,0.0,0.0,0.0,12.0,74.0,,,,,,,,,
potvife01,1991,1,TOR,NHL,4.0,210.0,0.0,2.0,1.0,1.0,0.0,8.0,120.0,,,,,,,,,
roussdo01,1998,1,ANA,NHL,18.0,884.0,4.0,5.0,4.0,1.0,1.0,37.0,478.0,,,,,,,,,
hackeje01,2000,1,MTL,NHL,19.0,998.0,4.0,10.0,2.0,2.0,0.0,54.0,477.0,,,,,,,,,
luongro01,2009,1,VAN,NHL,68.0,3899.0,40.0,22.0,4.0,4.0,4.0,167.0,1915.0,12.0,707.0,6.0,6.0,,2.0,0.0,38.0,362.0
stephwa01,1974,1,PHI,NHL,12.0,639.0,7.0,2.0,1.0,1.0,1.0,29.0,,2.0,123.0,2.0,0.0,,0.0,1.0,4.0,
emeryra01,2006,1,OTT,NHL,58.0,3351.0,33.0,16.0,6.0,3.0,5.0,138.0,1691.0,20.0,1249.0,13.0,7.0,,0.0,3.0,47.0,505.0
huetcr01,2008,1,CHI,NHL,41.0,2351.0,20.0,15.0,4.0,5.0,3.0,99.0,1087.0,3.0,130.0,1.0,2.0,,0.0,0.0,7.0,78.0
mrazeje01,1975,1,PHI,NHL,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
forbeja01,1922,1,HAM,NHL,24.0,1470.0,6.0,18.0,0.0,,0.0,110.0,,,,,,,,,,
