File,Row,Column,Length_Orig,Length_Trans,Diff_%,Original,Translated
master.csv,90,lastname,10,44,340.0,Aitkenhead,"Подожди, подожди, подожди, подожди, подожди."
master.csv,188,lastname,10,44,340.0,Aitkenhead,"Подожди, подожди, подожди, подожди, подожди."
master.csv,242,lastname,10,44,340.0,Aitkenhead,"Подожди, подожди, подожди, подожди, подожди."
master.csv,312,lastname,10,44,340.0,Aitkenhead,"Подожди, подожди, подожди, подожди, подожди."
awardsplayers.csv,27,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,28,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,43,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,66,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,108,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,123,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,129,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,156,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,188,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,255,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,258,note,6,24,300.0,shared,Совместное использование
awardsplayers.csv,321,note,6,24,300.0,shared,Совместное использование
hof.csv,90,name,9,29,222.2,Al Leader,&lt; &lt; Аль-Лидер &gt; &gt;
