raceid,driverid,lap,position,time,milliseconds
183,55,5,12,1:16.477,76477
898,1,35,4,1:42.759,102759
84,38,53,13,1:29.229,89229
149,21,21,14,1:24.532,84532
342,3,41,8,1:17.300,77300
105,46,36,18,1:37.934,97934
951,13,3,4,2:42.205,162205
67,2,8,7,1:24.264,84264
847,13,34,2,2:01.221,121221
71,23,52,13,1:28.002,88002
165,15,34,5,1:20.865,80865
339,9,51,4,1:38.698,98698
874,5,28,15,1:40.513,100513
99,46,33,18,1:40.949,100949
964,154,37,11,1:38.529,98529
231,30,23,11,1:24.954,84954
163,57,46,2,2:02.556,122556
30,2,24,8,1:50.304,110304
850,813,11,13,1:39.910,99910
850,24,29,19,1:41.653,101653
858,13,20,4,1:46.015,106015
221,49,33,11,1:19.578,79578
180,65,55,6,1:22.717,82717
877,813,35,9,1:47.312,107312
888,1,33,7,1:36.767,96767
342,811,6,22,1:47.558,107558
204,56,4,4,1:28.106,88106
201,71,24,7,2:07.111,127111
348,807,14,10,1:27.964,87964
870,1,69,1,1:26.391,86391
36,8,10,1,1:26.577,86577
82,39,62,16,1:19.312,79312
891,807,24,12,1:59.926,119926
864,1,50,7,1:28.918,88918
45,25,49,4,1:34.536,94536
867,5,32,20,1:54.737,114737
943,3,35,1,1:22.780,82780
233,65,51,9,1:32.847,92847
117,44,29,10,1:18.107,78107
964,836,17,22,1:39.035,99035
160,65,46,11,1:30.301,90301
845,813,11,16,1:32.954,92954
82,18,51,3,1:17.119,77119
881,3,8,1,1:58.193,118193
109,30,14,12,1:38.484,98484
858,155,43,11,1:44.680,104680
125,35,18,12,1:42.497,102497
128,2,52,5,1:23.325,83325
349,24,43,11,2:04.241,124241
61,18,59,8,1:19.830,79830
165,21,36,7,1:20.509,80509
67,8,37,2,1:23.505,83505
969,822,19,2,1:28.780,88780
950,3,42,1,1:40.838,100838
943,817,10,4,1:25.573,85573
80,14,62,10,1:18.253,78253
870,815,42,11,1:28.225,88225
26,21,5,15,1:39.785,99785
142,50,16,4,1:57.035,117035
19,8,36,1,1:36.214,96214
8,15,11,7,1:22.259,82259
912,828,27,21,1:35.572,95572
36,25,27,13,1:29.258,89258
181,30,20,5,1:21.214,81214
843,813,28,18,1:43.203,103203
24,7,18,18,1:32.160,92160
871,13,21,6,1:55.435,115435
89,11,9,18,1:36.883,96883
948,1,33,4,1:30.961,90961
62,4,32,5,1:19.091,79091
17,8,50,12,1:42.116,102116
107,22,29,6,1:12.259,72259
350,808,30,13,1:26.944,86944
174,14,28,2,1:40.369,100369
942,18,28,9,2:36.618,156618
881,823,2,18,2:02.752,122752
128,63,5,17,1:23.055,83055
887,17,28,8,1:38.743,98743
9,9,35,11,1:36.690,96690
929,832,19,16,1:41.674,101674
345,10,19,19,1:45.905,105905
350,3,29,4,1:26.294,86294
