constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
25596,262,30,0.0,14,14,0
11079,485,21,4.0,4,4,0
10318,442,3,11.5,5,5,0
11213,492,54,1.0,13,13,0
17832,773,95,0.0,7,7,0
5956,138,15,11.0,5,5,0
22073,610,34,4.0,7,7,0
18894,762,170,34.0,1,1,3
9519,393,25,3.0,8,8,0
11060,484,6,0.0,13,13,0
25676,268,27,11.0,7,7,0
19534,731,175,0.0,9,9,0
5602,189,16,0.0,11,11,0
22002,629,25,33.0,3,3,2
11318,498,58,0.0,14,14,0
21607,650,37,33.0,2,2,1
24875,867,15,60.0,6,6,0
10962,480,27,15.0,7,7,0
9635,400,42,0.0,16,16,0
17830,773,125,0.0,8,8,0
9713,406,25,2.0,7,7,0
9934,421,3,2.0,5,5,0
8381,313,6,33.0,3,3,0
10446,449,6,46.5,2,2,1
20885,688,176,6.0,8,8,0
5913,134,16,5.0,7,7,0
22258,593,58,0.0,10,10,0
23698,541,56,17.0,7,7,0
25122,878,164,0.0,12,12,0
2175,202,24,5.0,6,6,0
26484,952,210,22.0,6,6,0
1606,172,17,17.0,5,5,0
21383,666,66,7.0,5,5,0
8300,308,35,5.0,5,5,0
4795,286,27,22.0,5,5,0
22295,596,25,25.0,3,3,1
25155,881,206,0.0,10,10,0
26602,961,6,279.0,3,3,0
26793,975,6,214.0,2,2,3
10673,464,25,12.0,6,6,1
8797,357,25,1.0,7,7,0
25845,46,2,71.0,2,2,0
11097,486,32,3.0,7,7,0
9463,389,45,0.0,12,12,0
23189,546,56,8.0,5,5,0
3361,295,6,13.0,4,4,0
19871,725,6,22.0,3,3,1
9038,369,32,9.0,7,7,0
22763,585,3,0.0,12,12,0
5452,176,17,10.0,3,3,0
2516,233,22,41.0,2,2,0
10077,427,34,14.0,6,6,1
7629,321,18,0.0,6,6,0
10765,469,3,14.0,3,3,0
10972,481,32,30.0,6,6,1
8793,357,1,21.0,1,1,1
19393,745,101,0.0,12,12,0
10604,460,3,35.0,3,3,1
24798,862,206,0.0,10,10,0
21728,637,180,13.0,4,4,0
24638,850,4,66.0,5,5,0
23466,529,27,2.0,8,8,0
22392,601,76,0.0,17,17,0
10294,440,27,3.0,8,8,0
8371,312,32,3.0,9,9,0
9726,407,25,2.0,7,7,0
5121,247,3,52.0,2,2,2
6489,68,5,1.0,9,9,0
3267,291,3,48.0,1,1,3
23134,575,32,29.0,4,4,1
11100,486,53,0.0,17,17,0
25354,899,207,0.0,11,11,0
21653,654,34,35.0,4,4,1
18933,764,125,0.0,13,13,0
9592,398,32,55.0,2,2,2
3332,293,35,2.0,8,8,0
9344,382,44,0.0,17,17,0
6465,66,9,16.0,7,7,0
18879,760,101,0.0,10,10,0
2437,226,3,42.0,1,1,3
19572,735,26,19.0,4,4,0
23246,550,58,4.0,9,9,0
6388,59,9,8.0,8,8,0
10464,450,52,0.0,13,13,0
6155,91,17,0.0,9,9,0
22165,616,37,8.0,7,7,0
25908,51,12,1.0,10,10,0
19085,751,117,0.0,10,10,0
5527,183,17,34.0,3,3,1
20921,667,191,4.0,2,2,0
25230,888,15,7.0,8,8,0
26507,954,10,42.0,5,5,0
25604,263,18,5.0,8,8,0
4757,283,18,7.0,7,7,0
4770,284,18,7.0,7,7,0
20500,708,66,45.0,2,2,3
23605,536,1,12.0,5,5,0
3416,299,34,0.0,14,14,0
1508,163,21,1.0,8,8,0
710,85,16,25.0,7,7,0
17,19,8,0.0,11,11,0
567,71,4,16.0,1,1,1
8666,8,3,15.5,5,5,0
23537,532,57,0.0,16,16,0
701,85,4,144.0,1,1,7
20115,714,176,3.0,7,7,0
23444,527,60,0.0,14,14,0
10374,445,52,0.0,12,12,0
24103,519,27,46.0,2,2,3
23682,540,25,36.0,4,4,1
8939,364,27,3.0,12,12,0
