targetid,raceid,driverid,win
52688,685,386,0
66150,261,22,0
54503,648,364,0
65497,879,815,0
19057,374,131,0
12526,95,13,0
17778,5,7,0
17645,320,65,0
18184,356,114,0
64009,347,17,0
58147,554,221,0
53610,670,373,0
5350,238,84,0
12908,57,21,0
3282,168,41,0
10647,256,22,0
373,35,13,1
64014,347,153,0
3421,174,25,0
19154,377,122,0
18994,372,114,0
10757,212,44,0
23034,491,173,0
5255,234,55,0
22720,482,197,0
46289,796,496,0
5190,231,30,0
6974,295,94,0
53690,672,312,0
17639,320,141,0
12372,121,53,0
17789,5,5,0
54875,608,280,0
3167,163,22,0
9379,275,77,0
18233,357,99,0
49147,769,588,0
49671,746,477,0
21771,459,117,0
64311,355,808,0
67019,918,4,0
50816,713,386,0
57128,575,282,0
50178,754,356,0
45360,816,486,0
4511,202,49,0
12202,113,2,0
50122,753,512,0
53814,676,346,0
49381,772,516,0
19937,403,160,0
57171,528,182,0
62147,759,536,0
65631,884,16,0
22869,487,192,0
21948,464,195,0
66651,901,828,0
10495,252,14,1
64848,857,812,0
21311,445,183,0
46142,794,427,0
51068,700,380,0
57850,547,187,0
57819,546,230,0
56020,578,200,0
62288,761,522,0
1204,71,15,0
57459,536,172,0
17143,307,105,0
4419,198,49,0
18482,364,145,0
19701,395,145,0
46097,792,496,0
56303,586,289,0
53341,638,347,0
50940,716,431,0
48745,690,396,0
64187,352,3,0
48372,745,467,0
50730,709,364,0
12606,99,44,0
20410,419,170,0
53339,638,334,0
17423,315,99,0
22932,488,201,0
5271,235,63,0
50171,754,497,0
20456,420,184,0
45287,816,633,0
56638,564,255,0
17942,6,17,0
