driverstandingsid,raceid,driverid,points,position,positiontext,wins
50831,713,278,2.0,11,11,0
66670,902,824,0.0,22,22,0
49024,767,547,0.0,14,14,0
23239,495,160,0.0,31,31,0
12033,137,35,3.0,13,13,0
55824,602,320,0.0,49,49,0
46336,796,547,0.0,48,48,0
17953,9,15,21.5,6,6,0
52878,656,262,0.0,7,7,0
52835,689,384,0.0,32,32,0
52044,806,730,0.0,61,61,0
49076,768,553,0.0,51,51,0
51085,700,415,0.0,34,34,0
19402,385,140,0.0,24,24,0
12455,92,4,11.0,5,5,0
10222,242,55,14.0,3,3,0
17132,307,138,2.0,10,10,0
64896,859,30,76.0,8,8,0
62181,760,553,0.0,66,66,0
23312,497,201,1.0,20,20,0
59250,508,172,32.0,4,4,1
53276,636,314,0.0,21,21,0
21628,454,195,0.0,26,26,0
62166,760,501,3.0,12,12,0
55580,598,224,31.0,3,3,2
7199,303,92,1.0,17,17,0
54911,610,304,10.0,5,5,0
51622,802,673,2.0,13,13,0
63448,722,403,0.0,22,22,0
59032,501,202,8.0,4,4,0
67368,940,822,111.0,5,5,0
19103,376,77,18.0,3,3,0
3157,162,37,0.0,18,18,0
47336,782,512,0.0,39,39,0
66204,262,81,0.0,29,29,0
11056,175,56,10.0,1,1,1
65252,872,813,29.0,15,15,1
11264,185,64,3.0,12,12,0
21473,449,183,0.0,23,23,0
20411,419,123,0.0,20,20,0
43752,827,675,2.0,15,15,0
55563,597,298,0.0,28,28,0
57804,545,253,0.0,15,15,0
16327,333,95,25.0,6,6,1
49779,748,528,0.0,40,40,0
20359,417,177,22.0,5,5,0
44550,823,727,0.0,51,51,0
58503,513,221,9.0,3,3,0
13086,65,26,0.0,19,19,0
20312,416,173,0.0,23,23,0
66964,915,20,143.0,5,5,0
67138,930,822,42.0,5,5,0
46708,788,520,0.0,35,35,0
10947,219,22,6.0,14,14,0
19638,393,156,2.0,11,11,0
56538,561,276,0.0,15,15,0
54508,649,328,19.0,3,3,1
17455,316,117,25.0,5,5,0
67630,951,18,1.0,16,16,0
4403,197,44,0.0,20,20,0
57972,550,255,13.0,6,6,1
51179,703,356,3.0,8,8,0
5334,237,86,0.0,22,22,0
57993,551,222,32.0,3,3,2
56855,570,222,36.0,3,3,1
4619,206,23,14.0,10,10,0
12369,121,44,6.0,14,14,0
55399,593,312,0.0,15,15,0
17482,316,100,0.0,28,28,0
49221,770,591,6.0,9,9,0
59146,505,119,7.0,7,7,0
53409,640,327,16.0,4,4,0
47389,783,427,5.0,13,13,0
61983,757,501,0.0,25,25,0
19815,399,112,1.0,18,18,0
44991,812,429,0.0,38,38,0
57865,547,257,0.0,32,32,0
50089,753,476,8.0,8,8,0
45161,814,708,0.0,88,88,0
62072,758,527,0.0,37,37,0
56985,572,243,1.0,20,20,0
18068,14,67,3.0,17,17,0
43410,837,640,0.0,20,20,0
57492,537,222,14.0,7,7,0
21518,450,190,0.0,24,24,0
54808,606,309,0.0,11,11,0
65363,873,39,0.0,24,24,0
44923,811,703,0.0,63,63,0
56439,588,239,0.0,27,27,0
11083,177,30,16.0,1,1,1
4612,206,55,9.0,11,11,0
52938,659,368,0.0,15,15,0
49550,774,565,0.0,55,55,0
