resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
21777,882,821,15,12,17,,R,22,0.0,4,,,2.0,22.0,1:44.775,187.292,4
10354,440,105,6,27,10,,R,20,0.0,33,,,,,,,5
10358,440,185,25,4,20,,D,24,0.0,11,,,,,,,2
23571,978,13,3,19,14,10.0,10,10,1.0,50,,,39.0,16.0,1:33.562,226.668,11
21560,873,37,164,22,24,17.0,17,17,0.0,58,,,48.0,23.0,1:57.671,155.202,11
4562,232,14,1,8,7,6.0,6,6,1.0,71,,,,,,,11
14724,597,313,34,8,23,9.0,9,9,0.0,73,,,,,,,12
5247,260,49,15,30,0,,W,25,0.0,0,,,,,,,54
4906,247,63,25,4,23,8.0,8,8,0.0,60,,,,,,,11
10054,429,140,6,28,12,4.0,4,4,3.0,52,+39.073,4851656.0,,,,,1
2788,151,37,19,19,13,12.0,12,12,0.0,58,,,,,,,12
21528,872,155,15,14,8,9.0,9,9,2.0,53,+43.898,4825119.0,39.0,14.0,1:29.032,234.239,1
12014,498,219,4,15,9,,R,21,0.0,3,,,,,,,6
15027,608,332,58,20,14,3.0,3,3,4.0,75,+1:13.1,6571800.0,,,,,1
13316,545,238,25,3,7,,R,23,0.0,5,,,,,,,69
9585,411,95,3,5,2,1.0,1,1,9.0,80,1:37:19.272,5839272.0,,,,,1
18500,766,476,6,40,11,,R,7,0.0,91,,,,,,,5
16095,651,346,37,3,20,9.0,9,9,0.0,59,,,,,,,11
18965,788,579,6,10,1,4.0,4,4,4.0,61,+1:35.1,9358500.0,,,,,1
21816,884,819,207,20,22,17.0,17,17,0.0,65,,,43.0,19.0,1:29.362,187.529,11
14657,594,232,80,20,6,,R,29,0.0,29,,,,,,,7
15198,615,290,34,11,13,5.0,5,5,2.0,14,+1:19.9,6202900.0,,,,,1
9538,409,102,32,12,2,5.0,5,5,2.0,68,,,,,,,11
10032,428,140,6,28,2,9.0,9,9,0.0,66,,,,,,,11
20709,353,13,6,7,6,3.0,3,3,15.0,55,+30.868,10131678.0,44.0,4.0,1:50.502,182.928,1
1092,68,33,14,18,18,,R,20,0.0,37,,,35.0,22.0,1:45.356,186.259,20
3388,178,37,21,14,21,,R,19,0.0,30,,,,,,,6
10384,441,123,21,18,0,,F,24,0.0,0,,,,,,,81
4216,216,22,24,22,12,,R,12,0.0,33,,,,,,,5
12654,522,137,204,6,7,,R,15,0.0,32,,,,,,,5
9097,392,140,1,2,11,7.0,7,7,0.0,60,,,,,,,13
7704,8,6,3,17,5,11.0,11,11,0.0,60,+1:14.023,5043351.0,14.0,11.0,1:21.845,226.129,1
10561,448,158,51,23,17,13.0,13,13,0.0,65,,,,,,,60
11889,494,152,51,23,14,,R,16,0.0,19,,,,,,,27
