id,lgid,teamid,franchid,name,park
98,AL,SEA,SEA,Сиэтл Маринерс,Сафеко-филд
28,AA,PT1,PIT,Питтсбург Аллейз,Рекреационный парк
312,UA,SPU,STP,Сент-Пол Уайт Капс,
306,UA,CHU,CPI,Чикаго/Питтсбург (Уион-Лиги-Сотон),
291,NL,WAS,WSN,Вашингтон Нэшнлз,Национальная арена
11,AA,CL5,CBK,Клэнтон Икс,Рекреационный парк I
205,NL,CN1,CNR,Цинциннати Редс,Площадка «Авеню»
116,AL,WS2,TEX,Вашингтон Сенаторы,Стадион РФК
133,NA,BS1,BNA,Бостон Ред Стокингс,Южный конец I
103,AL,TEX,TEX,Техас Рейнджеры,Поле Ameriquest
289,NL,TRN,TRT,Тройцы,Стадион «Трой Балл»
148,NA,SL1,SLR,Сент-Луис Ред Стокингс,"Стадион ""Красный носки"""
149,NA,SL2,SNA,Сент-Луис Браун Стокингс,Парк Гранд-авеню
86,AL,NYA,NYY,Нью-Йорк Янкиз,Стадион Янки III
46,AL,BOS,BOS,Бостон Ред Сокс,Хинтон-авеню-грундс
144,NA,PH1,PNA,Филадельфийские Атлетики,Jefferson-улица-Grounds
84,AL,NYA,NYY,Нью-Йорк Янкиз,Стадион Янки I
245,NL,NYN,NYM,Нью-Йорк Метс,Поле IV
250,NL,PHI,PHI,Филадельфийские Филлис,Гражданский парк Бэнк
220,NL,IN1,IBL,Индианаполис Блюз,Парк на Южной улице
145,NA,PH2,PWS,Филадельфийские белые,Jefferson-улица-Grounds
38,AL,ANA,ANA,Анахайм Энджелс,Анахайм Арена
293,NL,WOR,WOR,Уорикские рубины,Уорикский водный парк
203,NL,CL4,CLV,Кливленд Спайдеры,Лига-парк I
190,NL,CHN,CHC,"Чикаго ""Белые стокинги""",Парк у озера I/Парк у озера II
41,AL,BAL,BAL,Балтимор Ориолс,Ориол Парк на Камден-Ярде
150,NA,TRO,TRO,Трой Хэймерс,Место для баранов
212,NL,FLO,FLA,Майами Мэрлинс,Стадион «Профессионал-плейер»
175,NL,BSN,ATL,Бостонские пчелы,Бравз Фирд
255,NL,PHI,PHI,Филадельфийские Флаерз,Филадельфийские бейсбольные площадки
9,AA,BS2,BRS,Бостон Редс,Конгресс-стрит-Гроундс
247,NL,PHI,PHI,Филадельфийские Блю Джайз,Шибе-Парк
187,NL,CHN,CHC,Чикаго Оранхлы,Западный парк II
227,NL,LS3,LOU,Луисвилл Колонелы,Экспо-парк I
52,AL,CHA,CHW,Чикаго Уайт Сокс,Южный парк II / Comiskey Park
280,NL,SLN,STL,Сент-Луис Кардиналс,Буш Стэдиум III
60,AL,CLE,CLE,Кливлендские индейцы,Прогрессивное поле
159,NL,BFN,BUF,Баффало Блю Джэкс,Олимпийский парк I
272,NL,SFN,SFG,Сан-Франциско Джайантс,"Парк ""Пач Белл"""
72,AL,LAA,ANA,Лос-Анджелес Энджелс,"Стадион ""Лэйн"""
303,UA,ALT,ALT,Альтона-Маунтин-Сити,
31,AA,SL4,STL,Сент-Луис Браун Стокингс,Парк Спортсмена I
188,NL,CHN,CHC,"Чикаго ""Белые стокинги""",23-я улица Грунты
181,NL,BSN,ATL,Бостонские разбойники,Южный конец земли III
297,PL,BSP,BRS,Бостон Редс,
260,NL,PIT,PIT,Питтсбург Пайрэтс,Экспозиционный парк/Форбс-филд
58,AL,CLE,CLE,Кливлендские индейцы,Лиге Парк II
279,NL,SLN,STL,Сент-Луис Кардиналс,Буш Стадиум II
