hofid,yearid,votedby,ballots,needed,votes,inducted,category
schanwa01h,1958,Объединение писателей-фантастов (BBWAA),266.0,200.0,8.0,Hello,Игрок
bailobo01h,1991,Объединение писателей-фантастов (BBWAA),443.0,333.0,0.0,Hello,Игрок
pennohe01h,1947,Объединение писателей-фантастов (BBWAA),161.0,121.0,86.0,Hello,Игрок
kaatji01h,1993,Объединение писателей-фантастов (BBWAA),423.0,318.0,125.0,Hello,Игрок
russeje01h,2002,Объединение писателей-фантастов (BBWAA),472.0,354.0,0.0,Hello,Игрок
bresnro01h,1939,Объединение писателей-фантастов (BBWAA),274.0,206.0,67.0,Hello,Игрок
mayle01h,1988,Объединение писателей-фантастов (BBWAA),427.0,321.0,3.0,Hello,Игрок
kellejo01h,1939,Объединение писателей-фантастов (BBWAA),274.0,206.0,1.0,Hello,Игрок
hackst01h,1958,Объединение писателей-фантастов (BBWAA),266.0,200.0,6.0,Hello,Игрок
cronijo01h,1947,Объединение писателей-фантастов (BBWAA),161.0,121.0,6.0,Hello,Игрок
altroni01h,1956,Объединение писателей-фантастов (BBWAA),193.0,145.0,1.0,Hello,Игрок
cepedor01h,1980,Объединение писателей-фантастов (BBWAA),385.0,289.0,48.0,Hello,Игрок
burdele01h,1979,Объединение писателей-фантастов (BBWAA),432.0,324.0,53.0,Hello,Игрок
planked01h,1945,Объединение писателей-фантастов (BBWAA),247.0,186.0,33.0,Hello,Игрок
faberre01h,1951,Объединение писателей-фантастов (BBWAA),226.0,170.0,8.0,Hello,Игрок
wanerll01h,1962,Объединение писателей-фантастов (BBWAA),160.0,120.0,5.0,Hello,Игрок
kellech01h,1960,Объединение писателей-фантастов (BBWAA),269.0,202.0,7.0,Hello,Игрок
jackstr01h,1955,Объединение писателей-фантастов (BBWAA),251.0,189.0,5.0,Hello,Игрок
marquru01h,1949,Объединение писателей-фантастов (BBWAA),153.0,115.0,4.0,Hello,Игрок
lombaer01h,1950,Объединение писателей-фантастов (BBWAA),168.0,126.0,3.0,Hello,Игрок
schalra01h,1955,Объединение писателей-фантастов (BBWAA),251.0,189.0,113.0,Hello,Игрок
pascuca02h,1977,Объединение писателей-фантастов (BBWAA),383.0,288.0,3.0,Hello,Игрок
santoro01h,1994,Объединение писателей-фантастов (BBWAA),456.0,342.0,150.0,Hello,Игрок
chancfr01h,1939,Объединение писателей-фантастов (BBWAA),274.0,206.0,158.0,Hello,Игрок
torrejo01h,1991,Объединение писателей-фантастов (BBWAA),443.0,333.0,41.0,Hello,Игрок
mcmilro01h,1973,Объединение писателей-фантастов (BBWAA),380.0,285.0,5.0,Hello,Игрок
barnero01h,1936,Ветераны,78.0,59.0,3.0,Hello,Игрок
