driverstandingsid,raceid,driverid,points,position,positiontext,wins
63785,339,4,37.0,2,2,1
46810,789,456,0.0,57,57,0
18432,362,103,0.0,27,27,0
65947,898,824,0.0,19,19,0
51202,703,417,0.0,44,44,0
5241,233,65,4.0,13,13,0
66729,905,8,17.0,12,12,0
22220,471,158,4.0,12,12,0
20194,412,174,0.0,16,16,0
59279,509,206,6.0,11,11,0
20189,412,163,11.0,7,7,0
13776,43,16,0.0,21,21,0
21006,435,178,0.0,35,35,0
21066,438,123,1.0,13,13,0
20245,414,137,47.0,3,3,3
49629,775,594,0.0,47,47,0
55760,601,315,0.0,47,47,0
61994,757,376,0.0,39,39,0
62098,759,475,2.0,16,16,0
62091,758,566,0.0,33,33,0
46294,796,626,0.0,46,46,0
21285,444,184,0.0,21,21,0
66667,902,16,0.0,16,16,0
50096,753,418,0.0,30,30,0
53467,641,349,0.0,36,36,0
18054,13,12,0.0,20,20,0
22356,475,192,1.0,23,23,0
58183,554,266,0.0,52,52,0
16037,325,152,0.0,38,38,0
45121,814,673,0.0,82,82,0
6809,290,92,0.0,14,14,0
54977,612,290,1.0,16,16,0
20738,427,137,13.0,6,6,1
55604,598,278,0.0,39,39,0
21496,450,176,1.0,20,20,0
55644,599,293,0.0,36,36,0
20274,414,112,0.0,23,23,0
65991,272,102,0.0,38,38,0
46371,797,652,0.0,70,70,0
18001,11,2,6.0,13,13,0
22541,480,173,23.0,6,6,1
50032,752,456,0.0,68,68,0
54478,648,280,7.0,8,8,0
22951,489,177,0.0,22,22,0
43538,838,803,0.0,66,66,0
48139,740,453,0.0,17,17,0
12456,92,23,7.0,7,7,0
67118,929,833,0.0,18,18,0
54192,628,317,0.0,31,31,0
11015,222,55,36.0,4,4,0
5293,236,57,23.0,5,5,0
19882,402,137,73.0,1,1,3
44994,812,619,0.0,36,36,0
16272,332,102,72.0,1,1,6
20520,423,112,0.0,19,19,0
56304,586,222,19.0,6,6,1
44149,817,725,0.0,17,17,0
58328,557,229,0.0,29,29,0
62439,763,556,0.0,43,43,0
21394,448,123,5.0,14,14,0
5231,233,64,1.0,15,15,0
10957,220,78,1.0,19,19,0
5214,232,69,0.0,21,21,0
65181,869,10,0.0,21,21,0
58704,520,212,0.0,24,24,0
11995,135,15,4.0,10,10,0
5156,230,71,43.0,1,1,4
9527,281,100,0.0,21,21,0
65575,882,820,0.0,22,22,0
12112,108,15,4.0,5,5,0
51778,804,671,0.0,65,65,0
62240,761,479,23.0,2,2,2
22151,469,192,0.0,22,22,0
43653,826,660,0.0,22,22,0
44790,809,513,0.0,16,16,0
55773,601,172,0.0,42,42,0
66672,902,813,0.0,20,20,0
49094,768,558,0.0,27,27,0
56358,587,283,0.0,44,44,0
67822,958,838,1.0,18,18,0
47433,783,617,0.0,28,28,0
5356,238,21,0.0,19,19,0
64489,846,814,2.0,16,16,0
57609,540,207,64.0,1,1,6
44730,808,696,0.0,9,9,0
59301,509,140,0.0,34,34,0
17935,6,4,11.0,7,7,0
