qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
6217,915,18,1,22,4,1:39.560,1:39.381,1:39.121
1736,199,50,24,19,15,1:26.948,,
2139,229,22,17,11,6,1:21.504,,
6223,915,818,5,25,10,1:40.354,1:39.929,1:40.020
1895,210,50,25,18,21,1:27.428,,
4382,106,23,3,4,2,1:34.032,,
3631,349,15,205,18,18,2:01.491,,
310,33,8,6,1,2,1:18.160,1:17.733,1:18.644
5022,862,4,6,5,9,1:36.292,1:35.982,1:36.622
5756,895,807,15,11,7,1:32.465,1:31.848,1:31.644
6892,957,154,210,8,13,1:32.283,1:32.050,
2684,261,87,25,4,11,1:23.981,,
4174,94,18,16,9,14,1:17.575,,
5011,861,819,206,25,22,1:41.250,,
4047,122,30,6,1,7,1:12.194,,
5479,881,813,3,16,16,1:37.867,,
7292,976,825,210,20,13,1:44.029,1:43.796,
6312,926,20,6,5,4,1:29.307,1:27.742,1:27.757
2207,241,55,6,27,6,1:54.637,,
6619,942,831,15,12,17,2:03.194,,
2033,224,57,1,7,5,1:34.054,,
6769,951,837,209,88,21,1:39.463,,
3254,14,9,2,5,9,1:47.615,1:46.813,1:49.514
4202,96,11,16,10,2,1:28.986,,
7179,970,839,10,31,20,1:35.496,,
5535,884,13,6,4,6,1:22.492,1:21.978,1:21.219
3883,114,8,1,6,2,1:15.295,,
4445,72,23,7,17,5,1:33.106,1:35.901,
1610,175,44,20,18,20,1:35.068,,
5436,879,808,207,21,19,1:17.073,,
967,63,23,7,7,5,1:15.949,1:15.625,1:16.091
5801,897,13,6,4,8,1:41.254,1:40.989,1:41.015
6672,945,832,5,55,10,1:42.911,1:42.482,1:42.708
7217,972,836,15,94,18,1:37.332,,
374,36,21,4,3,6,1:27.270,1:25.944,1:27.634
1843,208,65,15,16,13,1:17.409,,
6589,941,807,10,27,6,1:39.250,1:38.727,1:38.659
2202,241,14,3,6,1,1:53.241,,
6878,956,828,15,9,21,1:08.418,,
4919,858,20,9,1,1,1:40.478,1:38.516,1:38.481
1396,89,27,18,21,18,1:39.105,,
707,51,9,2,10,9,1:36.309,1:36.116,1:38.472
6688,948,13,3,19,6,1:25.918,1:25.644,1:25.458
6302,918,807,10,27,12,1:42.444,1:42.384,
7181,971,1,131,44,2,1:30.814,1:29.535,1:28.792
3625,349,3,131,4,12,1:54.826,1:47.885,
6737,950,13,3,19,11,1:38.016,1:37.347,
7087,966,18,1,22,13,1:21.333,1:20.673,
7058,965,20,6,5,6,1:37.151,1:36.462,1:36.358
2486,252,57,1,8,13,1:23.064,,
4709,848,18,1,4,6,1:39.453,1:37.749,1:37.645
618,47,3,3,16,8,1:28.275,1:27.750,1:28.501
922,61,15,7,8,4,1:16.455,1:15.506,1:15.968
1456,125,44,16,12,18,1:38.390,,
4684,847,1,1,3,5,1:14.114,1:13.926,1:13.565
5151,867,17,9,2,19,1:40.395,,
3897,114,52,17,12,16,1:17.452,,
1083,68,26,5,21,11,1:46.222,1:45.851,
761,53,33,13,18,19,1:35.900,,
3874,113,43,7,21,13,1:10.834,,
856,58,13,6,6,4,1:16.359,1:15.245,1:15.442
4200,95,46,18,20,20,1:20.115,,
5227,870,39,164,23,24,1:26.178,,
4177,94,13,15,12,17,1:17.866,,
2488,252,63,25,4,15,1:23.936,,
508,42,15,7,12,8,1:13.186,1:12.828,1:13.789
4972,860,3,131,8,7,1:26.763,1:25.469,1:25.686
5161,868,8,208,9,6,1:47.309,1:56.469,1:53.290
3425,341,4,6,8,4,1:21.957,1:21.549,1:20.937
2157,230,35,3,6,2,1:21.084,,
3797,108,43,7,21,16,1:29.538,,
3337,337,24,10,15,12,1:55.628,1:55.623,
3065,4,7,5,11,20,1:34.159,,
1171,78,2,3,8,13,1:17.081,,
3316,17,8,6,4,11,1:41.100,1:40.726,
5405,878,18,1,3,12,1:37.565,1:37.616,
6071,908,824,206,17,12,1:41.169,1:38.709,
767,54,3,3,10,3,1:35.105,1:34.563,1:34.626
