targetid,raceid,driverid,win
17071,305,55,0
15983,324,118,0
16240,331,103,0
43358,836,770,0
56507,560,275,0
66037,257,102,0
55182,617,331,0
11917,132,37,0
48379,745,433,0
66705,904,822,0
17171,308,94,0
65263,872,39,0
18436,363,127,0
5320,237,73,0
3199,164,18,0
46625,787,547,0
5224,233,56,0
21600,453,158,0
13628,36,19,0
17618,320,94,0
55389,593,231,0
13169,68,34,0
43259,835,686,0
53581,669,289,1
56618,564,235,0
68214,971,835,0
3340,170,63,0
52008,806,680,0
20051,408,77,0
12749,105,17,0
66956,915,815,0
43331,836,741,0
63372,719,385,0
49621,775,509,0
10388,248,79,0
19579,391,123,0
63638,727,278,0
53230,635,280,0
45047,813,521,0
43812,828,775,0
49683,746,439,0
10911,218,55,0
12930,58,21,0
67273,937,832,0
62049,758,483,0
23161,493,118,0
17111,306,123,0
17420,315,138,0
52080,807,679,0
4499,201,22,0
68200,971,830,0
12271,117,31,0
57573,539,203,0
19969,405,137,0
54123,626,207,0
44793,809,797,0
46598,786,612,0
16338,333,81,0
52859,689,262,0
21594,453,193,0
65925,897,824,0
51003,718,428,0
50931,716,408,0
62031,757,525,0
65068,865,154,0
48516,733,341,0
22285,473,192,0
19079,375,140,0
57668,541,172,0
64808,856,10,0
22496,479,163,0
50160,753,486,0
12139,110,49,0
53748,674,328,1
12329,119,51,0
18416,362,114,0
58946,498,163,0
49133,769,456,0
44066,832,704,0
56251,585,231,0
4566,204,55,0
53267,636,345,0
47352,782,556,0
49448,773,589,0
54300,631,199,0
10670,208,14,0
57389,534,178,0
62011,757,538,0
22350,475,152,0
19740,397,77,0
64244,353,17,0
20849,431,102,0
68192,970,817,0
49482,773,536,0
13881,48,13,0
46854,790,520,0
48202,742,437,0
19096,375,141,0
45129,814,521,0
19033,373,165,0
45019,813,657,0
66151,261,79,0
