constructorresultsid,raceid,constructorid,points,status
1284,141,16,0.0,
4746,398,25,0.0,
14358,860,6,10.0,
2039,209,20,0.0,
6422,510,3,15.0,
11295,670,195,1.0,
3740,332,25,1.0,
853,99,19,0.0,
4392,376,35,0.0,
2981,287,17,3.0,
12503,601,63,0.0,
1972,203,24,0.0,
1539,164,20,0.0,
1009,115,3,14.0,
4531,384,25,0.0,
6172,493,51,0.0,
2536,253,15,0.0,
3251,305,18,0.0,
9894,757,107,8.0,
13863,524,62,0.0,
4161,364,44,0.0,
627,76,9,0.0,
2384,241,28,0.0,
14837,902,206,0.0,
14598,880,9,23.0,
14921,910,131,27.0,
13047,569,57,0.0,
3232,304,22,10.0,
1399,151,22,0.0,
2766,270,31,0.0,
12807,584,73,2.0,
4873,407,6,0.0,
6303,501,45,0.0,
2561,256,3,10.0,
13295,553,67,0.0,
4404,377,3,0.0,
13396,527,54,0.0,
5289,437,27,2.0,
12494,600,77,0.0,
2339,237,3,0.0,
3978,16,5,2.0,
11891,637,63,2.0,
5939,479,54,0.0,
1252,138,4,5.0,
12870,588,64,2.0,
12383,593,58,0.0,
3871,5,10,0.0,
4571,386,44,0.0,
11586,666,66,1.0,
4750,398,21,0.0,
4565,386,27,0.0,
15263,953,131,31.0,
5438,447,6,4.0,
1501,161,6,4.0,
5722,465,50,0.0,
2119,217,15,4.0,
13499,533,59,3.0,
14408,864,131,6.0,
1768,185,22,0.0,
12126,627,37,4.0,
1067,120,17,0.0,
14135,841,10,3.0,
3703,330,32,2.0,
15132,938,1,0.0,
12276,613,6,0.0,
13729,516,56,0.0,
14691,888,5,0.0,
6084,488,34,0.0,
11206,684,11,1.0,
11192,682,183,0.0,
913,105,15,3.0,
1202,133,1,0.0,
14973,914,206,0.0,
3741,332,22,0.0,
11573,664,66,0.0,
2961,285,32,0.0,
2715,267,22,4.0,
14772,897,9,43.0,
6222,496,25,0.0,
15356,961,210,0.0,
1349,147,1,2.0,
14927,910,206,0.0,
5863,475,3,6.0,
2361,239,29,0.0,
2940,284,3,14.0,
6488,514,56,0.0,
520,66,3,0.0,
3823,1,23,18.0,
13366,558,57,2.0,
560,70,4,11.0,
1329,145,15,1.0,
13034,569,1,9.0,
12825,585,6,0.0,
13466,531,4,0.0,
14758,895,3,0.0,
15442,969,3,8.0,
10059,754,170,0.0,
2486,249,1,0.0,
15453,970,210,4.0,
4551,385,45,0.0,
14558,876,206,0.0,
