constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
20941,668,170,0.0,14,14,0
24021,514,1,4.0,5,5,0
23159,544,37,0.0,10,10,0
23573,534,4,0.0,15,15,0
1558,168,16,12.0,5,5,0
5784,156,20,4.0,9,9,0
5814,125,16,0.0,9,9,0
692,84,6,86.0,3,3,1
7874,334,22,47.0,4,4,0
25533,258,32,0.0,9,9,0
1479,161,6,43.0,1,1,3
26096,915,131,565.0,1,1,13
8879,361,27,2.0,12,12,0
20462,706,176,1.0,8,8,0
24086,518,27,46.0,2,2,3
25702,270,18,5.0,10,10,0
23998,513,25,3.0,4,4,0
8593,5,1,13.0,4,4,0
1550,167,20,0.0,11,11,0
3279,291,18,0.0,9,9,0
7775,328,42,0.0,18,18,0
8296,308,3,12.0,3,3,0
20951,669,187,8.0,2,2,0
2183,203,22,32.0,4,4,0
8316,309,29,0.0,17,17,0
7685,324,34,2.0,7,7,0
20823,685,183,2.0,11,11,0
10297,440,45,0.0,13,13,0
20138,716,183,21.0,4,4,1
10749,468,1,10.0,2,2,0
8921,363,35,8.0,6,6,0
6076,117,7,5.0,9,9,0
8990,366,39,1.0,15,15,0
5182,251,17,14.0,7,7,0
10946,479,53,0.0,16,16,0
9911,420,32,4.0,3,3,0
9643,401,39,0.0,13,13,0
22534,581,32,6.0,6,6,0
23720,542,25,38.0,4,4,1
9173,373,21,3.0,5,5,0
26620,962,1,54.0,6,6,0
20824,685,184,0.0,14,14,0
23550,533,34,22.0,4,4,0
24378,348,9,312.0,1,1,6
22734,584,202,3.5,8,8,0
3387,297,25,4.0,7,7,0
5689,147,3,18.0,3,3,1
8868,360,44,0.0,20,20,0
25472,221,25,2.0,10,10,0
19028,746,167,3.0,3,3,0
20736,679,170,6.0,2,2,0
26599,960,15,0.0,11,11,0
24359,346,5,10.0,9,9,0
22446,604,79,0.0,16,16,0
21077,677,190,0.0,12,12,0
9208,375,32,9.0,3,3,0
9019,368,27,3.0,14,14,0
10050,426,6,50.0,1,1,1
3401,298,34,0.0,14,14,0
2534,234,28,0.0,11,11,0
7804,330,41,6.0,6,6,0
9817,413,25,5.0,7,7,0
23281,552,57,1.0,11,11,0
21022,674,6,28.0,3,3,1
26058,911,15,0.0,10,10,0
6402,60,7,8.0,7,7,0
8643,7,1,13.0,5,5,0
24263,339,5,2.0,8,8,0
26262,938,3,188.0,3,3,0
8387,313,18,3.0,8,8,0
6176,93,18,0.0,10,10,0
19518,730,172,6.0,4,4,0
22721,583,25,19.0,4,4,1
25705,270,31,0.0,13,13,0
701,85,4,144.0,1,1,7
18891,761,101,0.0,10,10,0
24566,844,4,42.0,4,4,0
11397,504,56,9.0,6,6,0
19924,728,172,54.0,1,1,7
10748,468,3,8.0,3,3,0
24513,75,7,40.0,2,2,0
8563,3,1,8.0,4,4,0
18879,760,101,0.0,10,10,0
10969,481,3,55.0,4,4,1
191,35,11,14.0,9,9,0
9685,404,32,6.0,3,3,0
19051,748,106,0.0,9,9,0
5964,139,18,2.0,9,9,0
23375,557,56,11.0,9,9,0
11179,491,54,1.0,13,13,0
6125,122,17,13.0,9,9,1
9789,411,32,36.0,3,3,2
6248,101,4,85.0,2,2,1
1576,169,15,6.0,7,7,0
2202,205,3,35.0,3,3,0
6196,95,18,0.0,10,10,0
10412,448,21,6.0,9,9,0
