country,name,percentage
FALK,English,100.0
AXA,English,100.0
SLO,Slovenian,91.0
UZB,Russian,14.2
CAYM,English,95.0
FGU,French,100.0
SRB,Roma,1.1
AG,English,100.0
LB,English,20.0
NEP,Nepali,100.0
B,Dutch,56.0
GE,Georgian,71.0
N,Norwegian,100.0
AZ,Armenian,2.0
NA,Papiamento,65.4
BDS,English,100.0
WAFU,Wallisian,58.9
MK,Macedonian,70.0
MACX,Portuguese,4.0
PK,Punjabi,48.0
PK,Brahui,1.0
MNE,Bosnian,5.5
IS,Icelandic,100.0
HONX,English,3.2
J,Japanese,100.0
RH,French,10.0
GUAM,Chamorro,22.2
NMIS,Other Pacific Island Languages,9.5
MOC,Portuguese,100.0
AUS,English,100.0
NA,Creole,1.6
CO,Spanish,100.0
AMSA,Tongan,2.4
CAYM,Spanish,3.2
TM,Turkmen,72.0
STP,Portuguese,100.0
PK,Balochi,3.0
CL,Tamil,18.0
PK,Urdu,8.0
ARM,Armenian,96.0
NIC,Spanish,100.0
GE,Azeri,6.0
MYA,Burmese,100.0
GE,Armenian,7.0
SRB,Serbian,88.3
NA,Spanish,6.1
H,Hungarian,98.2
ARM,Russian,2.0
IND,Hindi,30.0
SF,Finnish,93.5
MK,Turkish,3.0
C,Spanish,100.0
E,Basque,2.0
AFG,Turkic,11.0
AMSA,English,2.9
IR,Turkic,26.0
E,Catalan,17.0
UZB,Tajik,4.4
DOM,Spanish,100.0
CH,Romansch,1.0
GCA,Indian,40.0
MNG,Khalkha Mongol,90.0
IR,Kurdish,9.0
E,Galician,7.0
IR,Arabic,1.0
AFG,Pashtu,35.0
A,German,100.0
GUAM,English,38.3
IR,Luri,2.0
NAM,German,32.0
GUAM,Phillipine Languages,22.2
S,Swedish,100.0
IR,Turkish,1.0
F,French,100.0
NA,English,15.9
PNG,English,1.0
KN,English,100.0
GCA,Spanish,60.0
SRB,Bosnian,1.8
P,Portuguese,100.0
TM,Russian,12.0
MK,Albanian,21.0
FPOL,French,61.1
HONX,Chinese,95.6
PK,Siraiki,10.0
YE,Arabic,100.0
CH,French,18.0
PK,Pashtu,8.0
MNE,Serbian,63.6
PA,English,14.0
AZ,Azeri,89.0
MK,Serbian,3.0
B,French,32.0
MNE,Montenegrin,22.0
GUAD,French,99.0
FPOL,Polynesian,31.4
RSM,Italian,100.0
SRB,Hungarian,3.8
AZ,Russian,3.0
BVIR,English,100.0
IR,Balochi,1.0
HR,Serbo-Croatian,96.0
