name,country,population,area,capital,capprov
Samoa,WS,214384,,Apia,Samoa
Bolu,TR,536869,11051.0,Bolu,Bolu
Amazonas,YV,94590,175750.0,Puerto Ayacucho,Amazonas
Camaguey,C,723000,15990.0,Camaguey,Camaguey
Valencia,E,3909047,23255.0,Valencia,Valencia
Tabasco,MEX,1748769,24661.0,Villahermosa,Tabasco
Kirikkale,TR,349396,4365.0,Kirikkale,Kirikkale
Uruguay,ROU,3238952,,Montevideo,Uruguay
Limon,CR,237183,9189.0,Limon,Limon
Vaupes,CO,26178,65268.0,Mitu,Vaupes
South Australia,AUS,1474000,984377.0,Adelaide,South Australia
Szolnok,H,420900,5608.0,Szolnok,Szolnok
Timis,RO,726000,8692.0,Timisoara,Timis
Batys Qazaqstan,KAZ,669800,151300.0,Oral,Batys Qazaqstan
Kharkivska,UA,3194800,31400.0,Kharkiv,Kharkivska
Gotland,S,57383,3140.0,Visby,Gotland
Heilongjiang,TJ,36720000,469000.0,Harbin,Heilongjiang
Szeged (munic.),H,178500,145.0,Szeged,Szeged (munic.)
Ahal,TM,416400,0.0,Ashgabat,Ahal
Wallis and Futuna,WAFU,15289,,Mata-Utu,Wallis and Futuna
Lappia,SF,195000,,Rovaniemi,Lappia
Uppsala,S,273918,6989.0,Uppsala,Uppsala
Tottori,J,614929,3494.0,Tottori,Tottori
Malanje,ANG,892000,87246.0,Malanje,Malanje
Balikesir,TR,973314,14292.0,Balikesir,Balikesir
Morocco,MA,29779156,,Rabat,Morocco
Portuguesa,YV,720865,15200.0,Guanare,Portuguesa
Baranya,H,417100,4487.0,Pecs,Pecs (munic.)
Krosnienskie,PL,500700,5702.0,Krosno,Krosnienskie
Tambacounda,SN,370000,59602.0,Tambacounda,Tambacounda
Yamanashi,J,881996,4463.0,Kofu,Yamanashi
Qyzylorda,KAZ,606100,226000.0,Qyzylorda,Qyzylorda
Gorj,RO,388000,5641.0,Tirgu Jiu,Gorj
Kaliskie,PL,715600,6512.0,Kalisz,Kaliskie
New South Wales,AUS,6115100,801428.0,Sydney,New South Wales
Missouri,USA,5402058,180514.0,Jefferson City,Missouri
Sao Tome and Principe,STP,144128,,Sao Tome,Sao Tome and Principe
Berkshire,GB,752500,1259.0,Reading,Berkshire
Gilan,IR,2204047,14709.0,Rasht,Gilan
Rogaland,N,323365,,Stavanger,Rogaland
Liberia,LB,2109789,,Monrovia,Liberia
Umm al Qaywayn,UAE,29000,750.0,,
Gaziantep,TR,1140594,7642.0,Gaziantep,Gaziantep
Louisiana,USA,4351769,123677.0,Baton Rouge,Louisiana
Kiribati,KIR,80919,,Tarawa,Kiribati
Permskaya oblast,R,3009400,160600.0,Perm,Permskaya oblast
Andaman and Nicobar Is.,IND,280661,8249.0,Port Blair,Andaman and Nicobar Is.
Cambodia,K,10861218,,Phnom Penh,Cambodia
Hidalgo,MEX,2112473,20987.0,Pachuca de Soto,Hidalgo
Distrito Federal,YV,2279677,1930.0,Caracas,Distrito Federal
Dhytiki Ellas,GR,702027,11350.0,Patrai,Dhytiki Ellas
Tabora,EAT,1036300,76151.0,Tabora,Tabora
Tolna,H,251000,3702.0,Szekszard,Tolna
Halland,S,257874,5454.0,Halmstad,Halland
Kalmar,S,241883,11170.0,Kalmar,Kalmar
BL,CH,252331,517.0,Liestal,BL
Mauritania,RIM,2336048,,Nouakchott,Mauritania
Shetland,GB,22000,1466.0,Lerwick,Shetland
Est,CAM,517200,109011.0,Bertoua,Est
Paraguay,PY,5504146,,Asuncion,Paraguay
Sankt Peterburg,R,4801500,0.0,Sankt Peterburg,Sankt Peterburg
Bedfordshire,GB,534300,1235.0,Bedford,Bedfordshire
Jujuy,RA,512329,53219.0,San Salvador de Jujuy,Jujuy
Bulgaria,BG,8612757,,Sofia,Bulgaria
Guadeloupe,GUAD,407768,,Basse-Terre,Guadeloupe
Barinas,YV,519197,35200.0,Barinas,Barinas
Hubei,TJ,57190000,187400.0,Wuhan,Hubei
