country,name,percentage
GNB,Muslim,30.0
NEP,Muslim,3.0
RP,Protestant,9.0
UAE,Muslim,96.0
ANG,Roman Catholic,38.0
GAZA,Muslim,98.7
NZ,Baptist,2.0
BRN,Muslim,100.0
TUCA,Methodist,16.0
ZRE,Kimbanguist,10.0
SN,Muslim,92.0
MK,Muslim,30.0
NZ,Protestant,3.0
SK,Christian Orthodox,4.1
VIRG,Roman Catholic,34.0
SME,Roman Catholic,22.8
G,Christian,55.0
MNE,Christian Orthodox,74.2
ZRE,Protestant,20.0
DK,Roman Catholic,2.0
CDN,United Church,12.0
KWT,Muslim,85.0
RG,Muslim,85.0
DZ,Muslim,99.0
S,Protestant,94.0
F,Protestant,2.0
XMAS,Muslim,25.0
BRU,Muslim,63.0
TUV,Seventh-Day Adventist,1.4
J,Buddhist,84.0
COOK,Christian,100.0
RA,Roman Catholic,90.0
TT,Protestant,14.0
RL,Muslim,70.0
RA,Protestant,2.0
TCH,Christian,25.0
TAD,Muslim,85.0
BS,Roman Catholic,19.0
AXA,Roman Catholic,5.7
IRQ,Christian,3.0
I,Roman Catholic,98.0
TUV,Bahai,1.0
USA,Jewish,2.0
GUAD,Roman Catholic,95.0
PA,Roman Catholic,85.0
IND,Sikh,2.0
GAZA,Christian,0.7
BZ,Roman Catholic,62.0
RCB,Muslim,2.0
RCB,Christian,50.0
NIUE,Mormon,10.0
RG,Christian,8.0
THA,Muslim,3.8
RO,Christian Orthodox,70.0
THA,Christian,0.5
MART,Hindu,5.0
PR,Protestant,15.0
JOR,Christian,8.0
WS,Christian,99.7
GBZ,Roman Catholic,74.0
KAZ,Protestant,2.0
DZ,Christian,0.5
MW,Protestant,55.0
NORF,Anglican,39.0
SLB,Seventh-Day Adventist,10.0
SLB,Anglican,34.0
NL,Protestant,25.0
AMSA,Christian Congregationalist,50.0
SK,Roman Catholic,60.3
TR,Muslim,99.8
HONX,Christian,10.0
RC,Christian,4.5
IND,Hindu,80.0
NZ,Methodist,5.0
BOL,Roman Catholic,95.0
L,Jewish,3.0
IND,Buddhist,0.7
NL,Roman Catholic,34.0
NAM,Protestant,50.0
ET,Coptic Christian,6.0
ANG,Protestant,15.0
RL,Christian,30.0
COM,Roman Catholic,14.0
SRB,Roman Catholic,5.5
CAYM,Roman Catholic,11.0
COCO,Muslim,80.0
IND,Jains,0.5
E,Roman Catholic,99.0
L,Roman Catholic,97.0
IR,Bahai,1.0
CV,Roman Catholic,100.0
VU,Roman Catholic,15.0
BHT,Hindu,25.0
PNG,Presbyterian,8.0
BS,Baptist,32.0
ROK,Chondogyo,0.2
BG,Roman Catholic,0.7
BVIR,Roman Catholic,10.0
RM,Muslim,7.0
WAN,Muslim,50.0
HR,Muslim,1.2
HR,Christian Orthodox,11.1
BIH,Muslim,40.0
VU,Church Christ,3.8
FPOL,Roman Catholic,30.0
N,Roman Catholic,1.0
RCH,Roman Catholic,89.0
ROU,Protestant,2.0
BDS,Protestant,67.0
RWA,Muslim,1.0
SRB,Muslim,3.2
H,Protestant,25.0
AXA,Protestant,30.2
WAG,Muslim,90.0
SYR,Christian,10.0
RP,Buddhist,3.0
GE,Armenian Apostolic,8.0
ROK,Confucianism,3.0
KIR,Protestant,40.9
V,Roman Catholic,100.0
PNG,Seventh-Day Adventist,1.0
SLO,Muslim,1.0
IND,Muslim,14.0
RCA,Muslim,15.0
NIUE,Roman Catholic,7.2
RP,Roman Catholic,83.0
DJI,Christian,6.0
AZ,Muslim,93.4
BERM,Roman Catholic,15.0
GQ,Roman Catholic,100.0
SD,Christian,60.0
DOM,Roman Catholic,95.0
GNB,Christian,5.0
K,Buddhist,95.0
