country,name,percentage
ETH,Oromo,40.0
GE,Abkhaz,1.8
D,Polish,0.4
STP,Europeans,100.0
FALK,,31.5
CV,Creole,71.0
UZB,Kazak,4.1
MAL,Malay,59.0
FL,Alemannic,95.0
TAD,Uzbek,25.0
MACX,Portuguese,3.0
IRQ,Arab,75.0
JA,Afro-East Indian,3.0
BEN,African,99.0
PITC,Bounty,100.0
IR,Gilaki Mazandarani,8.0
PR,Black,8.0
ARM,Russian,2.0
SRB,Roma,1.4
KIR,Micronesian,100.0
HONX,Filipino,1.6
EAK,Kisii,6.0
MH,Micronesian,100.0
NAU,Pacific Islander,26.0
RC,Taiwanese,84.0
IR,Arab,3.0
THA,Chinese,14.0
R,Bashkir,0.9
BVIR,Indian,3.4
IRQ,Assyrian,5.0
K,Vietnamese,5.0
SUD,Beja,6.0
MK,Macedonian,65.0
BZ,Creole,30.0
MC,French,47.0
WL,East Indian,3.2
Z,African,98.7
CDN,British Isles,40.0
EW,Ukrainian,3.2
HONX,Indonesian,1.3
AZ,Azeri,90.0
CAM,Kirdi,11.0
ER,Saho,3.0
SME,Hindustani,37.0
BDS,European,4.0
HR,Hungarian,0.5
IRQ,Kurdish,15.0
TM,Russian,9.8
EAU,Batobo,3.0
BZ,Maya,11.0
SK,Slovak,85.7
CZ,Polish,0.6
SLO,Croat,3.0
GB,Irish,2.4
MK,Serb,2.0
TN,Jewish,1.0
GUY,East Indian,51.0
ARM,Azeri,3.0
TM,Kazak,2.0
ER,Afar,4.0
WL,African,90.3
KGZ,German,2.4
EAU,Bunyoro,3.0
BRN,Bahraini,63.0
RB,Batswana,95.0
MA,Arab-Berber,99.1
PY,Amerindians,5.0
MYA,Rakhine,4.0
EAK,Arab,1.0
EAK,Kikuyu,22.0
PR,Asian,0.4
VN,Chinese,3.0
AXA,Mulatto,4.6
SLB,Chinese,0.3
TAD,Tajik,64.9
TAD,Russian,3.5
PL,Byelorussian,0.5
SN,Wolof,36.0
LV,Latvian,51.8
SLO,Slovene,91.0
IR,Azerbaijani,24.0
SME,Amerindian,2.6
PR,Amerindian,0.4
KAZ,Ukrainian,5.2
WAFU,Polynesian,100.0
IR,Lur,2.0
WG,African,100.0
EW,Byelorussian,1.8
UA,Jewish,1.0
AFG,Hazara,19.0
WS,Europeans,0.4
SK,Polish,0.1
GE,Armenian,8.1
CI,Malinke,11.0
EAU,Iteso,8.0
JOR,Arab,98.0
WS,Euronesians,7.0
KAZ,Russian,37.0
GUAM,Filipino,26.3
EW,Russian,30.3
BG,Armenian,0.3
CI,Baoule,23.0
BY,Byelorussian,77.9
MD,Moldavian/Romanian,64.5
SME,Javanese,15.3
AXA,White,3.7
FGU,Amerindian,12.0
KOS,Albanian,88.0
