name,islands,area,height,type,longitude,latitude
Ameland,Westfriesische Inseln,57.6,,,5.75,53.5
Sao Tome,,859.0,2024.0,volcanic,6.6,0.2
Corse,,8680.0,2706.0,,8.4,41.4
Sulawesi,Sunda Islands,189216.0,3455.0,volcanic,120.3,-2.1
Bishop Rock,Scilly Islands,,,,-6.3,50.0
Grande-Terre,Lesser Antilles,589.0,,volcanic,-61.4,16.3
Grand Comoro,Comores,1148.0,,,43.4,-11.7
Saint Helena,,122.0,,volcanic,-5.44,-15.56
Antigua,Lesser Antilles,281.0,400.0,,-61.8,17.05
St. Martin,Lesser Antilles,87.0,411.0,,-63.1,18.1
North Uist,Outer Hebrides,303.0,,,-7.1,57.4
Corvo,Azores,17.5,718.0,volcanic,-31.1,39.7
Seeland,,7439.0,,,12.0,55.3
Langeoog,Ostfriesische Inseln,20.0,5.0,,7.5,53.65
Barra,Outer Hebrides,91.0,,,-7.7,57.0
Tutuila,Samoan Islands,135.0,,volcanic,-170.42,-14.16
Upolu,Samoan Islands,1125.0,1158.0,volcanic,-171.75,-13.9
Tristan Da Cunha,,104.0,,volcanic,-12.3,-37.1
Batam,Sunda Islands,415.0,,,104.05,1.1
Grande Terre,New Caledonia,16372.0,1628.0,,166.27,-22.16
Bonaire,Lesser Antilles,288.0,,,-68.3,12.2
Salina,Lipari Islands,26.8,962.0,volcanic,14.9,38.6
Saint Lucia,Lesser Antilles,616.0,950.0,volcanic,-60.5,14.0
Futuna,Futuna Islands,64.0,,,-178.1,-14.3
Fuenen,,2976.0,,,10.25,55.35
Long Island,,3566.0,,,-73.3,40.8
Niue,,260.0,67.0,coral,-169.55,-19.01
Cuba,Greater Antilles,105806.0,1974.0,,-79.0,22.0
New Providence,Bahama Islands,207.0,,,-77.4,25.0
Usedom,,445.0,,,14.1,53.9
Osterinsel,,163.0,,volcanic,-109.35,-27.1
Gran Canaria,Canares,1560.0,1949.0,volcanic,-15.6,28.0
Male,Maldives,2.74,1.0,atoll,72.0,2.0
Kavaratti,Laccadives,6.0,2.0,,72.6,10.6
Sicilia,,25462.0,3323.0,,14.0,37.0
Fongafale,Ellice Islands,2.8,,atoll,179.1,-8.5
Niihau,Hawaii Islands,178.0,381.0,,-160.1,21.9
Majuro,Marshall Islands,9.2,,atoll,171.4,7.1
Maui,Hawaii Islands,1883.0,3055.0,,-156.3,20.7
Ambon,Moluccan Islands,775.0,1225.0,,128.2,-3.7
Samar,Phillipines,13080.0,,,125.1,12.0
Sri Lanka,,65610.0,,,80.0,7.0
Lewis and Harris,Outer Hebrides,2170.0,,,-6.8,57.9
Barbados,Lesser Antilles,430.0,336.0,lime,-59.3,13.0
South Ronaldsay,Orkney Islands,50.0,,,-3.1,58.6
Sumatra,Sunda Islands,473000.0,3805.0,,102.0,0.0
Bahrain,,620.0,135.0,,50.5,26.0
Anjouan,Comores,424.0,,,44.35,-12.2
Mallorca,Baleares,3618.0,1445.0,,3.0,39.3
Saint Thomas,Lesser Antilles,31.0,,,-64.9,18.3
Banks Island,Canadian Arctic Islands,70028.0,,,-122.1,72.85
Flores,Azores,143.0,914.0,volcanic,-31.2,39.5
Madeira,Madeira,794.0,1861.0,volcanic,-16.0,31.0
Vanua Levu,Fiji Islands,5500.0,,volcanic,179.25,-16.35
Lombok,Sunda Islands,4725.0,3726.0,volcanic,116.5,-8.4
New Guinea,,786000.0,4884.0,,142.0,-5.0
South Uist,Outer Hebrides,320.0,,,-7.2,57.2
Reunion,,2510.0,3069.0,volcanic,55.5,-20.9
Tobago,Lesser Antilles,301.0,576.0,,-60.7,11.25
Saint Kitts,Lesser Antilles,164.0,1156.0,volcanic,-62.75,17.3
Basse-Terre,Lesser Antilles,848.0,1467.0,volcanic,-61.8,16.15
Viti Levu,Fiji Islands,10429.0,,volcanic,178.0,-17.8
San Miguel Island,Californian Channel Islands,37.0,259.0,,-120.4,33.0
Jersey,Channel Islands,117.0,,,-2.1,49.2
Rota,Mariana Islands,85.0,495.0,,145.2,15.15
Bornholm,,588.0,162.0,,14.9,55.1
Svalbard,Svalbard,39044.0,1717.0,,18.2,78.9
Fehmarn,,185.0,27.2,,11.2,54.4
Saint Pierre,,26.0,,,-56.0,47.0
Negros,Phillipines,13328.0,2435.0,,123.0,10.0
West Falkland,Falkland Islands,4532.0,700.0,,-60.1,-51.8
Martinique,Lesser Antilles,1128.0,1397.0,volcanic,-61.0,14.6
Gozo,Malta,67.0,176.0,,14.3,36.05
Cebu,Phillipines,5088.0,1000.0,,123.8,10.4
Krakatau,Sunda Islands,,813.0,volcanic,105.6,-6.1
Anglesey,British Isles,715.0,,,-4.4,53.3
Aland,Aland Islands,650.0,,,20.0,60.1
Santa Catalina Island,Californian Channel Islands,194.0,648.0,,-118.2,33.2
Norderney,Ostfriesische Inseln,26.3,5.0,,7.9,53.7
Jura,Inner Hebrides,367.0,785.0,,-6.0,56.0
Uvea,Wallis Islands,90.0,,,-176.2,-13.16
Lefkas,Ionic Islands,293.0,1158.0,,20.6,38.7
Lanzarote,Canares,846.0,671.0,volcanic,-13.6,29.0
Isabela,Galapagos,5436.0,1707.0,volcanic,-91.3,-1.0
Spiekeroog,Ostfriesische Inseln,18.2,3.0,,7.6,53.8
Grand Bermuda,Bermuda Islands,53.3,79.0,coral,-64.47,32.17
