targetid,raceid,driverid,win
51857,804,559,0
58885,525,230,0
1608,89,23,0
52066,807,525,0
57772,544,230,0
65645,884,813,0
62445,763,537,0
63533,725,360,0
20035,407,175,0
49813,749,386,0
59120,504,173,0
52130,807,691,0
17122,306,100,0
63604,726,305,0
18058,13,153,0
54391,645,340,0
65246,872,8,0
22236,472,163,0
57841,547,222,0
12169,111,42,0
54625,652,346,0
64601,850,24,0
52821,688,377,0
56055,579,172,0
62424,763,552,0
62507,764,552,0
22539,480,187,0
21476,449,172,0
10211,241,64,0
18173,356,119,0
12419,123,48,0
44854,810,513,0
10745,211,63,0
57034,573,284,0
56204,583,296,0
68200,971,830,0
48977,765,579,0
18566,366,65,0
45331,816,655,0
58477,512,221,0
62037,758,456,0
51815,804,519,0
67908,962,831,0
56161,582,292,0
51825,804,663,0
22361,475,158,0
52089,807,612,0
47124,779,612,0
59242,508,152,0
55,21,8,1
58189,555,199,0
64613,851,13,0
16157,329,123,0
22348,475,194,0
43430,837,766,0
12674,102,45,0
50096,753,418,0
51811,804,529,0
56779,568,197,0
62412,763,554,0
13156,68,13,0
49701,747,498,0
7078,299,92,0
44884,811,699,0
50038,752,507,0
20553,424,77,0
56205,583,178,0
64882,859,17,1
3821,74,2,0
43722,827,731,0
23235,495,201,0
196,27,11,0
55816,602,269,0
51227,704,380,0
43221,833,790,0
44478,822,735,0
21152,440,118,0
66026,257,71,0
64595,850,22,0
20245,414,137,1
67752,955,826,0
45074,813,687,0
19133,377,117,0
49943,751,499,0
19670,394,119,0
56053,579,283,0
66893,912,813,0
46111,793,475,0
57773,544,251,0
43361,836,654,0
47252,781,525,0
19607,392,95,0
22041,466,175,0
45349,816,429,0
47009,777,573,0
15906,322,117,1
43292,835,794,0
19481,387,95,0
49365,772,589,0
64502,846,815,0
57641,540,206,0
44358,821,724,0
