qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
5516,883,8,208,7,9,1:33.827,1:33.146,1:33.327
2638,258,91,15,29,19,1:13.855,,
7021,963,821,210,21,13,1:35.658,1:35.097,
5171,868,818,5,17,16,1:47.705,1:57.719,
4983,860,8,208,9,18,1:27.758,,
580,45,22,11,8,14,1:32.674,1:32.221,
213,28,10,7,12,5,1:19.980,1:19.246,1:21.326
1262,83,8,1,9,4,1:20.891,,
3808,110,30,6,1,7,1:14.130,,
4839,854,155,15,16,17,1:48.054,,
441,39,2,2,9,7,1:21.625,1:21.113,1:22.389
4594,843,67,5,18,9,1:36.110,1:35.500,1:36.203
2530,254,44,27,26,9,1:15.621,,
4893,856,24,164,23,23,1:43.758,,
7017,963,18,1,22,9,1:35.267,1:34.431,1:34.518
2534,254,88,27,25,13,1:16.519,,
953,62,26,5,21,13,1:13.167,1:12.792,
4995,861,20,9,1,6,1:38.102,1:37.419,1:36.634
5159,868,20,9,1,4,1:46.279,1:56.931,1:52.199
2680,261,77,6,28,7,1:23.715,,
4713,848,16,10,14,10,1:39.329,1:39.034,
5799,897,807,15,11,6,1:41.631,1:40.931,1:40.576
1598,175,23,3,6,8,1:32.691,,
1783,201,64,21,16,18,1:45.588,,
1898,211,30,6,5,2,1:18.235,,
5789,896,813,3,16,18,1:26.842,,
3004,1,16,10,20,19,1:26.742,,
4748,849,15,205,21,21,1:36.456,,
5629,888,814,10,14,12,1:31.322,1:30.697,
3303,16,1,1,1,18,1:25.192,,
5650,890,16,10,15,11,1:21.471,1:20.569,
3804,110,17,19,14,3,1:13.851,,
4840,854,808,4,10,18,1:49.835,,
2213,241,81,29,9,12,1:57.092,,
2199,240,50,31,12,24,1:27.323,,
7366,980,807,4,27,7,1:45.280,1:44.988,1:44.982
3663,351,20,9,5,2,1:46.960,1:45.561,1:45.457
1849,208,78,15,17,19,1:18.644,,
6655,944,815,10,11,13,1:13.140,1:13.147,
6977,961,154,210,8,12,1:23.421,1:23.092,
6000,905,818,5,25,7,1:17.557,1:17.657,1:17.540
1609,175,41,16,23,19,1:34.412,,
1204,80,22,6,2,6,1:14.832,,
1725,199,14,1,7,4,1:24.310,,
2088,226,64,27,10,18,1:33.424,,
7271,975,4,1,14,12,1:13.669,1:13.693,
974,63,2,2,16,12,1:16.686,1:16.294,
1373,88,38,18,20,15,1:52.894,,
5978,904,4,6,14,7,1:28.329,1:27.602,1:27.140
5706,893,20,9,1,1,1:45.376,1:42.905,1:42.841
3456,342,807,3,10,11,1:16.030,1:15.317,
4470,73,21,4,6,10,1:30.445,1:33.320,
2387,248,55,6,27,10,1:46.356,,
2783,265,14,3,2,6,1:45.146,,
3529,345,3,131,4,12,1:38.752,1:38.627,
5507,882,823,207,21,22,1:39.660,,
2664,259,44,27,26,19,1:24.996,,
