constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
18,20,1,28.0,3,3,1
9858,416,34,2.0,9,9,0
24327,343,166,0.0,12,12,0
25275,892,3,1.0,9,9,0
10902,477,1,54.0,1,1,4
24795,862,10,9.0,8,8,0
22286,595,77,0.0,12,12,0
23706,541,4,3.0,12,12,0
24745,858,6,353.0,3,3,1
19802,720,92,0.0,7,7,0
11156,490,55,1.0,12,12,0
10639,462,4,68.0,1,1,4
5514,181,16,0.0,10,10,0
23420,559,27,18.0,8,8,1
3262,290,17,0.0,10,10,0
23244,549,64,0.0,13,13,0
6377,58,9,2.0,8,8,0
6333,54,9,1.0,8,8,0
8729,13,2,20.0,7,7,0
25605,263,33,1.0,10,10,0
6441,64,11,37.0,4,4,0
6045,114,17,11.0,5,5,1
4804,286,17,0.0,11,11,0
20071,709,66,9.0,1,1,1
8379,312,26,1.0,10,10,0
26007,906,9,139.0,2,2,1
25820,43,12,0.0,10,10,0
24644,850,3,4.0,9,9,0
23986,512,57,0.0,8,8,0
11177,491,6,28.0,3,3,2
19828,722,34,13.0,4,4,0
5147,249,3,74.0,2,2,3
7906,335,39,0.0,14,14,0
5041,240,25,0.0,5,5,0
23592,535,4,0.0,15,15,0
13918,17,23,172.0,1,1,8
4830,288,17,3.0,11,11,0
1480,161,3,12.0,3,3,0
5741,152,21,1.0,10,10,0
21731,637,66,12.0,5,5,0
25810,43,6,89.0,1,1,4
22776,586,25,24.0,5,5,1
24091,519,204,1.0,9,9,0
8845,359,34,5.0,6,6,0
20387,701,6,12.0,3,3,0
24712,855,205,0.0,10,10,0
4686,277,33,2.0,8,8,0
1561,168,20,0.0,11,11,0
2504,232,6,35.0,2,2,1
25214,887,9,219.0,1,1,3
23648,538,55,0.0,18,18,0
24399,349,166,0.0,12,12,0
9470,390,6,7.0,4,4,0
18878,760,169,0.0,8,8,0
19107,753,171,0.0,10,10,0
24501,355,3,69.0,6,6,0
21953,625,37,8.0,7,7,0
9335,382,21,13.0,6,6,0
8516,320,25,12.0,6,6,0
10301,440,54,0.0,15,15,0
26723,968,6,398.0,3,3,0
