raceid,driverid,lap,position,time,milliseconds
174,55,47,12,1:43.688,103688
161,64,34,16,1:29.551,89551
16,1,20,10,1:15.041,75041
958,821,3,12,1:28.352,88352
979,839,2,10,2:12.773,132773
855,816,49,21,1:43.205,103205
74,21,2,11,1:26.996,86996
337,153,28,14,1:59.964,119964
122,35,15,16,1:15.051,75051
915,8,6,9,1:46.162,106162
136,44,24,16,1:20.483,80483
932,813,38,6,1:18.740,78740
22,2,31,5,1:28.467,88467
195,49,56,12,1:28.410,88410
874,18,10,3,1:40.033,100033
865,30,23,8,1:21.588,81588
115,17,40,6,1:17.886,77886
113,8,61,2,1:10.057,70057
139,8,12,5,1:15.725,75725
41,21,14,7,1:18.016,78016
166,57,35,3,1:21.346,81346
208,63,18,17,1:29.823,89823
100,11,36,15,1:44.015,104015
171,55,45,12,1:30.526,90526
845,3,35,8,1:29.323,89323
153,30,25,1,1:17.741,77741
60,2,43,7,1:22.706,82706
966,1,3,1,1:59.340,119340
228,56,49,4,1:30.563,90563
225,69,40,13,2:04.768,124768
183,41,2,10,1:19.277,79277
857,3,57,6,1:28.771,88771
850,5,37,16,1:39.597,99597
120,30,51,9,1:43.156,103156
63,24,4,18,1:21.242,81242
192,76,47,13,1:22.113,82113
338,24,52,8,1:30.653,90653
20,1,38,15,1:37.317,97317
956,4,64,13,1:25.883,85883
1,15,37,12,1:30.510,90510
16,18,42,6,1:15.014,75014
165,30,54,1,1:36.128,96128
210,44,10,6,1:29.302,89302
954,4,42,12,1:19.136,79136
78,15,45,5,1:17.310,77310
227,35,23,1,1:22.706,82706
351,30,1,9,2:04.294,124294
167,63,23,5,1:14.797,74797
927,833,6,15,2:23.195,143195
934,20,35,6,1:53.127,113127
974,825,76,10,1:17.344,77344
28,7,18,16,1:24.139,84139
228,69,22,21,1:33.667,93667
85,4,40,3,1:49.263,109263
200,30,40,5,1:13.359,73359
351,20,24,2,1:51.684,111684
47,24,27,14,1:30.128,90128
939,822,16,7,2:32.915,152915
167,57,36,1,1:12.388,72388
18,7,43,6,1:30.061,90061
239,71,26,1,1:44.927,104927
208,65,10,12,1:20.612,80612
201,57,39,1,1:48.941,108941
197,56,31,7,1:22.204,82204
238,83,25,20,1:28.709,88709
343,9,48,6,1:30.032,90032
928,817,10,13,1:46.053,106053
150,56,18,10,1:18.888,78888
866,815,53,7,1:17.729,77729
238,65,61,8,1:26.395,86395
339,18,19,10,1:40.711,100711
167,48,15,8,1:15.232,75232
980,839,27,7,1:55.696,115696
851,30,1,6,1:59.185,119185
953,18,14,13,1:39.879,99879
69,26,17,14,1:36.563,96563
874,808,46,18,1:38.919,98919
964,831,12,15,1:41.516,101516
132,35,11,15,1:36.752,96752
20,6,9,15,1:37.768,97768
952,836,63,16,1:32.197,92197
341,17,37,1,1:26.590,86590
127,49,3,13,1:29.520,89520
