driverstandingsid,raceid,driverid,points,position,positiontext,wins
16422,335,92,0.0,37,37,0
58970,499,199,0.0,24,24,0
44059,832,723,0.0,21,21,0
66822,909,821,0.0,20,20,0
63384,720,435,0.0,14,14,0
29881,17,5,22.0,12,12,0
16078,327,55,13.0,5,5,0
46627,787,627,0.0,28,28,0
50134,753,523,0.0,48,48,0
43954,830,626,0.0,25,25,0
52903,657,356,0.0,13,13,0
44447,822,656,2.0,17,17,0
66119,260,79,4.0,10,10,0
64838,857,3,75.0,7,7,0
22031,465,177,25.0,5,5,1
17273,311,131,9.0,7,7,0
10800,214,30,47.0,1,1,3
58597,516,222,16.0,5,5,0
52844,689,289,15.0,7,7,0
22251,472,202,16.0,3,3,1
23230,495,216,0.0,22,22,0
64704,841,10,0.0,15,15,0
17429,315,119,34.0,3,3,1
43986,831,704,2.0,16,16,0
59169,506,177,4.0,11,11,0
49284,771,553,0.0,60,60,0
47200,780,528,0.0,41,41,0
4473,200,21,15.0,6,6,0
11337,189,23,33.0,6,6,0
65976,899,813,1.0,18,18,0
21919,463,197,0.0,20,20,0
49981,751,522,0.0,43,43,0
48327,745,478,0.0,23,23,0
10904,218,44,15.0,7,7,0
52054,807,501,0.0,26,26,0
68451,982,4,10.0,15,15,0
22789,484,206,0.0,28,28,0
11965,134,13,4.0,11,11,0
54133,626,306,9.0,6,6,1
18690,368,78,0.0,33,33,0
9422,277,30,14.0,3,3,0
54163,627,278,9.0,9,9,0
62111,759,376,0.0,46,46,0
65592,883,818,1.0,15,15,0
52723,686,359,0.0,35,35,0
49763,748,513,1.0,16,16,0
20097,409,179,0.0,22,22,0
22532,479,210,0.0,35,35,0
11335,189,56,70.0,1,1,4
17505,317,119,44.0,3,3,2
48467,732,408,8.0,6,6,0
22046,466,163,49.0,3,3,3
55852,603,235,12.0,9,9,0
67189,926,817,8.0,6,6,0
50132,753,521,0.0,46,46,0
23174,494,202,7.0,13,13,0
65666,885,3,47.0,6,6,1
7217,304,102,50.0,4,4,3
11355,189,64,3.0,14,14,0
48586,735,408,9.0,8,8,0
18540,365,131,4.0,13,13,0
5107,227,50,1.0,13,13,0
52512,679,304,3.0,4,4,0
