playerid,award,year,lgid,note,pos
cousybo01,Самый ценный игрок,1956,NBA,,
cambyma01,Вторая группа общей обороны,2004,NBA,,
malonka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1991,NBA,,F
paytoga01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1996,NBA,,G
robinda01,Защитник года,1991,NBA,,
chanedo01,Вторая группа общей обороны,1976,NBA,,
princta01,Вторая группа общей обороны,2004,NBA,,
cheniph01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1974,NBA,,G
malonmo01,Вторая группа общей обороны,1978,NBA,,
phillan01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1951,NBA,,
willibu01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1990,NBA,,
isselda01,Вторая группа &lt; &lt; АБА &gt; &gt;,1973,ABA,,F
colemde01,Третья группа &lt; &lt; Все НБА &gt; &gt;,1992,NBA,,F
bayloel01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1966,NBA,,F
duckwke01,Самый усовершенствованный игрок,1987,NBA,,
princta01,Вторая группа общей обороны,2006,NBA,,
westbru01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2010,NBA,,G
rodmade01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1994,NBA,,
jonesed02,Вторая группа общей обороны,1999,NBA,,
englial01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1982,NBA,,F
stockjo01,Третья группа &lt; &lt; Все НБА &gt; &gt;,1990,NBA,,G
drexlcl01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1990,NBA,,G
westje01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,G
johnsde01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1980,NBA,,G
mcgratr01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2007,NBA,,G
marbust01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2002,NBA,,G
whitejo01,Финал MVP,1975,NBA,,
cambyma01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2007,NBA,,C
cartevi01,Новичок года,1998,NBA,,
duncati01,Третья группа &lt; &lt; Все НБА &gt; &gt;,2009,NBA,,F
curryst01,Награда за спортивное мастерство,2010,NBA,,
lovebo01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1970,NBA,,F
birdla01,Самый ценный игрок,1985,NBA,,
gilmoar01,Группа общей обороны,1972,ABA,,
terryja01,Шестой человек года,2008,NBA,,
johnswe01,Вторая команда всех новичков,2010,NBA,,G
jamesle01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2011,NBA,,F
ellispe01,Самый усовершенствованный игрок,1991,NBA,,
artesro01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,,
richmmi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1993,NBA,,G
onealsh01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2003,NBA,,C
duranke01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2010,NBA,,F
stockjo01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1991,NBA,,G
breweji01,Вторая группа общей обороны,1976,NBA,,
johnsma02,Финал MVP,1979,NBA,,
farieke01,Первая команда всех новичков,2011,NBA,,F
francst01,Новичок года,1999,NBA,галстук,
evansty01,Новичок года,2009,NBA,,
allenra02,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2004,NBA,,G
westppa01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1976,NBA,,G
birdla01,Новичок года,1979,NBA,,
duncati01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2002,NBA,,
garmadi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1956,NBA,,G
cousybo01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1951,NBA,,
robbire01,Вторая группа &lt; &lt; АБА &gt; &gt;,1969,ABA,,C
wadedw01,Финал MVP,2005,NBA,,
hollili01,Вторая группа общей обороны,1978,NBA,,
wilkido01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1987,NBA,,F
paulch01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2008,NBA,,G
cousybo01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1961,NBA,,G
jordami01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1991,NBA,,
duranke01,Новичок года,2007,NBA,,
mutomdi01,Защитник года,1994,NBA,,
vanlino01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1975,NBA,,
mchalke01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1987,NBA,,
cummite01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1984,NBA,,F
waltobi01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1977,NBA,,C
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1973,NBA,,C
abdulka01,Самый ценный игрок,1979,NBA,,
danieme01,Первая группа &lt; &lt; ABA &gt; &gt;,1968,ABA,,C
priceji01,Вторая группа общей обороны,1973,NBA,галстук,
havlijo01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1973,NBA,,F
