playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
hillgr01,Грант,Грант,Henry,Холм,,,,,F,0.0,0.0,80.0,225.0,Дюк,,1972-10-05,Даллас,TX,США,Южные озера,Восстановить,VA,США,0000-00-00,B
laettch01,Кристиан,Кристиан,Donald,Леттнер,,,,,Ф-С,0.0,0.0,83.0,235.0,Дюк,,1969-08-17,Ангола,Нью-Йорк,США,Школа Николс,Буффало,Нью-Йорк,США,0000-00-00,W
lewismi01,Майк,Майкл,J.,Льюис,,,,Майк,С-Ф,0.0,0.0,80.0,225.0,Дюк,,1946-03-18,Миссула,МТ,США,Миссула,Миссула,МТ,США,0000-00-00,W
marinja01,Джек,Джон,Warren,Марин,,,,Джек,Ф-Г,0.0,0.0,78.5,200.0,Дюк,,1944-10-12,Шарон,ПА,США,Фаррелл,Фаррелл,ПА,США,0000-00-00,W
vergabo01,Боб,Роберт,Bruce,Вирга,,,,Боб,G,0.0,0.0,72.0,180.0,Дюк,,1945-09-07,Нептун,NJ,США,Святой Розы,Бельмар,NJ,США,0000-00-00,W
menceer01,,Эрв,,Менсел,,,,,G,0.0,0.0,72.0,170.0,Южный,,0000-00-00,,,,,,,,0000-00-00,W
palmeer01,Эррол,Эррол,,Палмер,,,,,F,0.0,0.0,77.0,195.0,Де Поль,,0000-00-00,,,,Харлан,Чикаго,Ил,США,0000-00-00,B
anslemi01,Майкл,Майкл,Antonio,Энсли,,,,,F,0.0,0.0,79.0,225.0,Алабама,,1967-02-08,Бирмингем,AL,США,Джексон-Олин,Бирмингем,AL,США,0000-00-00,B
loughke01,Кевин,Кевин,Michael,Смазочные материалы,,,,Мерф,G,0.0,0.0,75.0,190.0,Сент-Джонс (НЙ),Бостонский колледж,1940-03-28,Бруклин,Нью-Йорк,США,Кардинал Хейс,Бронкс,Нью-Йорк,США,0000-00-00,W
buckwbu01,Баки,Баки,,Баквальтер,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
wilcoto01,,Энтони,,Уилкокс,,,,Тони,C,0.0,0.0,80.0,200.0,Виттенберг,,0000-00-00,,,,Восточный,Кливленд,Ооо.,США,0000-00-00,B
moncrsi01,Сидни,Сидни,Alvin,Монкриф,,,,"Кальмар, сэр Сид.",G,0.0,0.0,75.0,180.0,Арканзас,,1957-09-21,Маленький камень,ОАР,США,Зал,Маленький камень,ОАР,США,0000-00-00,B
nagodja01,,Джейкоб,,Нагод,,,,Джейк,Ф-Г,0.0,0.0,74.0,170.0,Северо-западный,,1915-07-11,,,,Вукеган,Вукеган,Ил,США,0000-00-00,W
presspa01,Пол,Пол,Matthew,Пресси,,,,Пресса,G-F,0.0,0.0,77.0,185.0,Талса,Западный Техас,1958-12-24,Ричмонд,VA,США,Джордж Уайт,Ричмонд,VA,США,0000-00-00,B
lujacal01,Al,Алоизиус,R.,Луджек,,,,Al,F,0.0,0.0,75.0,220.0,Джорджтаун,,1920-10-05,Коннеллсвилль,ПА,США,Коннеллсвилль,Коннеллсвилль,ПА,США,2002-12-26,W
alexaco01,Кори,Кори,Lynn,Александр,,,,,G,0.0,0.0,73.0,185.0,Вирджиния,,1973-06-22,Вейнсборо,VA,США,Академия Ок Хилл,Площадь Уилсона,VA,США,0000-00-00,B
rosegl01,Глен,Глен,,Роза,,,,,,,,,,,,,,,,,,,,0000-00-00,
mcnamma01,Марк,Марк,Robert,Макнамара,,,,,С-Ф,0.0,0.0,83.0,235.0,Калифорния,Санта-Клара,1959-06-08,Сан-Хосе,КА,США,Дель Мар,Сан-Хосе,КА,США,0000-00-00,W
rodmade01,Дэннис,Дэннис,Keith,Родман,,,,Ворм,F,0.0,0.0,79.0,210.0,СЕ Штат Оклахома,Округ Кук (ОК),1961-05-13,Трентон,NJ,США,South Oak Cliff (DNP),Даллас,TX,США,0000-00-00,B
sandefr01,Фрэнки,Фрэнки,J.,Сандерс,,,,,Ф-Г,0.0,0.0,78.0,195.0,Южный,,1957-01-23,Дейтон,Ооо.,США,Стиверы,Дейтон,Ооо.,США,0000-00-00,B
pinonjo01,Джон,Джон,Gabriel,Пиноне,,,Младший.,,F,0.0,0.0,80.0,230.0,Вильянова,,1961-02-19,Хартфорд,КТ,США,Южно-католическая,Хартфорд,КТ,США,0000-00-00,W
faircjo01,Джон,Джон,Russell,Фейрчайлд,,,Младший.,,F,0.0,0.0,79.5,205.0,Бригам Янг,Пеппердин/Паломар JC,1943-04-28,Энсинитас,КА,США,Академия &lt; &lt; Сан Диегито &gt; &gt;,Энсинитас,КА,США,0000-00-00,W
henrybi01,Билл,Уильям,Gambrell,Генрих,,,,"Билл, Большой Билл",C,0.0,0.0,81.0,215.0,Рис,,1924-12-27,Даллас,TX,США,Highland Park,Даллас,TX,США,0000-00-00,W
krystla01,Ларри,Ларри,Brett,Кристковиак,,,,"Специальный K, Krysto",Ф-С,0.0,0.0,81.0,220.0,Монтана,,1964-09-23,Миссула,МТ,США,Большое небо,Миссула,МТ,США,0000-00-00,W
westbru01,Рассел,Рассел,,Вестбрук,,,,,G,0.0,0.0,75.0,187.0,ОАКЛА,,1988-11-12,Длинный пляж,КА,США,Лизингер,Лондейл,КА,США,0000-00-00,B
johnsra01,Ральф,Дэвид,Ralph,Джонсон,,,,"Боаг, Ральф",G,0.0,0.0,71.0,170.0,Хантингтон,,1921-12-06,,,,Юнионный центр,Округ Хантингтон,ВНУТРЕННИЕ,США,2005-07-13,W
volkoal01,Александр,Александр,,Волков,,,,Саша,F,0.0,0.0,81.0,218.0,Киевский институт,,1964-03-29,Омск,,ОДС,,,,,0000-00-00,W
kloppbo01,Боб,Боб,,Клопенбург,,,,,,0.0,0.0,0.0,0.0,,,0000-00-00,,,,,,,,0000-00-00,
liberma01,Маркус,Маркус,,Свобода,,,,Док,F,0.0,0.0,80.0,205.0,Иллинойс,,1968-10-27,Чикаго,Ил,США,Мартин Лютер Кинг,Чикаго,Ил,США,0000-00-00,B
driggna01,Нейт,Натан,Allen,Дриггеры,,,,Нейт,G,0.0,0.0,77.0,215.0,Монтевальо,,1973-10-12,Чикаго,Ил,США,Корлисс,Чикаго,Ил,США,0000-00-00,B
ganttfr01,,Фред,,Гант,,,,,Ф-Г,0.0,0.0,75.0,170.0,Ричмонд,,0000-00-00,,,,,,,,0000-00-00,W
portmbo01,Боб,Роберт,M.,Портман,,,,Боб,F,0.0,0.0,77.0,200.0,Крейтон,,1947-03-22,Сан-Франциско,КА,США,Сент-Игнатиус,Сан-Франциско,КА,США,0000-00-00,W
rossqu01,Квинтон,Квинтон,Lenord,Росс,,,,,G,0.0,0.0,78.0,193.0,Южный методист,,1981-04-30,Даллас,TX,США,Джастин Ф. Кимбол,Даллас,TX,США,0000-00-00,B
doziete01,Терри,Терри,Linnard,Дозир,,,,,F,0.0,0.0,81.0,210.0,Южная Каролина,,1966-06-29,Балтимор,MD,США,Данбар,Балтимор,MD,США,0000-00-00,B
tylerbj01,Би Джей.,Брендон,Joel,Тайлер,,,,Би Джей.,G,0.0,0.0,73.0,185.0,Техас,Де Поль,1971-04-30,Галвестон,TX,США,Линкольн,Порт-Артур,TX,США,0000-00-00,B
mcrobjo01,Джош,Джошуа,Scott,МакРоберты,,,,Джош,F,0.0,0.0,82.0,240.0,Дюк,,1987-02-28,Индианаполис,ВНУТРЕННИЕ,США,Кармель,Кармель,ВНУТРЕННИЕ,США,0000-00-00,W
greenwi01,Вилли,Вилли,J.,Зеленый,,,,,G,0.0,0.0,76.0,200.0,Детройт Мерси,,1981-07-28,Детройт,МИ,США,Кули,Детройт,МИ,США,0000-00-00,B
flowebr01,Брюс,Брюс,Douglas,Цветы,,,,,F,0.0,0.0,80.0,220.0,Нотр-Дам,,1957-06-13,Рочестер,Нью-Йорк,США,Беркли,Беркли,МИ,США,0000-00-00,W
shuege01,Джин,Юджин,William,Шу,,,,Джин,G,0.0,0.0,74.0,170.0,Мэриленд,,1931-12-18,Балтимор,MD,США,Католический,Тоусон,MD,США,0000-00-00,W
