id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
1,1946,F,O,PHW,NBA,CHS,NBA,4,1
3,1946,QF,М,PHW,NBA,STB,NBA,2,1
12,1947,DT,A,CHS,NBA,WSC,NBA,1,0
15,1948,DSF,J,NYK,NBA,BLB,NBA,2,1
18,1948,DSF,J,MNL,NBA,CHS,NBA,2,0
19,1948,DSF,J,ROC,NBA,STB,NBA,2,0
20,1949,DF,К,MNL,NBA,FTW,NBA,2,0
23,1949,DSF,J,MNL,NBA,CHS,NBA,2,0
25,1949,DF,К,SYR,NBA,NYK,NBA,2,1
27,1949,DSF,J,SYR,NBA,PHW,NBA,2,0
32,1949,DSF,J,INO,NBA,SHE,NBA,2,1
35,1950,DSF,J,SYR,NBA,PHW,NBA,2,0
38,1950,DSF,J,MNL,NBA,INO,NBA,2,1
40,1951,DF,К,NYK,NBA,SYR,NBA,3,1
43,1951,F,O,MNL,NBA,NYK,NBA,4,3
47,1952,DF,К,NYK,NBA,BOS,NBA,3,1
49,1952,DSF,J,NYK,NBA,BLB,NBA,2,0
51,1952,DF,К,MNL,NBA,FTW,NBA,3,2
55,1953,RR,I,SYR,NBA,,NBA,4,0
57,1953,RR,I,NYK,NBA,,NBA,0,4
58,1953,F,O,MNL,NBA,SYR,NBA,4,3
65,1954,F,O,SYR,NBA,FTW,NBA,4,3
67,1954,DSF,J,MNL,NBA,ROC,NBA,2,1
68,1955,DF,К,PHW,NBA,SYR,NBA,3,2
73,1955,DT,A,MNL,NBA,STL,NBA,1,0
76,1956,DSF,J,SYR,NBA,PHW,NBA,2,0
79,1956,DSF,J,MNL,NBA,FTW,NBA,2,0
80,1956,DT,A,STL,NBA,FTW,NBA,1,0
81,1956,DT,A,STL,NBA,MNL,NBA,1,0
82,1957,DF,К,BOS,NBA,PHW,NBA,4,1
83,1957,DSF,J,PHW,NBA,SYR,NBA,2,1
87,1958,DF,К,BOS,NBA,SYR,NBA,4,3
88,1958,DSF,J,SYR,NBA,NYK,NBA,2,0
90,1958,DF,К,MNL,NBA,STL,NBA,4,2
