raceid,driverid,lap,position,time,milliseconds
114,8,24,1,1:16.280,76280
927,8,24,6,1:46.133,106133
963,4,48,7,1:38.784,98784
347,10,35,19,1:21.155,81155
342,810,16,20,1:23.386,83386
33,7,65,6,1:20.220,80220
857,20,54,1,1:27.801,87801
122,43,19,14,1:16.241,76241
16,24,64,12,1:15.623,75623
67,27,49,17,1:29.314,89314
28,6,7,18,1:26.386,86386
6,16,49,16,1:42.190,102190
975,815,68,5,1:17.621,77621
221,64,53,5,1:21.656,81656
968,8,20,4,1:47.447,107447
178,56,23,3,1:23.125,83125
855,3,46,12,1:40.224,100224
33,6,25,15,1:20.839,80839
82,27,60,14,1:20.424,80424
53,35,5,10,1:35.711,95711
958,13,44,19,1:27.790,87790
11,16,46,10,1:40.157,100157
351,17,25,8,1:52.367,112367
96,47,52,15,1:37.304,97304
928,154,38,7,1:43.898,103898
856,5,21,17,1:47.591,107591
204,21,29,7,1:27.690,87690
16,8,13,14,1:16.230,76230
84,31,20,2,1:25.657,85657
885,813,2,21,1:23.936,83936
17,2,32,5,1:41.347,101347
1,18,45,1,1:29.048,89048
70,37,31,2,1:14.673,74673
47,13,11,1,1:28.665,88665
123,15,8,10,1:35.355,95355
882,818,7,8,1:47.098,107098
81,23,34,9,1:23.385,83385
233,50,9,11,1:33.145,93145
199,64,21,12,1:45.975,105975
192,30,17,4,1:21.592,81592
846,3,69,12,2:04.421,124421
143,2,31,6,1:18.150,78150
51,17,27,8,1:56.251,116251
949,831,21,12,1:40.366,100366
954,832,5,16,1:19.655,79655
953,807,55,7,1:20.354,80354
21,10,16,16,1:24.544,84544
931,831,68,9,1:24.994,84994
113,42,40,11,1:11.336,71336
854,15,42,20,1:58.332,118332
58,14,20,15,1:20.168,80168
168,15,33,2,1:46.599,106599
926,20,14,4,1:33.374,93374
843,1,24,4,1:42.713,102713
976,20,31,1,1:45.866,105866
111,31,54,7,1:25.673,85673
901,154,52,11,1:49.073,109073
129,35,53,3,1:14.314,74314
169,18,56,7,1:42.296,102296
132,44,8,12,1:37.423,97423
911,4,9,4,1:56.398,116398
139,23,6,20,1:15.135,75135
861,10,33,19,2:00.587,120587
217,21,10,11,1:21.860,81860
956,815,52,9,1:10.518,70518
134,14,40,5,1:16.273,76273
208,77,46,1,1:18.955,78955
80,14,23,15,1:18.637,78637
160,64,33,11,1:30.311,90311
847,153,41,13,1:34.894,94894
910,826,66,14,1:35.397,95397
867,819,43,17,1:46.701,106701
952,20,63,3,1:30.475,90475
938,822,25,6,1:28.400,88400
163,50,19,7,1:34.966,94966
133,11,46,10,1:25.804,85804
884,1,14,9,1:30.320,90320
909,20,61,4,1:22.203,82203
73,37,13,8,1:34.168,94168
195,57,45,1,1:28.955,88955
179,14,34,2,1:27.445,87445
355,1,55,2,1:42.511,102511
930,1,9,3,1:32.428,92428
965,3,32,2,2:34.938,154938
355,20,7,1,1:45.615,105615
846,2,34,10,2:11.573,131573
61,32,21,10,1:18.318,78318
871,18,36,1,1:54.697,114697
201,25,36,12,1:47.987,107987
105,21,3,6,1:37.359,97359
880,18,16,8,1:33.940,93940
972,807,15,9,1:41.192,101192
177,30,49,1,1:30.487,90487
182,68,7,18,1:32.920,92920
45,9,19,8,1:36.123,96123
107,8,7,4,1:16.733,76733
857,5,46,14,1:31.293,91293
154,22,9,4,1:59.305,119305
171,48,22,9,1:28.851,88851
972,840,3,14,2:31.087,151087
135,2,52,6,1:18.637,78637
28,1,17,2,1:22.191,82191
867,39,19,23,1:47.921,107921
164,14,12,3,1:24.340,84340
847,153,69,9,1:20.371,80371
173,14,38,3,1:45.259,105259
89,14,53,9,1:34.805,94805
