raceid,driverid,stop,lap,time,duration,milliseconds
978,836,1,2,13:10:06,29.861,29861
942,830,1,18,14:40:12,25.527,25527
861,155,3,40,18:21:24,23.662,23662
970,828,2,4,14:13:14,17.341,17341
970,807,1,1,14:05:25,23.550,23550
856,18,1,13,15:26:42,20.766,20766
887,17,3,42,14:18:03,24.473,24473
957,831,1,7,13:18:46,30.981,30981
886,13,1,17,14:26:26,20.473,20473
916,18,1,1,14:05:32,26.806,26806
945,817,1,6,17:14:29,21.949,21949
952,825,2,30,14:51:49,23.165,23165
906,4,2,44,15:07:33,23.790,23790
849,813,1,11,13:24:27,26.238,26238
904,821,1,18,14:32:02,23.063,23063
960,831,1,1,14:05:52,26.390,26390
852,816,2,36,15:17:29,22.114,22114
890,13,1,11,14:19:57,23.012,23012
855,13,2,22,15:41:00,21.214,21214
894,16,2,28,15:54:36,23.155,23155
895,817,1,21,15:39:04,24.608,24608
965,836,2,30,14:58:04,25.182,25182
971,835,1,13,18:25:31,27.466,27466
967,831,2,28,15:37:32,24:43.214,1483214
962,828,2,8,20:20:49,29.706,29706
934,815,1,20,13:38:41,28.860,28860
917,1,1,8,14:13:27,23.351,23351
882,820,1,7,15:16:42,21.063,21063
843,3,3,39,16:11:19,20.720,20720
903,813,2,32,16:01:12,23.022,23022
879,808,2,19,14:31:43,27.452,27452
917,825,3,47,15:03:59,24.131,24131
907,821,2,21,14:30:35,29.067,29067
955,13,2,28,17:56:01,19.858,19858
843,30,1,10,15:21:12,20.522,20522
906,1,1,19,14:33:29,24.417,24417
968,154,2,38,18:12:35,22.527,22527
937,822,2,15,14:36:40,17.343,17343
884,13,1,8,14:15:53,19.490,19490
957,828,2,10,13:25:31,1:44.980,104980
904,20,2,33,14:55:18,21.599,21599
883,821,4,43,16:18:34,22.246,22246
965,1,1,11,14:22:40,23.601,23601
952,825,1,10,14:20:34,22.843,22843
929,817,2,35,19:03:02,24.943,24943
952,821,1,16,14:29:51,23.206,23206
961,830,1,13,14:22:46,24.610,24610
851,10,1,11,14:23:27,22.222,22222
888,820,2,20,14:37:56,19.953,19953
869,37,1,20,14:31:43,19.850,19850
971,8,1,12,18:23:10,26.430,26430
863,813,1,11,15:22:27,22.868,22868
861,807,2,15,17:30:50,23.549,23549
847,3,1,17,13:31:28,23.105,23105
845,155,1,1,14:05:11,24.871,24871
864,20,4,42,15:07:43,26.143,26143
851,18,2,27,14:46:49,21.065,21065
871,8,2,28,15:02:30,20.289,20289
903,13,1,10,15:21:37,1:18.277,78277
877,817,2,38,18:17:36,21.231,21231
916,825,1,1,14:05:26,26.881,26881
854,30,1,10,20:23:27,29.610,29610
856,155,2,24,15:49:22,25.578,25578
957,4,2,17,13:38:11,28.799,28799
929,13,1,10,18:20:57,24.894,24894
854,67,3,49,21:41:40,32.739,32739
882,1,3,37,16:08:26,19.600,19600
950,13,1,19,14:39:36,22.124,22124
966,4,2,45,14:09:00,25.171,25171
878,4,1,20,13:38:33,24.439,24439
976,838,4,33,18:36:35,20.446,20446
979,835,1,46,15:11:22,22.684,22684
851,67,1,12,14:24:42,22.349,22349
915,818,1,23,15:44:29,30.272,30272
948,807,2,18,16:37:14,18:09.155,1089155
864,808,2,28,14:47:06,23.072,23072
982,817,4,11,20:30:55,29.658,29658
958,826,2,46,15:11:10,27.951,27951
861,5,1,4,16:12:30,32.670,32670
846,20,1,16,14:24:15,28.536,28536
893,18,2,25,20:52:22,30.085,30085
893,820,3,41,21:27:04,29.687,29687
940,822,2,29,14:52:23,23.588,23588
895,817,2,32,15:57:31,17.801,17801
871,819,1,18,14:44:03,21.611,21611
879,20,1,10,14:17:36,20.997,20997
860,1,1,17,17:30:12,22.862,22862
870,17,1,20,14:36:05,19.611,19611
907,822,2,41,14:54:08,22.208,22208
907,828,1,28,14:39:03,23.177,23177
928,8,2,34,15:03:09,22.453,22453
936,8,5,52,15:27:47,59.555,59555
849,16,3,40,14:13:32,27.240,27240
851,13,4,58,15:33:53,21.157,21157
914,825,3,15,15:56:34,33.215,33215
900,821,2,30,17:59:29,23.797,23797
950,837,2,28,14:56:08,24.635,24635
982,839,1,1,20:06:36,31.793,31793
