driverstandingsid,raceid,driverid,points,position,positiontext,wins
11385,141,49,2.0,5,5,0
16389,335,102,78.0,1,1,6
64053,349,13,109.0,6,6,0
64498,846,30,14.0,11,11,0
18544,365,159,1.0,25,25,0
19891,402,166,4.0,14,14,0
17542,318,57,2.0,16,16,0
58553,515,199,12.0,4,4,0
49722,747,507,0.0,30,30,0
20534,423,95,4.0,7,7,0
16186,329,149,0.0,37,37,0
57668,541,172,19.0,7,7,0
17588,319,95,69.0,2,2,5
57965,550,231,9.0,9,9,0
3508,79,32,4.0,19,19,0
48899,696,399,1.0,16,16,0
11716,156,2,12.0,8,8,0
12194,113,15,10.0,9,9,0
52819,688,365,0.0,38,38,0
53977,621,340,0.0,20,20,0
49869,750,498,0.0,30,30,0
20528,423,94,0.0,26,26,0
57409,535,221,23.0,4,4,1
62402,763,356,31.0,1,1,2
63352,719,341,3.0,4,4,0
63432,722,386,11.0,3,3,0
53306,637,339,0.0,28,28,0
19810,399,133,0.0,25,25,0
64996,860,154,0.0,21,21,0
21566,452,192,0.0,8,8,0
20378,418,170,2.0,15,15,0
48794,692,397,0.0,22,22,0
51097,701,360,8.0,5,5,0
51550,801,627,0.0,52,52,0
58186,554,270,0.0,44,44,0
21694,456,119,0.0,19,19,0
29887,17,155,3.0,18,18,0
12305,118,21,10.0,11,11,1
44172,818,724,0.0,40,40,0
57594,539,243,0.0,24,24,0
22091,467,172,0.0,19,19,0
1450,83,21,30.0,8,8,1
66999,917,8,53.0,11,11,0
49134,769,483,0.0,36,36,0
66758,906,824,2.0,16,16,0
52644,684,364,9.0,7,7,1
63995,346,811,0.0,23,23,0
18946,371,119,40.0,3,3,0
1418,81,2,25.0,8,8,0
19609,392,105,8.0,7,7,0
57750,543,223,1.0,6,6,0
4426,198,30,44.0,2,2,3
65074,866,1,88.0,1,1,1
63530,724,442,0.0,37,37,0
48661,736,397,0.0,35,35,0
55078,614,187,0.0,32,32,0
51029,699,374,3.0,4,4,0
19283,381,167,0.0,31,31,0
22814,485,203,0.0,25,25,0
67109,929,815,5.0,13,13,0
58772,522,182,1.0,17,17,0
21335,446,119,3.0,15,15,0
19813,399,170,10.0,7,7,0
44816,810,509,0.0,19,19,0
62395,762,465,0.0,69,69,0
58414,559,250,6.0,15,15,0
67496,944,154,49.0,11,11,0
57233,530,231,3.0,10,10,0
10863,216,50,0.0,21,21,0
46538,785,626,0.0,18,18,0
54277,630,340,0.0,31,31,0
20458,421,117,9.0,2,2,1
18969,371,99,1.0,27,27,0
55315,591,305,5.0,5,5,0
49441,773,585,0.0,62,62,0
47375,783,501,10.0,7,7,0
46618,787,496,0.0,45,45,0
3204,164,14,34.0,2,2,2
66511,270,88,0.0,39,39,0
3398,173,25,2.0,15,15,0
