constructorresultsid,raceid,constructorid,points,status
10248,745,95,6.0,
13742,517,32,3.0,
4405,377,32,0.0,
5976,481,53,0.0,
13,19,2,11.0,
4309,372,48,0.0,
11814,653,82,0.0,
12184,607,25,9.0,
2112,216,15,0.0,
5364,442,6,2.0,
12425,596,1,3.0,
2377,241,3,10.0,
3580,323,41,0.0,
11939,642,66,6.0,
363,52,3,5.0,
1370,149,1,5.0,
12459,598,34,0.0,
3467,317,27,0.0,
1041,118,4,3.0,
2210,225,27,1.0,
14125,355,205,0.0,
13512,533,60,0.0,
13264,551,66,0.0,
14228,849,15,6.0,
3659,327,44,0.0,
26,20,7,3.0,
11339,674,82,0.0,
5668,462,21,0.0,
2878,279,27,2.0,
14595,879,3,0.0,
2325,236,3,8.0,
481,62,1,0.0,
13504,533,54,0.0,
15064,931,131,40.0,
5815,472,32,5.0,
15202,945,208,2.0,
2248,228,15,0.0,
10030,750,170,8.0,
12816,584,66,0.0,
12435,596,66,0.0,
12439,597,34,0.0,
485,63,1,6.0,
10357,733,172,9.0,
2525,253,22,12.0,
5550,454,1,0.0,
257,42,3,0.0,
2818,274,26,0.0,
15496,974,10,0.0,
11540,659,196,9.0,
3144,298,3,10.0,
2640,261,30,0.0,
6098,489,3,3.0,
1349,147,1,2.0,
826,96,18,0.0,
14310,856,6,18.0,
10197,738,167,0.0,
13472,531,63,0.0,
4953,413,6,0.0,
14692,888,3,0.0,
5932,479,1,2.0,
11559,662,187,4.0,
1896,197,6,14.0,
11916,639,25,0.0,
11206,684,11,1.0,
15559,980,15,0.0,
2629,261,3,10.0,
2597,258,1,0.0,
3827,1,3,3.0,
1558,166,3,2.0,
1395,151,16,0.0,
5855,474,4,0.0,
5978,481,55,0.0,
2599,258,25,0.0,
15574,982,4,8.0,
670,81,16,4.0,
11844,632,1,1.0,
4750,398,21,0.0,
4569,386,35,0.0,
600,74,4,10.0,
10535,720,92,0.0,
2634,261,17,1.0,
14464,869,9,14.0,
3190,300,38,0.0,
10587,724,54,0.0,
5500,451,51,0.0,
3973,16,9,15.0,
2046,210,20,0.0,
3643,327,6,9.0,
3533,321,34,2.0,
11350,675,11,0.0,
