targetid,raceid,driverid,win
67925,963,822,0
44662,824,529,0
62442,763,527,0
17721,3,21,0
44692,824,745,0
65444,877,4,0
67591,949,4,0
13151,68,18,0
48696,737,360,0
17298,311,100,0
52964,660,345,0
19031,373,167,0
7183,303,95,0
52587,682,361,0
44489,822,687,0
16005,325,94,0
43747,827,772,0
21898,462,140,0
20781,429,112,0
68287,975,815,0
9711,288,104,0
49512,774,477,0
49694,747,475,1
12391,122,17,0
19442,386,166,0
47270,781,538,0
17949,6,5,0
48100,739,373,0
51096,701,374,0
54283,630,329,0
48800,693,328,0
65238,871,37,0
66385,267,49,0
53177,633,333,0
7010,297,77,0
18931,370,147,0
68381,979,838,0
50785,711,428,0
21554,451,191,0
18077,14,13,0
45211,815,675,0
11154,180,15,0
64774,855,16,0
21694,456,119,0
44196,818,677,0
44935,812,696,0
10640,256,79,0
13122,66,9,0
12165,111,43,0
21373,447,183,0
66519,270,95,0
55540,597,238,0
18132,15,69,0
12959,60,8,0
43898,830,589,0
19480,387,131,0
66167,261,57,0
12521,95,21,0
18607,367,95,0
63609,726,441,0
51328,706,411,0
57897,548,256,0
1328,77,27,0
19849,400,171,0
17939,6,16,0
65062,865,819,0
44514,822,756,0
53960,621,199,0
52601,682,386,0
65383,874,808,0
46241,795,518,0
20211,412,179,0
66364,266,95,0
51297,705,404,0
11001,221,25,0
17295,311,103,0
64303,355,153,0
46427,798,501,0
58545,514,222,0
43836,829,633,0
53485,642,317,0
18170,356,112,0
4487,201,14,0
53448,641,333,0
4469,200,25,0
65989,272,44,0
51754,803,688,0
46452,798,652,0
55719,600,172,0
5075,226,44,0
50733,709,360,0
19939,403,171,0
