constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
23294,552,66,0.0,16,16,0
23416,559,6,95.0,1,1,4
3259,290,32,2.0,5,5,0
21667,655,187,35.0,5,5,0
11084,486,3,43.0,1,1,2
22953,565,64,0.0,18,18,0
5557,185,15,4.0,7,7,0
8834,359,37,4.0,7,7,0
723,87,9,27.0,7,7,0
24021,514,1,4.0,5,5,0
11098,486,1,1.0,11,11,0
9588,398,1,51.0,3,3,2
11492,510,57,0.0,13,13,0
6348,55,13,0.0,10,10,0
3469,303,1,89.0,2,2,4
26820,977,15,5.0,9,9,0
9841,415,32,50.0,3,3,2
10484,452,3,3.0,3,3,0
4791,285,17,0.0,11,11,0
3414,299,17,0.0,13,13,0
26178,929,209,0.0,10,10,0
25581,261,29,3.0,8,8,0
26715,967,210,29.0,8,8,0
8480,318,40,0.0,15,15,0
8680,6,9,42.5,2,2,1
23051,571,59,0.0,14,14,0
24891,868,131,98.0,5,5,1
6306,106,18,1.0,10,10,0
10522,454,50,0.0,13,13,0
10127,430,49,0.0,14,14,0
25906,51,9,24.0,5,5,0
11141,489,4,6.0,7,7,0
23994,512,60,0.0,14,14,0
10858,474,56,1.0,13,13,0
3450,301,18,0.0,12,12,0
20375,700,182,0.0,7,7,0
10492,452,50,0.0,11,11,0
707,85,15,14.0,8,8,0
6178,94,4,42.0,2,2,0
8408,314,34,0.0,15,15,0
26005,906,208,8.0,8,8,0
11344,500,21,2.0,10,10,0
5495,180,3,12.0,5,5,0
22033,605,34,1.0,5,5,0
26569,958,6,224.0,2,2,0
22082,611,37,0.0,9,9,0
5159,250,22,94.0,1,1,7
26018,907,9,143.0,2,2,1
22852,560,58,4.0,3,3,0
4732,281,15,6.0,8,8,0
23324,554,27,10.0,8,8,1
8781,356,35,0.0,10,10,0
25149,881,131,37.0,4,4,0
6406,61,6,87.0,2,2,2
19346,741,167,0.0,6,6,0
19814,721,92,0.0,9,9,0
5243,256,30,0.0,12,12,0
7778,329,3,30.0,4,4,1
10977,481,56,1.0,13,13,0
20890,688,189,0.0,17,17,0
8344,311,22,21.0,4,4,1
4673,276,32,7.0,5,5,0
9250,377,18,1.0,9,9,0
20402,702,170,8.0,4,4,0
24083,518,56,1.0,9,9,0
7842,332,41,7.0,6,6,0
26451,949,210,18.0,5,5,0
6244,100,7,8.0,7,7,0
25557,260,6,22.0,2,2,0
20174,718,11,0.0,9,9,0
9921,420,34,0.0,13,13,0
22240,592,1,22.0,1,1,2
20728,698,188,1.0,12,12,0
22817,588,34,54.0,2,2,2
6339,55,4,42.0,1,1,3
25889,50,2,92.0,2,2,0
25677,268,31,0.0,13,13,0
21546,644,66,0.0,6,6,0
26049,910,208,8.0,8,8,0
20104,713,176,3.0,6,6,0
24712,855,205,0.0,10,10,0
23276,551,64,0.0,13,13,0
25162,882,1,14.0,5,5,0
23540,533,3,3.0,9,9,0
5863,130,1,24.0,3,3,1
24582,845,205,0.0,10,10,0
21578,647,86,0.0,8,8,0
9786,410,49,0.0,11,11,0
23571,534,21,8.0,6,6,0
123,29,7,41.0,4,4,0
2174,202,20,0.0,11,11,0
20817,684,82,0.0,15,15,0
26402,943,1,27.0,9,9,0
10571,457,45,0.0,15,15,0
10966,480,21,5.0,10,10,0
20854,686,26,0.0,13,13,0
21565,646,32,14.0,4,4,1
26776,973,3,18.0,6,6,0
22210,619,81,1.0,11,11,0
23019,569,63,4.0,10,10,0
10317,442,1,56.5,1,1,5
26579,959,131,415.0,1,1,11
22145,614,6,12.0,5,5,0
10893,476,6,45.0,2,2,2
8503,319,34,3.0,10,10,0
654,80,3,47.0,5,5,0
24692,853,15,35.0,7,7,0
7631,321,21,0.0,8,8,0
17811,771,118,25.0,2,2,2
