resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
12535,517,234,61,36,0,,F,28,0.0,0,,,,,,,81
4578,232,30,6,1,1,,W,22,0.0,0,,,,,,,5
7563,1,2,2,6,9,10.0,10,10,0.0,58,+7.085,5662869.0,48.0,5.0,1:28.283,216.245,1
16780,687,364,190,8,5,,R,18,0.0,4,,,,,,,5
8509,372,114,33,29,17,,R,16,0.0,32,,,,,,,5
21784,883,17,9,2,7,7.0,7,7,6.0,57,+37.244,5797742.0,52.0,13.0,1:38.557,197.684,1
20290,779,356,87,24,15,7.0,7,7,0.0,68,,,,,,,19
4958,249,85,30,17,22,12.0,12,12,0.0,73,,,,,,,14
20035,833,660,154,18,21,11.0,11,11,0.0,64,,,,,,,16
10229,436,158,51,23,12,4.0,4,4,3.0,60,,,,,,,11
15523,628,305,63,25,12,4.0,4,4,3.0,54,+44.76,5401420.0,,,,,1
6093,292,102,1,1,3,9.0,9,9,0.0,62,,,,,,,20
17287,713,380,182,26,19,,R,23,0.0,0,,,,,,,3
1619,95,13,15,12,16,5.0,5,5,4.0,76,,,23.0,10.0,1:17.151,155.850,11
23078,955,830,9,33,9,8.0,8,8,4.0,51,+1:10.696,5643062.0,50.0,3.0,1:46.973,202.021,1
12680,523,233,54,9,15,,R,15,0.0,19,,,,,,,7
5929,286,104,18,23,24,9.0,9,9,0.0,69,,,,,,,12
13119,538,178,3,27,15,,R,20,0.0,7,,,,,,,3
14931,604,199,34,7,1,1.0,1,1,9.0,59,1:40:21.439,6021439.0,,,,,1
14936,604,221,25,4,13,6.0,6,6,1.0,59,+1:27.506,6108945.0,,,,,1
1738,101,14,1,5,4,4.0,4,4,5.0,66,+19.231,5054079.0,8.0,8.0,1:14.558,220.853,1
21134,855,24,164,23,24,23.0,23,23,0.0,50,,,37.0,24.0,1:42.409,204.134,13
15820,640,289,34,10,14,,R,11,0.0,47,,,,,,,6
14682,595,230,37,10,15,,R,22,0.0,0,,,,,,,4
2555,140,13,15,8,15,,R,19,0.0,3,,,,,,,3
10967,463,163,6,28,10,1.0,1,1,9.0,72,1:38:41.950,5921950.0,,,,,1
4215,216,21,17,12,2,11.0,11,11,0.0,40,,,,,,,15
15594,630,290,34,9,11,,R,23,0.0,5,,,,,,,6
15420,624,305,63,34,8,4.0,4,4,3.0,85,+1:12.0,6319300.0,,,,,1
2057,117,30,6,1,3,3.0,3,3,6.0,70,+19.568,5468781.0,,,,,1
805,55,32,9,15,13,,R,19,0.0,4,,,4.0,19.0,1:41.351,188.363,3
21217,859,808,4,10,15,10.0,10,10,1.0,70,,,58.0,7.0,1:17.011,201.430,11
17612,727,403,54,25,17,,R,12,0.0,46,,,,,,,22
6542,307,77,1,2,5,2.0,2,2,6.0,61,+1.675,5716425.0,,,,,1
22299,907,155,207,10,19,16.0,16,16,0.0,69,,,40.0,22.0,1:15.274,206.892,12
14845,601,322,1,33,17,7.0,7,7,0.0,53,,,,,,,11
19125,794,657,113,4,5,,R,25,1.0,56,,,,,,,3
7865,16,24,10,21,20,12.0,12,12,0.0,71,+1:11.388,5614469.0,43.0,16.0,1:14.990,206.859,1
21837,885,815,1,6,7,16.0,16,16,0.0,72,,,27.0,14.0,1:19.530,151.188,22
22280,906,813,208,13,17,,R,19,0.0,21,,,21.0,18.0,1:21.514,192.600,131
3462,182,71,17,7,6,5.0,5,5,2.0,60,+38.606,5588750.0,,,,,1
5627,274,79,25,3,22,,R,19,0.0,26,,,,,,,20
21021,851,13,6,6,4,6.0,6,6,8.0,70,+1:23.176,6485513.0,61.0,1.0,1:23.415,189.073,1
3799,197,44,20,11,15,,R,13,0.0,39,,,,,,,20
18690,774,475,118,26,1,,R,14,0.0,17,,,,,,,6
442,39,11,8,22,13,8.0,8,8,1.0,64,,,23.0,12.0,1:24.110,199.239,11
14672,595,182,6,12,1,,R,12,0.0,32,,,,,,,80
12516,517,224,56,14,23,9.0,9,9,0.0,68,,,,,,,12
9241,397,158,21,18,12,,R,21,0.0,31,,,,,,,27
3326,176,57,1,1,1,1.0,1,1,10.0,72,1:36:03.785,5763785.0,,,,,1
205,27,18,11,16,14,17.0,17,17,0.0,66,,,56.0,16.0,1:17.636,212.097,11
11371,477,202,6,28,3,3.0,3,3,4.0,54,+42.128,5655345.0,,,,,1
3179,169,56,19,7,10,8.0,8,8,0.0,76,,,,,,,11
5701,277,109,15,30,9,,R,15,0.0,53,,,,,,,5
978,63,36,8,23,20,16.0,16,16,0.0,67,,,53.0,20.0,1:20.113,198.215,13
2865,155,31,3,6,1,1.0,1,1,10.0,53,1:16:58.493,4618493.0,,,,,1
23215,961,821,210,21,10,13.0,13,13,0.0,52,,,42.0,14.0,1:27.106,239.418,11
6388,301,81,18,24,12,,R,22,0.0,12,,,,,,,5
16538,675,322,11,15,14,,R,10,0.0,42,,,,,,,5
3018,161,50,21,19,8,,R,22,0.0,20,,,,,,,10
11450,479,206,3,5,9,,R,24,0.0,0,,,,,,,4
19424,808,689,87,20,12,9.0,9,9,0.0,87,,,,,,,88
16603,678,364,187,14,5,,R,12,0.0,28,,,,,,,22
17750,734,360,170,9,5,5.0,5,5,2.0,15,+1:19.6,9604900.0,,,,,1
18100,747,456,170,14,12,,R,12,0.0,29,,,,,,,25
20508,344,812,164,20,24,18.0,18,18,0.0,66,,,47.0,21.0,1:21.884,191.729,14
9557,409,157,45,22,25,,R,24,0.0,6,,,,,,,101
838,57,35,2,17,9,8.0,8,8,1.0,60,+1:29.364,5848129.0,38.0,12.0,1:34.037,197.079,1
