film_id,category_id,last_update
1,6,15.02.2006 04:07
19,1,15.02.2006 04:07
21,1,15.02.2006 04:07
29,1,15.02.2006 04:07
56,1,15.02.2006 04:07
67,1,15.02.2006 04:07
97,1,15.02.2006 04:07
105,1,15.02.2006 04:07
111,1,15.02.2006 04:07
115,1,15.02.2006 04:07
126,1,15.02.2006 04:07
130,1,15.02.2006 04:07
162,1,15.02.2006 04:07
194,1,15.02.2006 04:07
205,1,15.02.2006 04:07
210,1,15.02.2006 04:07
212,1,15.02.2006 04:07
229,1,15.02.2006 04:07
250,1,15.02.2006 04:07
252,1,15.02.2006 04:07
253,1,15.02.2006 04:07
271,1,15.02.2006 04:07
287,1,15.02.2006 04:07
292,1,15.02.2006 04:07
303,1,15.02.2006 04:07
327,1,15.02.2006 04:07
329,1,15.02.2006 04:07
360,1,15.02.2006 04:07
371,1,15.02.2006 04:07
