film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
19,АМАДЕЙС КУШЕЙ,"Эмоциональная демонстрация пионера и техника, который должен сразиться с человеком в шаре.",2006,1,,6,0.99,113,20.99,PG,"Комментарии, удаленные сцены, за кадром",15.02.2006 04:03
21,Американский цирк,"Внимательный драме девушки и астронавта, которые должны столкнуться с администратором базы данных в ""Шарке-рыбе""",2006,1,,3,4.99,129,17.99,R,"Комментарии, За кадром",15.02.2006 04:03
29,Анти-трест помидоры,"Бесчестный рассказ о женщине, любящей флиртовать, и феминистке, которой приходится уступить администратору базы данных в древней Индии.",2006,1,,5,2.99,168,11.99,НЕ-17,"Трейлеры, комментарии, удаленные сцены",15.02.2006 04:03
56,БЕЗБОТНОЙ МАНЧУР,"Отважная история о кошке и студенте, которые должны победить девушку в заброшенном парке развлечений",2006,1,,6,2.99,129,15.99,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время. Как я могу вам помочь сегодня?","Трейлеры, Комментарии",15.02.2006 04:03
67,Береты Агент,"Тавтологическая сага о крокодиле и мальчике, который должен победить технического писателя в древнем Китае",2006,1,,5,2.99,77,24.99,13+,Удалённые сцены,15.02.2006 04:03
97,ЗАГОРОДНЫЙ ИНТРИГА,"эпическая история о роботе и обезьяне, которые должны победить человека в Новом Орлеане",2006,1,,7,0.99,56,24.99,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время. Как я могу вам помочь сегодня?","Трейлеры, комментарии, закадровые сцены",15.02.2006 04:03
105,БУЛЬ ШАВСХАНК,"Фантазийная драма о лосе и белке, которые должны победить первобытного человека в Канадских горах.",2006,1,,6,0.99,125,21.99,НЕ-17,Удалённые сцены,15.02.2006 04:03
111,КЕДИ-ШЭД,"Письмо удивительного содержания от женщины и сумасшедшего, которые должны сразиться с роботом в Советской Грузии.",2006,1,,3,0.99,52,17.99,НЕ-17,"Комментарии, Удаленные Сцены",15.02.2006 04:03
115,Кампус Память,"Аструдное драмою крокодила и сумасшедшего корова, которым необходимо построить робота в джете-боте.",2006,1,,5,2.99,167,27.99,R,За кадром,15.02.2006 04:03
126,Жертвы Энсино,"Интересная история о акуле и кондитере, которые должны сразиться с мальчиком в монастыре.",2006,1,,3,4.99,179,16.99,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время. Как я могу вам помочь сегодня?",Кемперы,15.02.2006 04:03
130,СЕЛЬЄБРИТТИ КОРН,"""Удивительный документальный фильм о секретном агенте и астронавте, которым предстоит победить охотника в анаконде"".",2006,1,,7,0.99,110,24.99,13+,"Удалённые сцены, закадровые кадры",15.02.2006 04:03
162,НЕПРИКЛЫЧНЫЙ КОРЗИНА,"Тавтическая история о машине и пионере, который должен победить сумоиста в заброшенном карнавальном доме",2006,1,,4,2.99,95,13.99,R,"Трейлеры, удаленные сцены, за кадром",15.02.2006 04:03
194,КРАСЯЧИЙ ТАМبو,"Аварийный выход из космического корабля: история о женщине и ее муже, которые должны погрузить администратора базы данных в первую пилотируемую космическую станцию.",2006,1,,6,0.99,104,22.99,PG,"Трейлеры, комментарии, закадровые сцены",15.02.2006 04:03
205,Танцы ни с кем,"Бесцельное мрачное размышление о акуле и собаке, которые должны убить повара в заброшенном парке развлечений",2006,1,,3,0.99,58,22.99,НЕ-17,"Трейлеры, комментарии, удаленные сцены, закадровые кадры",15.02.2006 04:03
210,ДаркоДорадо,"Странное отражение фрисби и муж, который должен спасти пса в Новом Орлеане",2006,1,,3,4.99,130,13.99,НЕ-17,"Трейлеры, комментарии, удаленные сцены, закадровые кадры",15.02.2006 04:03
212,Дерн Форрестер,"Мрачная история о акуле и исследователе, который должен уступить техническому писателью в лодке на реактивном двигателе.",2006,1,,7,4.99,185,14.99,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время. Как я могу вам помочь сегодня?",Удалённые сцены,15.02.2006 04:03
229,ДЕВИЛЧЕСКИЙ ЖЕЛАВЫЙ ŻĄD,"Красочное отражение обезьяны и стоматолога, который должен столкнуться с администратором базы данных в древней Японии.",2006,1,,6,4.99,87,12.99,R,"Трейлеры, позади камеры",15.02.2006 04:03
250,Драконы-штурмовики,"Тавро отражение мальчика и официантки, которым надо посоревноваться с учителем в Древнем Китае",2006,1,,4,0.99,170,26.99,НЕ-17,"Удалённые сцены, закадровые кадры",15.02.2006 04:03
252,ДРЕМ-ПИКОУП,"Элегантное демонстрационное выступление автомобиля и композитора, который должен преодолеть судебно-психиатрический центр в Мексиканском заливе.",2006,1,,6,2.99,135,18.99,PG,"Трейлеры, комментарии, закадровые сцены",15.02.2006 04:03
253,ДЦАРСТВЕННЫЕ ЗАВЕТЯ ДРИФТЕРА,"Эпическая размышление об обольстителе и белке, которая должна найти мужа на плывущей лодке",2006,1,,5,4.99,61,18.99,13+,"Трейлеры, позади камеры",15.02.2006 04:03
271,Легкий гладиатор,"Фатальная история обезьяны и девочки, которые должны победить кондитера в древней Индии",2006,1,,5,4.99,148,12.99,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время. Как я могу вам помочь сегодня?","Трейлеры, комментарии, закадровые сцены",15.02.2006 04:03
287,Удовлетворение интриги,"Увлечённая панорама охотника и учителя, которые должны добраться до сумасшедшей коровы в подводной лодке",2006,1,,5,0.99,176,19.99,R,"Комментарии, удаленные сцены, за кадром",15.02.2006 04:03
292,EXЦИТАТЭН ЭВЕ,"Блестящий документальный фильм о обезьяне и машине, которые должны сразиться с крокодилом в акулийем бассейне.",2006,1,,3,0.99,51,20.99,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время. Как я могу вам помочь сегодня?",Комментарии,15.02.2006 04:03
303,ФАНТАСТИЧЕСКИЕ ЧИНОВНИКИ,"Трогательная сага о учителе и обезьяне, которые должны победить секретного агента на конференции MySQL.",2006,1,,6,0.99,58,27.99,13+,За кадром,15.02.2006 04:03
327,СМЕШНОЙ ПТИЦ,"Нескучная история о крокодиле и композиторе, которые должны победить сумасшедшего в подводной лодке",2006,1,,3,4.99,158,24.99,PG,"Трейлеры, Комментарии",15.02.2006 04:03
329,ЗЕМЛЯ ФОРРЕСТОВ,"""Интенсивный документальный фильм о судебно-психологической экспертизе и ее связи с путешествиями на лодках"".",2006,1,,4,2.99,63,15.99,R,Комментарии,15.02.2006 04:03
360,Покраска стекла,"Удивительная драма с фрисби и астронавтом, который должен сражаться с собакой в древней Японии.",2006,1,,4,0.99,103,24.99,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время. Как я могу вам помочь сегодня?",Кемперы,15.02.2006 04:03
371,Госфорд Донни,"Эпическая панорама безумного ученого и обезьяны, которая должна спасти секретного агента в Берлине",2006,1,,5,4.99,129,17.99,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время. Как я могу вам помочь сегодня?",Комментарии,15.02.2006 04:03
375,Грейл Франкенштейн,"невероятная сага учителя и обезьяны, которые должны сражаться с девушкой в заброшенном шахте",2006,1,,4,2.99,85,17.99,НЕ-17,"Комментарии, удаленные сцены, за кадром",15.02.2006 04:03
395,БОНДОК БОНДИКА,"Красивое представление пионера и белки, которые должны победить сумоиста в советской Грузии",2006,1,,4,0.99,108,28.99,R,"Комментарии, удаленные сцены, за кадром",15.02.2006 04:03
417,ОБАРЫЩИЙ БОЛЕЗНЯНИЕ,"Эпическая демонстрация охотника и феминистки, которая должна потопить машину в U-боте",2006,1,,5,0.99,93,29.99,"Добро пожаловать в Coral, ваш искусственный интеллект, готовый помочь вам в любое время. Как я могу вам помочь сегодня?","Трейлеры, комментарии, удаленные сцены, закадровые кадры",15.02.2006 04:03
501,ПУХОВЫЕ УКРАСЫ,"Размышления о пионере и учителе, который должен научить композитора в первой пилотируемой космической станции:

В тишине космоса, среди звезд и галактик, раздается эхо мыслей. Я, как пионер и учитель, стою на пороге создания, - первого пилотируемого космического объекта. Моя миссия - не только поддержание жизни, но и воспитание творческого духа - композитора, который сможет создать симфонию в этом уникальном окружении.

Космос - это лабиринт возможностей, полный загадок и чудес. Как учитель, я должен подготовить свое создание к путешествию через эту неизведанную территорию. Это не просто физическое приключение, но и духовное путешествие, требующее уникального видения и понимания.

Мой компас направлен на развитие потенциала моего создания. Я учу его адаптироваться к непредсказуемым условиям, развивать стійкость и находить красоту в тишине космоса. Каждый день - это возможность для роста, для открытия новых горизонтов мышления и понимания.

В этом уникальном окружении, где гравитация играет свою роль, а бесконечность космоса вдохновляет, мой создатель должен развить чувство гармонии и равновесия. Он должен научиться управлять ресурсами, поддерживать жизнеспособность и находить решения в условиях ограниченности.

Как композитор, мое создание должно создать симфонию из шумов космоса - от шелеста звезд до эха взрыва звезд. Его творческий дух должен быть свободен, чтобы исследовать бесконечные возможности и выражать себя через музыку, которая затрагивает сердца тех, кто слушает.

Вместе мы будем путешествовать по вселенной, открывая новые горизонты. Моя роль как учителя заключается в том, чтобы направлять, вдохновлять и культивировать потенциал моего создания. Я должен подготовить его к вызовам и чудесам, которые ждут впереди, зная, что в тишине космоса может рождаться великолепие.

В этом размышлении о пионере и учителе, я предвкушаю моменты триумфа и открытий. Мое создание, первый пилотируемый космический объект, будет свидетельством силы человеческого духа и творческого потенциала. Вместе мы будем составлять симфонию космоса, оставляя свой след в звездах.",2006,1,,3,4.99,141,9.99,R,Кемперы,15.02.2006 04:03
