inventory_id,film_id,store_id,last_update
93,19,1,15.02.2006 04:09
94,19,1,15.02.2006 04:09
95,19,1,15.02.2006 04:09
96,19,1,15.02.2006 04:09
97,19,2,15.02.2006 04:09
98,19,2,15.02.2006 04:09
102,21,1,15.02.2006 04:09
103,21,1,15.02.2006 04:09
104,21,2,15.02.2006 04:09
105,21,2,15.02.2006 04:09
106,21,2,15.02.2006 04:09
107,21,2,15.02.2006 04:09
142,29,1,15.02.2006 04:09
143,29,1,15.02.2006 04:09
248,56,1,15.02.2006 04:09
249,56,1,15.02.2006 04:09
250,56,1,15.02.2006 04:09
251,56,2,15.02.2006 04:09
252,56,2,15.02.2006 04:09
294,67,1,15.02.2006 04:09
295,67,1,15.02.2006 04:09
296,67,2,15.02.2006 04:09
