year,hofid,name,category
1958,turnell01h,Ллойд Тернер,Конструктор
1958,moranpa01h,Пэдди Морнан,Игрок
1992,johnsbo02h,Боб Джонсон,Конструктор
1985,ratelje01h,Жан Ратель,Игрок
1945,phillto01h,Томми Филлипс,Игрок
1979,richahe01h,Анри Ричард,Игрок
1993,pagefr01h,Фред Пейдж,Конструктор
1962,humefr01h,Фред Хюме,Конструктор
1965,howesy01h,Сид Хов,Игрок
1996,salmibo01h,Бёрже Салминг,Игрок
1971,wirtzar01h,Артур Вирц,Конструктор
1958,duttore01h,Красный Дэттун,Игрок
1962,noblere01h,Реджинальд Нобл,Игрок
1958,pickaal01h,Аллан Пикфорд,Конструктор
1959,thompti01h,Тини Томпсон,Игрок
1961,stuarbr02h,Брюс Стюарт,Игрок
1963,mclaufr01h,Фредерик Макларен,Конструктор
1980,patrily01h,Линн Патрик,Игрок
1961,schmimi01h,Мильт Шмидт,Игрок
1984,milfoja01h,Джейк Мильфорд,Конструктор
1966,prattba01h,Бебе Пратт,Игрок
1962,greensh01h,Шорти Грин,Игрок
1990,barbebi01h,Билл Барбер,Игрок
1986,savarse01h,Серж Савард,Игрок
1961,appssy01h,Сильные приложения,Игрок
2007,gregoji01h,Джим Грегори,Конструктор
1989,lewishe01h,Эрби Льюис,Игрок
1958,keatsdu01h,Дюк Кейпс,Игрок
1947,caldefr01h,Франк Калдер,Конструктор
2002,langwro01h,Род Лангвей,Игрок
