name,id,award,year,lgid,note
Ал Арбор,arboual01,Патрик,1991,NHL,
Алекс Делевьё,delveal01,Патрик,1973,NHL,
Артур Росс,rossar01,Патрик,1983,NHL,постоянный
Боб Пульфорд,pulfobo01,Патрик,2010,NHL,
Бобби Кларк,clarkbo01,Патрик,1979,NHL,
Бобби Халл,hullbo01,Патрик,1968,NHL,
Бобби Оуэрр,orrbo01,Патрик,1978,NHL,
Брайан Лич,leetcbr01,Патрик,2006,NHL,
Брайан Муллен,mullebr01,Патрик,1994,NHL,
Буд Поил,poilebu01,Патрик,1988,NHL,
Кэм Нилли,neelyca01,Патрик,2009,NHL,
Кунни Виланд,weilaco01,Патрик,1971,NHL,
Крейг Патрик,patricr01,Патрик,1999,NHL,
Дэн Келли,kellyda01,Патрик,1988,NHL,
Эд Джеремия,jeremed01,Патрик,1968,NHL,постоянный
Эдди Шор,shoreed01,Патрик,1969,NHL,
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Франк Бушар,bouchfr01,Патрик,1992,NHL,
Франк Маттерс,mathefr01,Патрик,1986,NHL,
Фред Шеро,sherofr01,Патрик,1979,NHL,
Гленсонмор,sonmogl01,Патрик,2005,NHL,
Горди Хоу,howego01,Патрик,1966,NHL,
Джек Адамс,adamsja01,Патрик,1965,NHL,
Джек Райли,rileyja01,Патрик,1985,NHL,
Джо Маллен,mullejo01,Патрик,1994,NHL,
Джон Букик,bucykjo01,Патрик,1976,NHL,
Джон Дэвисон,davidjo01,Патрик,2003,NHL,
Джон Мариуци,mariujo01,Патрик,1976,NHL,
Кит Аллен,allenke01,Патрик,1987,NHL,
Кен Морроу,morroke01,Патрик,1995,NHL,
Ларри Плеу,pleaula01,Патрик,2001,NHL,
Лу Нэнн,nannelo01,Патрик,1988,NHL,
Линн Патрик,patrily01,Патрик,1988,NHL,постоянный
Марсель Дьонне,dionnma01,Патрик,2005,NHL,
Марио Лемьо,lemiema01,Патрик,1999,NHL,
Марк Джонсон,johnsma02,Патрик,2010,NHL,
Марк Мессье,messima01,Патрик,2008,NHL,
Макс Макнаб,mcnabma01,Патрик,1997,NHL,
Майк Ричер,richtmi01,Патрик,2008,NHL,
Мильт Шмидт,schmimi01,Патрик,1995,NHL,
Мюриарми Армстронн,armstmu01,Патрик,1976,NHL,
Мюррей Мёрдок,murdomu01,Патрик,1973,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Пат Лафон,lafonpa01,Патрик,1996,NHL,
Фил Эспосито,esposph01,Патрик,1977,NHL,
Фил Хаусли,houslph01,Патрик,2007,NHL,
Реймонд Борк,bourqra01,Патрик,2002,NHL,
Красный Беренсон,berenre01,Патрик,2005,NHL,
Красный Дэттун,duttore01,Патрик,1992,NHL,
Рид Ларсон,larsore01,Патрик,2005,NHL,
Род Гилберт,gilbero01,Патрик,1990,NHL,
Стан Микита,mikitst01,Патрик,1975,NHL,
Стив Йермен,yzermst01,Патрик,2005,NHL,
Тед Линздейл,lindste01,Патрик,2007,NHL,
Тери Сачук,sawchte01,Патрик,1970,NHL,постоянный
Уэйн Гретцки,gretzwa01,Патрик,1993,NHL,
Уилли О'Ри,oreewi01,Патрик,2002,NHL,
Зимняя олимпийская хоккейная команда США 1960 года,,Патрик,2001,NHL,
1998 года олимпийская женская сборная США по хоккею,,Патрик,1998,NHL,
Арту Берглунду,,Патрик,1991,NHL,
Артур Вирц,wirtzar01h,Патрик,1984,NHL,
Билл Чадвик,chadwbi01h,Патрик,1974,NHL,
Билл Клири,,Патрик,1996,NHL,
Билл Торре,torrebi01h,Патрик,1982,NHL,
Боб Флеминг,,Патрик,1994,NHL,
Боб Джонсон,johnsbo02c,Патрик,1987,NHL,
Боб Нейгел,,Патрик,2007,NHL,
Брайан Берк,,Патрик,2007,NHL,
Брэндон Макнал,,Патрик,1992,NHL,
Брюс Норрис,norribr01h,Патрик,1975,NHL,
Ками Гранато,,Патрик,2006,NHL,
Чарльз Адамс,adamsch01h,Патрик,1966,NHL,постоянный
Чарльз Л. Кроват,,Патрик,1973,NHL,постоянный
Чарльз М. Шулц,,Патрик,1980,NHL,
Кларенс Кэмпбелл,campbcl01h,Патрик,1971,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
Дэвид Поил,,Патрик,2000,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Эд Снайдер,snideed01h,Патрик,1979,NHL,
Фред Кусик,,Патрик,1987,NHL,
Гэри Беттман,,Патрик,2000,NHL,
Джордж Ганд,,Патрик,1995,NHL,
Джордж Лидер,,Патрик,1975,NHL,
Гил Штайн,,Патрик,1992,NHL,
