playerid,award,year,lgid,note,pos
nasluma02,Пёрсон,2002,NHL,,
hamilal01,Вторая команда всех звёзд,1973,WHA,,Д
gretzwa01,Артур Росс,1982,NHL,,
lemiema01,Харт,1987,NHL,,
fitzpma01,Мастертон,1991,NHL,,
kariypa01,Первая команда всех звёзд,1998,NHL,,ЛВ
stamkst01,Вторая команда всех звёзд,2010,NHL,,С
ramsacr01,Сельке,1984,NHL,,
alfreda01,Все-новобранец,1995,NHL,,"Я не вижу входного текста, на котором можно было бы основывать перевод. Пожалуйста, предоставьте текст для перевода, и я с радостью выполню ваш запрос."
bauerbo01,Леди Бынг,1940,NHL,,
ovechal01,Первая команда всех звёзд,2005,NHL,,ЛВ
sedinda01,Вторая команда всех звёзд,2009,NHL,,ЛВ
kurrija01,Первая команда всех звёзд,1986,NHL,,РВ
brodema01,Вторая команда всех звёзд,2005,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь с переводом. Как я могу вам помочь сегодня?"
sawchte01,Первая команда всех звёзд,1952,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь с переводом. Как я могу вам помочь сегодня?"
thomsji01,Вторая команда всех звёзд,1950,NHL,,Д
gretzwa01,Первая команда всех звёзд,1981,NHL,,С
barrato01,Все-новобранец,1983,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь с переводом. Как я могу вам помочь сегодня?"
bourqra01,Вторая команда всех звёзд,1982,NHL,,Д
cowlebi01,Артур Росс,1940,NHL,,
parkbr01,Первая команда всех звёзд,1969,NHL,,Д
kesseph01,Мастертон,2006,NHL,,
sedinda01,Линдси,2010,NHL,,
blakero01,Первая команда всех звёзд,1997,NHL,,Д
lindste01,Первая команда всех звёзд,1952,NHL,,ЛВ
smithsi01,Леди Бынг,1954,NHL,,
harvedo01,Вторая команда всех звёзд,1958,NHL,,Д
mccoofr01,Калдер,1944,NHL,,
cullejo01,Мастертон,1998,NHL,,
pilotpi01,Вторая команда всех звёзд,1959,NHL,,Д
chelich01,Мессиер,2006,NHL,,
robinla01,Норрис,1979,NHL,,
conacch01,Вторая команда всех звёзд,1932,NHL,,РВ
hextabr01,Вторая команда всех звёзд,1942,NHL,,РВ
brimsfr01,Вторая команда всех звёзд,1942,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь с переводом. Как я могу вам помочь сегодня?"
kiprumi01,Джэннингс,2005,NHL,,
gravead01,Мастертон,2000,NHL,,
smithbi01,Конн Смайти,1982,NHL,,
graharo02,MVP плей-офф,1974,WHA,,
konstvl01,Все-новобранец,1991,NHL,,Д
jarrega01,Вторая команда всех звёзд,1972,WHA,,ЛВ
tardima01,Первая команда всех звёзд,1975,WHA,,ЛВ
zettehe01,Конн Смайти,2007,NHL,,
kennete01,Харт,1954,NHL,,
belfoed01,Калдер,1990,NHL,,
cechmro01,Вторая команда всех звёзд,2000,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь с переводом. Как я могу вам помочь сегодня?"
kehoeri01,Леди Бынг,1980,NHL,,
bourqra01,Вторая команда всех звёзд,1980,NHL,,Д
hallgl01,Везина,1962,NHL,,
joliaau01,Первая команда всех звёзд,1930,NHL,,ЛВ
redmomi01,Первая команда всех звёзд,1972,NHL,,РВ
bourqra01,Калдер,1979,NHL,,
schrisw01,Калдер,1934,NHL,,
murzyda01,Все-новобранец,1985,NHL,,Д
lachel01,Вторая команда всех звёзд,1943,NHL,,С
richabr01,Конн Смайти,2003,NHL,,
recchma01,Вторая команда всех звёзд,1991,NHL,,РВ
brodema01,Джэннингс,1997,NHL,,
ramagro01,Первая команда всех звёзд,1978,WHA,,Д
coffepa01,Первая команда всех звёзд,1985,NHL,,Д
howego01,Вторая команда всех звёзд,1961,NHL,,РВ
cheevge01,Первая команда всех звёзд,1972,WHA,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь с переводом. Как я могу вам помочь сегодня?"
neelyca01,Вторая команда всех звёзд,1993,NHL,,РВ
enrotjh01,Все-новобранец,2011,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь с переводом. Как я могу вам помочь сегодня?"
thompti01,Везина,1935,NHL,,
clancki01,Первая команда всех звёзд,1933,NHL,,Д
stevesc01,Первая команда всех звёзд,1987,NHL,,Д
bentldo01,Первая команда всех звёзд,1942,NHL,,ЛВ
shanabr01,Первая команда всех звёзд,1999,NHL,,ЛВ
esposph01,Первая команда всех звёзд,1968,NHL,,С
gilbero01,Первая команда всех звёзд,1971,NHL,,РВ
macinal01,Первая команда всех звёзд,1989,NHL,,Д
esposto01,Везина,1969,NHL,,
bentlma01,Артур Росс,1945,NHL,,
renbemi01,Все-новобранец,1993,NHL,,"Доброго дня! Я готов допомогти вам з перекладу. Будь ласка, надайте мені текст, який потрібно перекласти."
