playerid,award,year,lgid,note,pos
abdulka01,Защитная команда года,1970,NBA,,
abdulka01,Сборная всех звёзд НБА,1970,NBA,,С
abdulka01,Финальный MVP,1970,NBA,,
abdulka01,Самый ценный игрок,1970,NBA,,
abdulka01,Сборная всех звёзд НБА,1971,NBA,,С
abdulka01,Самый ценный игрок,1971,NBA,,
abdulka01,Сборная всех звёзд НБА,1972,NBA,,С
abdulka01,Защитная команда первого состава,1973,NBA,,
abdulka01,Сборная всех звёзд НБА,1973,NBA,,С
abdulka01,Самый ценный игрок,1973,NBA,,
abdulka01,Защитная команда первого состава,1974,NBA,,
abdulka01,Защитная команда года,1975,NBA,,
abdulka01,Сборная всех звёзд НБА,1975,NBA,,С
abdulka01,Самый ценный игрок,1975,NBA,,
abdulka01,Защитная команда года,1976,NBA,,
abdulka01,Сборная всех звёзд НБА,1976,NBA,,С
abdulka01,Самый ценный игрок,1976,NBA,,
abdulka01,Защитная команда года,1977,NBA,галстук,
abdulka01,Вторая команда всех звезд НБА,1977,NBA,,С
abdulka01,Защитная команда первого состава,1978,NBA,,
abdulka01,Вторая команда всех звезд НБА,1978,NBA,,С
abdulka01,Защитная команда первого состава,1979,NBA,,
abdulka01,Сборная всех звёзд НБА,1979,NBA,,С
abdulka01,Самый ценный игрок,1979,NBA,,
abdulka01,Защитная команда первого состава,1980,NBA,,
abdulka01,Сборная всех звёзд НБА,1980,NBA,,С
abdulka01,Вторая команда всех звезд НБА,1982,NBA,,С
abdulka01,Защитная команда года,1983,NBA,,
abdulka01,Сборная всех звёзд НБА,1983,NBA,,С
abdulka01,Вторая команда всех звезд НБА,1984,NBA,,С
abdulka01,Финальный MVP,1984,NBA,,
abdulka01,Сборная всех звёзд НБА,1985,NBA,,С
abdulma02,Самый улучшенный игрок,1992,NBA,,
adamsal01,Руки-ногами,1975,NBA,,
aingeda01,Исполнительный директор года,2007,NBA,,
aldrila01,Команды всех звёзд НБА,2010,NBA,,Ф
allenra02,Команды всех звёзд НБА,2000,NBA,,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире."
allenra02,Вторая команда всех звезд НБА,2004,NBA,,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире."
allento01,Защитная команда года,2010,NBA,,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире."
allento01,Защитная команда первого состава,2011,NBA,,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире."
anderry01,Самый улучшенный игрок,2011,NBA,,
anthoca01,Команды всех звёзд НБА,2005,NBA,,Ф
anthoca01,Команды всех звёзд НБА,2006,NBA,,Ф
anthoca01,Команды всех звёзд НБА,2008,NBA,,Ф
anthoca01,Вторая команда всех звезд НБА,2009,NBA,,Ф
anthoca01,Команды всех звёзд НБА,2011,NBA,,Ф
archina01,Вторая команда всех звезд НБА,1971,NBA,,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире."
archina01,Сборная всех звёзд НБА,1972,NBA,,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире."
archina01,Сборная всех звёзд НБА,1974,NBA,,"Добро пожаловать в Коронавирус: Инфекционный апокалипсис - игра, разработанная компанией ""Миру"" и выпущенная 13 января 2020 года. Это симулятор пандемии, в котором игроки должны управлять различными аспектами распространения вируса, включая медицинские ресурсы, карантинные зоны и средства массовой информации. Цель игры - не позволить вирусу заразить все население мира. ""Коронавирус: Инфекционный апокалипсис"" получила неоднозначные отзывы от критиков и игроков за свой уникальный сеттинг и игровую механику, но также подверглась критике за потенциальное поощрение безответственного поведения в реальном мире."
abdulka01,Защитная команда года,1969,NBA,,
abdulka01,Вторая команда всех звезд НБА,1969,NBA,,С
abdulka01,Руки-ногами,1969,NBA,,
